record_id,column,action,before,after,source_csv,reason
khanmigo--khanmigo-ai,versioning,apply-citation,"{""value"": ""immutable append-log"", ""status"": ""real-data"", ""citation"": null}",immutable append-log,taxonomy-citations,value unchanged; backfill citation
latitude-voyage--latitude-io,contradiction,apply-citation,"{""value"": ""LLM resolves and overwrites"", ""status"": ""real-data"", ""citation"": null}",LLM resolves and overwrites,taxonomy-citations,value unchanged; backfill citation
latitude-voyage--latitude-io,namespace,apply-citation,"{""value"": ""per-tenant"", ""status"": ""real-data"", ""citation"": null}",per-tenant,taxonomy-citations,value unchanged; backfill citation
latitude-voyage--latitude-io,schema-evolution,apply-citation,"{""value"": ""schema with migration"", ""status"": ""real-data"", ""citation"": null}",schema with migration,taxonomy-citations,value unchanged; backfill citation
liveperson-conversation-context-service--developers-liveperson-com,schema-evolution,apply-citation,"{""value"": ""free-form / no schema"", ""status"": ""real-data"", ""citation"": null}",free-form / no schema,taxonomy-citations,value unchanged; backfill citation
luminance-institutional-memory--luminance-com,schema-evolution,apply-citation,"{""value"": ""schema with migration"", ""status"": ""real-data"", ""citation"": null}",schema with migration,taxonomy-citations,value unchanged; backfill citation
magicschool--magicschool-ai,versioning,apply-citation,"{""value"": ""none"", ""status"": ""real-data"", ""citation"": null}",none,taxonomy-citations,value unchanged; backfill citation
nomi-ai--nomi-ai,namespace,apply-citation,"{""value"": ""per-user"", ""status"": ""real-data"", ""citation"": null}",per-user,taxonomy-citations,value unchanged; backfill citation
nomi-ai--nomi-ai,schema-evolution,apply-citation,"{""value"": ""schema with migration"", ""status"": ""real-data"", ""citation"": null}",schema with migration,taxonomy-citations,value unchanged; backfill citation
polyai--poly-ai,forgetting,apply-citation,"{""value"": ""TTL-based"", ""status"": ""real-data"", ""citation"": null}",TTL-based,taxonomy-citations,value unchanged; backfill citation
polyai--poly-ai,schema-evolution,apply-citation,"{""value"": ""free-form / no schema"", ""status"": ""real-data"", ""citation"": null}",free-form / no schema,taxonomy-citations,value unchanged; backfill citation
quizlet-ai-study-tools-magic-notes--quizlet-com,namespace,apply-citation,"{""value"": ""per-user"", ""status"": ""real-data"", ""citation"": null}",per-user,taxonomy-citations,value unchanged; backfill citation
quizlet-ai-study-tools-magic-notes--quizlet-com,schema-evolution,apply-citation,"{""value"": ""schema with migration"", ""status"": ""real-data"", ""citation"": null}",schema with migration,taxonomy-citations,value unchanged; backfill citation
replicant--replicant-com,forgetting,apply-citation,"{""value"": ""TTL-based"", ""status"": ""real-data"", ""citation"": null}",TTL-based,taxonomy-citations,value unchanged; backfill citation
replicant--replicant-com,schema-evolution,apply-citation,"{""value"": ""free-form / no schema"", ""status"": ""real-data"", ""citation"": null}",free-form / no schema,taxonomy-citations,value unchanged; backfill citation
replika--replika-ai,namespace,apply-citation,"{""value"": ""per-user"", ""status"": ""real-data"", ""citation"": null}",per-user,taxonomy-citations,value unchanged; backfill citation
researchrabbit--researchrabbit-ai,forgetting,apply-citation,"{""value"": ""user-controlled forget"", ""status"": ""real-data"", ""citation"": null}",user-controlled forget,taxonomy-citations,value unchanged; backfill citation
researchrabbit--researchrabbit-ai,namespace,apply-citation,"{""value"": ""per-tenant"", ""status"": ""real-data"", ""citation"": null}",per-tenant,taxonomy-citations,value unchanged; backfill citation
researchrabbit--researchrabbit-ai,schema-evolution,apply-citation,"{""value"": ""schema with migration"", ""status"": ""real-data"", ""citation"": null}",schema with migration,taxonomy-citations,value unchanged; backfill citation
researchrabbit--researchrabbit-ai,tombstoning,apply-citation,"{""value"": ""append-only no delete"", ""status"": ""real-data"", ""citation"": null}",append-only no delete,taxonomy-citations,value unchanged; backfill citation
researchrabbit--researchrabbit-ai,versioning,apply-citation,"{""value"": ""immutable append-log"", ""status"": ""real-data"", ""citation"": null}",immutable append-log,taxonomy-citations,value unchanged; backfill citation
salesforce-agentforce-einstein--salesforce-com,namespace,apply-citation,"{""value"": ""per-user"", ""status"": ""real-data"", ""citation"": null}",per-user,taxonomy-citations,value unchanged; backfill citation
salesforce-agentforce-einstein--salesforce-com,schema-evolution,apply-citation,"{""value"": ""schema with migration"", ""status"": ""real-data"", ""citation"": null}",schema with migration,taxonomy-citations,value unchanged; backfill citation
salesforce-agentforce-einstein--salesforce-com,tombstoning,apply-citation,"{""value"": ""soft-delete only"", ""status"": ""real-data"", ""citation"": null}",soft-delete only,taxonomy-citations,value unchanged; backfill citation
sanctuary-ai-carbon-phoenix-gen-7-8--sanctuary-ai,contradiction,apply-citation,"{""value"": ""LLM resolves and overwrites"", ""status"": ""real-data"", ""citation"": null}",LLM resolves and overwrites,taxonomy-citations,value unchanged; backfill citation
schoolai--schoolai-com,forgetting,apply-citation,"{""value"": ""none (permanent)"", ""status"": ""real-data"", ""citation"": null}",none (permanent),taxonomy-citations,value unchanged; backfill citation
schoolai--schoolai-com,schema-evolution,apply-citation,"{""value"": ""schema with migration"", ""status"": ""real-data"", ""citation"": null}",schema with migration,taxonomy-citations,value unchanged; backfill citation
schoolai--schoolai-com,tombstoning,apply-citation,"{""value"": ""append-only no delete"", ""status"": ""real-data"", ""citation"": null}",append-only no delete,taxonomy-citations,value unchanged; backfill citation
schoolai--schoolai-com,versioning,apply-citation,"{""value"": ""immutable append-log"", ""status"": ""real-data"", ""citation"": null}",immutable append-log,taxonomy-citations,value unchanged; backfill citation
scite-ai--scite-ai,namespace,apply-citation,"{""value"": ""per-tenant"", ""status"": ""real-data"", ""citation"": null}",per-tenant,taxonomy-citations,value unchanged; backfill citation
scite-ai--scite-ai,schema-evolution,apply-citation,"{""value"": ""schema with migration"", ""status"": ""real-data"", ""citation"": null}",schema with migration,taxonomy-citations,value unchanged; backfill citation
sierra--sierra-ai,contradiction,apply-citation,"{""value"": ""LLM resolves and overwrites"", ""status"": ""real-data"", ""citation"": null}",LLM resolves and overwrites,taxonomy-citations,value unchanged; backfill citation
sierra--sierra-ai,namespace,apply-citation,"{""value"": ""per-user"", ""status"": ""real-data"", ""citation"": null}",per-user,taxonomy-citations,value unchanged; backfill citation
sierra--sierra-ai,schema-evolution,apply-citation,"{""value"": ""schema with migration"", ""status"": ""real-data"", ""citation"": null}",schema with migration,taxonomy-citations,value unchanged; backfill citation
soul-machines--soulmachines-com,contradiction,apply-citation,"{""value"": ""LLM resolves and overwrites"", ""status"": ""real-data"", ""citation"": null}",LLM resolves and overwrites,taxonomy-citations,value unchanged; backfill citation
soul-machines--soulmachines-com,namespace,apply-citation,"{""value"": ""per-tenant"", ""status"": ""real-data"", ""citation"": null}",per-tenant,taxonomy-citations,value unchanged; backfill citation
speak--speak-com,namespace,apply-citation,"{""value"": ""per-user"", ""status"": ""real-data"", ""citation"": null}",per-user,taxonomy-citations,value unchanged; backfill citation
speak--speak-com,schema-evolution,apply-citation,"{""value"": ""schema with migration"", ""status"": ""real-data"", ""citation"": null}",schema with migration,taxonomy-citations,value unchanged; backfill citation
spellbook-library--lawnext-com,schema-evolution,apply-citation,"{""value"": ""schema with migration"", ""status"": ""real-data"", ""citation"": null}",schema with migration,taxonomy-citations,value unchanged; backfill citation
spirit-ai-character-engine--spiritai-com,forgetting,apply-citation,"{""value"": ""user-controlled forget"", ""status"": ""real-data"", ""citation"": null}",user-controlled forget,taxonomy-citations,value unchanged; backfill citation
spirit-ai-character-engine--spiritai-com,namespace,apply-citation,"{""value"": ""per-tenant"", ""status"": ""real-data"", ""citation"": null}",per-tenant,taxonomy-citations,value unchanged; backfill citation
spirit-ai-character-engine--spiritai-com,schema-evolution,apply-citation,"{""value"": ""schema with migration"", ""status"": ""real-data"", ""citation"": null}",schema with migration,taxonomy-citations,value unchanged; backfill citation
spirit-ai-character-engine--spiritai-com,tombstoning,apply-citation,"{""value"": ""hard-delete supported"", ""status"": ""real-data"", ""citation"": null}",hard-delete supported,taxonomy-citations,value unchanged; backfill citation
synthesis-tutor--synthesis-com,forgetting,apply-citation,"{""value"": ""TTL-based"", ""status"": ""real-data"", ""citation"": null}",TTL-based,taxonomy-citations,value unchanged; backfill citation
synthesis-tutor--synthesis-com,namespace,apply-citation,"{""value"": ""per-user"", ""status"": ""real-data"", ""citation"": null}",per-user,taxonomy-citations,value unchanged; backfill citation
synthesis-tutor--synthesis-com,schema-evolution,apply-citation,"{""value"": ""free-form / no schema"", ""status"": ""real-data"", ""citation"": null}",free-form / no schema,taxonomy-citations,value unchanged; backfill citation
browserbase--browserbase-com,import-export,apply-value,"{""value"": ""JSON via REST"", ""status"": ""real-data"", ""citation"": ""https://docs.browserbase.com/""}","JSON via REST API (session artifacts: HAR, video, logs, screenshots)",shallow-prose,
cognee-mcp--gh-topoteretes-cognee,api-surface,apply-value,"{""value"": ""MCP (stdio)"", ""status"": ""real-data"", ""citation"": ""https://github.com/topoteretes/cognee""}",MCP (stdio + SSE); cognify/search/codify tool suite,shallow-prose,
mcp-memory-service-doobidoo--gh-doobidoo-mcp-memory-service,import-export,apply-value,"{""value"": ""SQLite / JSON"", ""status"": ""real-data"", ""citation"": ""https://github.com/doobidoo/mcp-memory-service""}",SQLite-vec or ChromaDB backend; JSON export/import via MCP tools,shallow-prose,
mem0-mcp-official--gh-mem0ai-mem0-mcp,api-surface,apply-value,"{""value"": ""MCP (stdio)"", ""status"": ""real-data"", ""citation"": ""https://github.com/mem0ai/mem0-mcp""}",MCP (stdio); add_coding_preference / search_coding_preferences / get_all_coding_preferences,shallow-prose,
mem0-mcp-official--gh-mem0ai-mem0-mcp,import-export,apply-value,"{""value"": ""JSON via REST"", ""status"": ""real-data"", ""citation"": ""https://github.com/mem0ai/mem0-mcp""}",JSON over REST/MCP (add/search/delete memory tools),shallow-prose,
official-mcp-memory-server--gh-modelcontextprotocol-servers,api-surface,apply-value,"{""value"": ""MCP (stdio)"", ""status"": ""real-data"", ""citation"": ""https://github.com/modelcontextprotocol/servers/tree/main/src/memory""}","MCP (stdio); knowledge-graph tools (create_entities/relations/observations, read/search/delete)",shallow-prose,
openmemory-mcp--mem0-ai,api-surface,apply-value,"{""value"": ""MCP (stdio)"", ""status"": ""real-data"", ""citation"": ""https://mem0.ai/openmemory""}",MCP (stdio); local server bridges to Mem0 add/search/list/delete,shallow-prose,
superpowers-episodic-memory-plugin--gh-obra-episodic-memory,import-export,apply-value,"{""value"": ""JSON / SQLite"", ""status"": ""real-data"", ""citation"": ""https://github.com/obra/episodic-memory""}",Local SQLite file; JSONL transcript ingestion,shallow-prose,
aider--aider-chat,api-surface,apply-value,"{""value"": ""CLI"", ""status"": ""real-data"", ""citation"": ""https://aider.chat/docs/""}",CLI (interactive REPL + /commands); no public REST/SDK,shallow-prose,
mistral-vibe-remote-agents-mistral-medium-3-5--mistral-ai,import-export,apply-value,"{""value"": ""JSON via REST"", ""status"": ""real-data"", ""citation"": ""https://docs.mistral.ai/""}",JSON via REST (agents API; conversation export),shallow-prose,
openai-codex-cloud-agent--developers-openai-com,api-surface,apply-value,"{""value"": ""REST"", ""status"": ""real-data"", ""citation"": ""https://openai.com/codex/""}",REST (OpenAI Responses API; Codex CLI wraps it),shallow-prose,
replit-agent--replit-com,api-surface,apply-value,"{""value"": ""REST"", ""status"": ""real-data"", ""citation"": ""https://docs.replit.com/replitai/agent""}",Web UI primary; REST (Replit Cloud API) and CLI for project ops,shallow-prose,
ai-singapore-sea-lion--sea-lion-ai,orchestration,skip-no-change,"{""value"": ""agnostic"", ""status"": ""real-data"", ""citation"": ""https://sea-lion.ai/models/""}",,shallow-prose,terminal-as-is: existing cell confirmed terminal
anda-hippocampus--gh-ldclabs-anda-hippocampus,orchestration,skip-no-change,"{""value"": ""single-agent"", ""status"": ""real-data"", ""citation"": ""https://github.com/ldclabs/anda-hippocampus""}",,shallow-prose,terminal-as-is: existing cell confirmed terminal
autoglm-zhipu-ai--xiao9905-github-io,orchestration,skip-no-change,"{""value"": ""multi-agent"", ""status"": ""real-data"", ""citation"": ""https://xiao9905.github.io/AutoGLM/""}",,shallow-prose,terminal-as-is: existing cell confirmed terminal
backboard--github-com,adjacent-infrastructure,apply-value,"{""value"": ""BYO LLM"", ""status"": ""real-data"", ""citation"": ""https://backboard.io/""}",BYO LLM (OpenAI/Anthropic/Gemini/Ollama keys),shallow-prose,
backboard--github-com,orchestration,skip-no-change,"{""value"": ""agnostic"", ""status"": ""real-data"", ""citation"": ""https://backboard.io/docs""}",,shallow-prose,terminal-as-is: existing cell confirmed terminal
byterover--byterover-dev,api-surface,apply-value,"{""value"": ""REST, MCP"", ""status"": ""real-data"", ""citation"": ""https://www.byterover.dev/""}","REST + MCP (stdio); IDE extensions (VS Code, Cursor)",shallow-prose,
byterover--byterover-dev,orchestration,apply-value,"{""value"": ""single-agent"", ""status"": ""real-data"", ""citation"": ""https://www.byterover.dev/docs""}",single-agent (per IDE workspace) with team-shared memory layer,shallow-prose,
cellon-memory-inc--en-wowtale-net,orchestration,skip-no-change,"{""value"": ""agnostic"", ""status"": ""real-data"", ""citation"": ""https://en.wowtale.net/2026/04/30/233992/""}",,shallow-prose,terminal-as-is: existing cell confirmed terminal
cognee--cognee-ai,orchestration,apply-value,"{""value"": ""both"", ""status"": ""real-data"", ""citation"": ""https://docs.cognee.ai/quickstart""}",both (single-agent default; multi-agent via dataset/user scoping),shallow-prose,
hindsight-vectorize--hindsight-vectorize-io,orchestration,apply-value,"{""value"": ""both"", ""status"": ""real-data"", ""citation"": ""https://hindsight.vectorize.io/blog/2026/03/09/pydantic-ai-persistent-memory""}",both (Pydantic-AI single agents + multi-agent graphs),shallow-prose,
hindsight-vectorize--hindsight-vectorize-io,perf,apply-value,"{""value"": ""91% LMES"", ""status"": ""real-data"", ""citation"": ""https://venturebeat.com/2025/10/""}","91% LMES (Vectorize Hindsight blog, Oct 2025)",shallow-prose,
hyperspell--ycombinator-com,orchestration,skip-no-change,"{""value"": ""single-agent"", ""status"": ""real-data"", ""citation"": ""https://www.hyperspell.com/docs""}",,shallow-prose,terminal-as-is: existing cell confirmed terminal
interloom--interloom-com,orchestration,skip-no-change,"{""value"": ""agnostic"", ""status"": ""real-data"", ""citation"": ""https://interloom.com/en/""}",,shallow-prose,terminal-as-is: existing cell confirmed terminal
jamba-ai21-labs--ai21-com,orchestration,skip-no-change,"{""value"": ""single-agent"", ""status"": ""real-data"", ""citation"": ""https://docs.ai21.com/""}",,shallow-prose,terminal-as-is: existing cell confirmed terminal
krutrim-kruti-ola--ai-labs-olakrutrim-com,orchestration,skip-no-change,"{""value"": ""multi-agent"", ""status"": ""real-data"", ""citation"": ""https://www.olakrutrim.com/""}",,shallow-prose,terminal-as-is: existing cell confirmed terminal
letta-memgpt--letta-com,orchestration,apply-value,"{""value"": ""single-agent"", ""status"": ""real-data"", ""citation"": ""https://docs.letta.com/concepts/agent""}","single-agent (per agent: core, archival, recall memory blocks)",shallow-prose,
m3-agent-bytedance--gh-bytedance-seed-m3-agent,orchestration,skip-no-change,"{""value"": ""single-agent"", ""status"": ""real-data"", ""citation"": ""https://github.com/ByteDance-Seed/m3-agent""}",,shallow-prose,terminal-as-is: existing cell confirmed terminal
m3-agent-bytedance--gh-bytedance-seed-m3-agent,programmatic-control,apply-value,"{""value"": ""research code"", ""status"": ""real-data"", ""citation"": ""https://github.com/ByteDance-Seed/m3-agent""}",research code (PyTorch training + inference scripts; no production API),shallow-prose,
m3-agent-bytedance--gh-bytedance-seed-m3-agent,validated-verticals,skip-no-change,"{""value"": ""research only"", ""status"": ""real-data"", ""citation"": ""https://arxiv.org/""}",,shallow-prose,terminal-as-is: existing cell confirmed terminal
mem0--mem0-ai,orchestration,apply-value,"{""value"": ""both"", ""status"": ""real-data"", ""citation"": ""https://docs.mem0.ai/open-source/features/multi-agent-memory""}",both (user/agent/run scoping for single and multi-agent),shallow-prose,
memary--gh-kingjulio8238-memary,orchestration,skip-no-change,"{""value"": ""single-agent"", ""status"": ""real-data"", ""citation"": ""https://github.com/kingjulio8238/Memary""}",,shallow-prose,terminal-as-is: existing cell confirmed terminal
memary--gh-kingjulio8238-memary,pricing-specifics,apply-value,"{""value"": ""OSS only (MIT)"", ""status"": ""real-data"", ""citation"": ""https://github.com/kingjulio8238/Memary""}",OSS only (MIT) — no hosted offering,shallow-prose,
memmachine--gh-memmachine-memmachine,orchestration,apply-value,"{""value"": ""both"", ""status"": ""real-data"", ""citation"": ""https://memmachine.ai/docs""}",both (per-agent personas; shared episodic graph),shallow-prose,
memmachine--gh-memmachine-memmachine,perf,apply-value,"{""value"": ""0.9169 LoCoMo"", ""status"": ""real-data"", ""citation"": ""https://arxiv.org/html/2604.04853""}",0.9169 LoCoMo F1 (paper Table 4; SOTA at submission),shallow-prose,
memobase--gh-memodb-io-memobase,import-export,apply-value,"{""value"": ""JSON via REST"", ""status"": ""real-data"", ""citation"": ""https://docs.memobase.io/""}",JSON via REST; Python/Node SDK insert/retrieve,shallow-prose,
memobase--gh-memodb-io-memobase,orchestration,apply-value,"{""value"": ""both"", ""status"": ""real-data"", ""citation"": ""https://docs.memobase.io/quickstart""}",both (user-scoped memory; multi-agent sharing via user_id),shallow-prose,
memorax-ai--eu-36kr-com,orchestration,skip-no-change,"{""value"": ""agnostic"", ""status"": ""real-data"", ""citation"": ""https://eu.36kr.com/en/p/3785834045583875""}",,shallow-prose,terminal-as-is: existing cell confirmed terminal
memori--gh-memorilabs-memori,api-surface,apply-value,"{""value"": ""SDK: Python"", ""status"": ""real-data"", ""citation"": ""https://github.com/GibsonAI/memori""}","SDK: Python (memori.enable() one-liner; integrates LiteLLM, OpenAI, Anthropic)",shallow-prose,
memori--gh-memorilabs-memori,orchestration,apply-value,"{""value"": ""both"", ""status"": ""real-data"", ""citation"": ""https://memorilabs.ai/docs""}",both (multi-tenant via namespace; per-agent or shared),shallow-prose,
memoria-matrixorigin--medium-com,adjacent-infrastructure,apply-value,"{""value"": ""BYO LLM"", ""status"": ""real-data"", ""citation"": ""https://www.matrixorigin.io/""}",BYO LLM + MatrixOne HTAP database (vector + graph + KV in one),shallow-prose,
memoria-matrixorigin--medium-com,orchestration,skip-no-change,"{""value"": ""agnostic"", ""status"": ""real-data"", ""citation"": ""https://github.com/matrixorigin/Memoria""}",,shallow-prose,terminal-as-is: existing cell confirmed terminal
memoria-matrixorigin--medium-com,perf,apply-value,"{""value"": ""88.78% LMES"", ""status"": ""real-data"", ""citation"": ""https://medium.com/@matrixorigin-database/benchmarking-memoria-on-longmemeval-strong-memory-retrieval-clear-reader-separation-ee6c89c75d76""}","88.78% LMES (MatrixOrigin benchmark blog, 2025)",shallow-prose,
memory-store--ycombinator-com,orchestration,skip-no-change,"{""value"": ""both"", ""status"": ""real-data"", ""citation"": ""https://www.ycombinator.com/companies/memory-store""}",,shallow-prose,terminal-as-is: existing cell confirmed terminal
memvid--gh-memvid-memvid,orchestration,skip-no-change,"{""value"": ""agnostic"", ""status"": ""real-data"", ""citation"": ""https://github.com/memvid/memvid#readme""}",,shallow-prose,terminal-as-is: existing cell confirmed terminal
memwal-walrus--decrypt-co,orchestration,skip-no-change,"{""value"": ""agnostic"", ""status"": ""real-data"", ""citation"": ""https://www.walrus.xyz/docs""}",,shallow-prose,terminal-as-is: existing cell confirmed terminal
naver-hyperclova-x-think--navercorp-com,orchestration,skip-no-change,"{""value"": ""single-agent"", ""status"": ""real-data"", ""citation"": ""https://clova.ai/en/hyperclova""}",,shallow-prose,terminal-as-is: existing cell confirmed terminal
naver-hyperclova-x-think--navercorp-com,programmatic-control,apply-value,"{""value"": ""enterprise API"", ""status"": ""real-data"", ""citation"": ""https://clova.ai/en/hyperclova""}",enterprise API (NAVER Cloud Platform; closed beta),shallow-prose,
neocognition--prnewswire-com,orchestration,skip-no-change,"{""value"": ""agnostic"", ""status"": ""real-data"", ""citation"": ""https://neocognition.io/""}",,shallow-prose,terminal-as-is: existing cell confirmed terminal
nyne--nyne-ai,orchestration,skip-no-change,"{""value"": ""agnostic"", ""status"": ""real-data"", ""citation"": ""https://nyne.ai/""}",,shallow-prose,terminal-as-is: existing cell confirmed terminal
o-mem--gh-oppo-personalai-o-mem,orchestration,skip-no-change,"{""value"": ""single-agent"", ""status"": ""real-data"", ""citation"": ""https://github.com/OPPO-PersonalAI/O-Mem""}",,shallow-prose,terminal-as-is: existing cell confirmed terminal
omega--omegamax-co,orchestration,skip-no-change,"{""value"": ""both"", ""status"": ""real-data"", ""citation"": ""https://omegamax.co/docs""}",,shallow-prose,terminal-as-is: existing cell confirmed terminal
omega--omegamax-co,perf,apply-value,"{""value"": ""95.4% LMES"", ""status"": ""real-data"", ""citation"": ""https://omegamax.co/benchmarks""}",95.4% LMES (vendor self-reported),shallow-prose,
openmemory--gh-caviraoss-openmemory,api-surface,apply-value,"{""value"": ""REST"", ""status"": ""real-data"", ""citation"": ""https://github.com/mem0ai/mem0/tree/main/openmemory""}",REST; OpenAI-compatible chat endpoint with embedded memory ops,shallow-prose,
openmemory--gh-caviraoss-openmemory,orchestration,skip-no-change,"{""value"": ""agnostic"", ""status"": ""real-data"", ""citation"": ""https://openmemory.cavira.app/docs""}",,shallow-prose,terminal-as-is: existing cell confirmed terminal
superlocalmemory--superlocalmemory-com,orchestration,skip-no-change,"{""value"": ""agnostic"", ""status"": ""real-data"", ""citation"": ""https://www.superlocalmemory.com/docs""}",,shallow-prose,terminal-as-is: existing cell confirmed terminal
supermemory--supermemory-ai,import-export,apply-value,"{""value"": ""JSON via REST"", ""status"": ""real-data"", ""citation"": ""https://docs.supermemory.ai/""}",JSON via REST; documents/URLs/raw text ingestion endpoints,shallow-prose,
supermemory--supermemory-ai,orchestration,apply-value,"{""value"": ""both"", ""status"": ""real-data"", ""citation"": ""https://supermemory.ai/docs""}",both (single-agent default; multi-agent via space/container_tag),shallow-prose,
trace--ycombinator-com,adjacent-infrastructure,apply-value,"{""value"": ""BYO LLM"", ""status"": ""real-data"", ""citation"": ""https://www.usetrace.ai/""}",BYO LLM (browser-agent runtime; user supplies model keys),shallow-prose,
trace--ycombinator-com,orchestration,skip-no-change,"{""value"": ""agnostic"", ""status"": ""real-data"", ""citation"": ""https://www.ycombinator.com/companies/trace-so""}",,shallow-prose,terminal-as-is: existing cell confirmed terminal
vektor-memory--dev-to,orchestration,skip-no-change,"{""value"": ""single-agent"", ""status"": ""real-data"", ""citation"": ""https://dev.to/vektor_memory_43f51a32376/vektor-openai-agents-sdk-production-memory-in-three-lines-59p6""}",,shallow-prose,terminal-as-is: existing cell confirmed terminal
zep-graphiti--getzep-com,orchestration,apply-value,"{""value"": ""both"", ""status"": ""real-data"", ""citation"": ""https://help.getzep.com/graphiti/quickstart""}",both (user/session scoping; group graphs for multi-agent shared memory),shallow-prose,
zep-graphiti--getzep-com,perf,apply-value,"{""value"": ""84% LoCoMo ⚠"", ""status"": ""real-data"", ""citation"": ""https://blog.getzep.com/lies-damn-lies-statistics-is-mem0-really-sota-in-agent-memory/""}",84% LoCoMo (disputed by Mem0 'lies-damn-lies' rebuttal),shallow-prose,
algolia-neuralsearch--algolia-com,import-export,apply-value,"{""value"": ""JSON via REST"", ""status"": ""real-data"", ""citation"": ""https://www.algolia.com/doc/api-reference/api-methods/get-objects/""}",JSON via REST; CSV import in dashboard; batched object operations,shallow-prose,
searchunify--searchunify-com,api-surface,skip-no-change,"{""value"": ""REST"", ""status"": ""real-data"", ""citation"": ""https://www.searchunify.com/""}",,shallow-prose,terminal-as-is: existing cell confirmed terminal
agno-phidata-memory--docs-phidata-com,api-surface,apply-value,"{""value"": ""SDK: Python"", ""status"": ""real-data"", ""citation"": ""https://docs.agno.com/""}",SDK: Python (Agno/Phidata Agent + Memory classes),shallow-prose,
agno-phidata-memory--docs-phidata-com,orchestration,apply-value,"{""value"": ""both"", ""status"": ""real-data"", ""citation"": ""https://docs.phidata.com/agents/memory""}",both (single Agent or multi-Agent Teams with shared memory),shallow-prose,
botpress-llmz--botpress-com,orchestration,skip-no-change,"{""value"": ""single-agent"", ""status"": ""real-data"", ""citation"": ""https://botpress.com/docs/llmz""}",,shallow-prose,terminal-as-is: existing cell confirmed terminal
crewai-memory--crewai-com,api-surface,apply-value,"{""value"": ""SDK: Python"", ""status"": ""real-data"", ""citation"": ""https://docs.crewai.com/""}",SDK: Python (ShortTermMemory / LongTermMemory / EntityMemory),shallow-prose,
dspy-history--dspy-ai,orchestration,skip-no-change,"{""value"": ""single-agent"", ""status"": ""real-data"", ""citation"": ""https://dspy.ai/api/primitives/History/""}",,shallow-prose,terminal-as-is: existing cell confirmed terminal
flowise-memory--docs-flowiseai-com,orchestration,skip-no-change,"{""value"": ""single-agent"", ""status"": ""real-data"", ""citation"": ""https://docs.flowiseai.com/integrations/langchain/memory""}",,shallow-prose,terminal-as-is: existing cell confirmed terminal
google-adk-memory--google-github-io,api-surface,apply-value,"{""value"": ""SDK: Python"", ""status"": ""real-data"", ""citation"": ""https://google.github.io/adk-docs/""}","SDK: Python + Java (MemoryService, SessionService interfaces)",shallow-prose,
google-adk-memory--google-github-io,orchestration,apply-value,"{""value"": ""both"", ""status"": ""real-data"", ""citation"": ""https://google.github.io/adk-docs/sessions/memory/""}",both (single agent + multi-agent sub-agents/parallel flows),shallow-prose,
haystack-memory-deepset--haystack-deepset-ai,orchestration,skip-no-change,"{""value"": ""single-agent"", ""status"": ""real-data"", ""citation"": ""https://haystack.deepset.ai/""}",,shallow-prose,terminal-as-is: existing cell confirmed terminal
langflow-memory--docs-langflow-org,api-surface,apply-value,"{""value"": ""REST"", ""status"": ""real-data"", ""citation"": ""https://docs.langflow.org/""}",REST + Python SDK; MCP server endpoint,shallow-prose,
langflow-memory--docs-langflow-org,orchestration,apply-value,"{""value"": ""both"", ""status"": ""real-data"", ""citation"": ""https://docs.langflow.org/memory""}",both (single-flow agents + multi-agent flows),shallow-prose,
langgraph-persistence--docs-langchain-com,orchestration,apply-value,"{""value"": ""both"", ""status"": ""real-data"", ""citation"": ""https://docs.langchain.com/oss/python/langgraph/persistence""}",both (single agent + multi-agent graphs; thread + cross-thread memory),shallow-prose,
langmem-langchain--langchain-ai-github-io,api-surface,apply-value,"{""value"": ""SDK: Python"", ""status"": ""real-data"", ""citation"": ""https://langchain-ai.github.io/langmem/""}","SDK: Python (create_manage_memory_tool, create_search_memory_tool, background memory manager)",shallow-prose,
langmem-langchain--langchain-ai-github-io,orchestration,apply-value,"{""value"": ""both"", ""status"": ""real-data"", ""citation"": ""https://langchain-ai.github.io/langmem/""}",both (works with single LangGraph agents and multi-agent setups via store),shallow-prose,
lindy-ai-memory--docs-lindy-ai,orchestration,apply-value,"{""value"": ""single-agent"", ""status"": ""real-data"", ""citation"": ""https://docs.lindy.ai/fundamentals/lindy-101/memory""}",single-agent (per-Lindy memory; shared knowledge bases at org level),shallow-prose,
llamaindex-memory--llamaindex-ai,orchestration,apply-value,"{""value"": ""single-agent"", ""status"": ""real-data"", ""citation"": ""https://docs.llamaindex.ai/en/stable/module_guides/deploying/agents/""}",single-agent (Memory module per ChatEngine/AgentRunner),shallow-prose,
mastra-memory--mastra-ai,orchestration,apply-value,"{""value"": ""both"", ""status"": ""real-data"", ""citation"": ""https://mastra.ai/docs/memory/overview""}",both (single Agent + multi-agent workflows; thread/resource scoping),shallow-prose,
mastra-memory--mastra-ai,perf,apply-value,"{""value"": ""94.87% LMES"", ""status"": ""real-data"", ""citation"": ""https://mastra.ai/research/observational-memory""}","94.87% LMES (Mastra observational memory research, 2025)",shallow-prose,
n8n-ai-agent-memory--docs-n8n-io,orchestration,apply-value,"{""value"": ""hybrid"", ""status"": ""real-data"", ""citation"": ""https://docs.n8n.io/advanced-ai/examples/understand-memory/""}",hybrid (workflow-driven; AI Agent node memory + external store nodes),shallow-prose,
