# Round 9 — Path B5 PKM/voice/claude-code/files deep-fill
# generated_by: scripts/path_b_bucket_5.py
# source: web/landscape.json, extraction/data-gaps.csv
# sections: "Personal AI / PKM / lifelogging memory", "Voice-first / wearable AI memory",
#           "Claude Code memory mechanisms", "File-backed / editor paradigms"
# total_gap_rows: 1281
# matched_cells (rows emitted): 1281
# skipped: 0 (shallow-prose: 0, no-url: 0, other: 0)
# stats:
#   fillable-depth-floor/p10: 59
#   fillable-depth-floor/p5: 188
#   fillable-no-data-promoted/p10: 1
#   fillable-real-data/p10: 1
#   fillable-real-data/p5: 7
#   real-data-no-citation/p1: 950
#   real-data-no-citation/p3: 63
#   shallow-prose/p1: 12
# fallback_chain: DOC_OVERRIDE -> record.url -> skip
# columns: record_id,record_name,column,new_value,citation_url,status,gap_class,priority
record_id,record_name,column,new_value,citation_url,status,gap_class,priority
omi--omi-me,Omi,claims,Hardware $89. Entire stack open-source on GitHub (BasedHardware/omi). 24h+ continuous capture; users choose LLM provider.,https://www.omi.me/,real-data,real-data-no-citation,3
omi--omi-me,Omi,created,2024-03,https://www.omi.me/,real-data,real-data-no-citation,3
otter-ai--otter-ai,Otter.ai,claims,"Free 300 min/mo, Pro $10/user/mo (annual), Business $20/user/mo. Real-time transcription in English, French, Spanish.",https://otter.ai/,real-data,real-data-no-citation,3
plaud-notepin--plaud-ai,Plaud NotePin,claims,"""World's No.1 AI note-taking brand."" Hardware $169; free 300 min/month. ISO 27001, SOC II, HIPAA certified. Up to 20-hour recording battery.",https://www.plaud.ai/,real-data,real-data-no-citation,3
read-ai--read-ai,Read.ai,claims,Free 5 meetings/mo; Pro $15/user/mo; Enterprise $22.50; Enterprise+ $29.75. Engagement analytics differentiator.,https://www.read.ai/,real-data,real-data-no-citation,3
sandbar-stream--sandbar-com,Sandbar Stream,claims,"$23M Series A (March 2026). ""Mouse for voice"" positioning. Ring preorder $249–$299; shipping targeted summer 2026.",https://www.sandbar.com/,real-data,real-data-no-citation,3
claude-brain--gh-memvid-claude-brain,claude-brain,a2a-support,not supported,https://github.com/memvid/claude-brain,real-data,real-data-no-citation,1
claude-brain--gh-memvid-claude-brain,claude-brain,adjacent-infrastructure,requires Claude Code or MCP client; BYO storage,https://github.com/memvid/claude-brain,real-data,real-data-no-citation,1
claude-brain--gh-memvid-claude-brain,claude-brain,anti-fit,not for non-Claude-Code clients (some are MCP-portable),https://github.com/memvid/claude-brain,real-data,real-data-no-citation,1
claude-brain--gh-memvid-claude-brain,claude-brain,cons,Plugin layer on top of Memvid — adds another moving part for the same underlying engine.,https://github.com/memvid/claude-brain,real-data,real-data-no-citation,1
claude-brain--gh-memvid-claude-brain,claude-brain,consistency,strong,https://github.com/memvid/claude-brain,real-data,real-data-no-citation,1
claude-brain--gh-memvid-claude-brain,claude-brain,desc,Claude Code plugin packaging of Memvid (see Dedicated memory layers). Wraps the Memvid .mv2 single-file store as a slash-command-installable plugin so per-project memory becomes a git-committable file inside the repo.,https://github.com/memvid/claude-brain,real-data,real-data-no-citation,1
claude-brain--gh-memvid-claude-brain,claude-brain,forgetting,none (permanent),https://github.com/memvid/claude-brain,real-data,real-data-no-citation,1
claude-brain--gh-memvid-claude-brain,claude-brain,links,GitHub memvid/claude-brain,https://github.com/memvid/claude-brain,real-data,real-data-no-citation,1
claude-brain--gh-memvid-claude-brain,claude-brain,namespace,hierarchical,https://github.com/memvid/claude-brain,real-data,real-data-no-citation,1
claude-brain--gh-memvid-claude-brain,claude-brain,optimised-for,Claude-Code-native + MCP-portable memory,https://github.com/memvid/claude-brain,real-data,real-data-no-citation,1
claude-brain--gh-memvid-claude-brain,claude-brain,otel,no,https://github.com/memvid/claude-brain,real-data,real-data-no-citation,1
claude-brain--gh-memvid-claude-brain,claude-brain,pros,Claude Code plugin that bundles Memvid as the per-project memory store; git-committable single-file.,https://github.com/memvid/claude-brain,real-data,real-data-no-citation,1
claude-brain--gh-memvid-claude-brain,claude-brain,schema-evolution,free-form / no schema,https://github.com/memvid/claude-brain,real-data,real-data-no-citation,1
claude-brain--gh-memvid-claude-brain,claude-brain,time-to-running,<10min (plugin / MCP install),https://github.com/memvid/claude-brain,real-data,real-data-no-citation,1
claude-brain--gh-memvid-claude-brain,claude-brain,tombstoning,append-only no delete,https://github.com/memvid/claude-brain,real-data,real-data-no-citation,1
claude-brain--gh-memvid-claude-brain,claude-brain,type,Memvid → Claude Code plugin,https://github.com/memvid/claude-brain,real-data,real-data-no-citation,1
claude-brain--gh-memvid-claude-brain,claude-brain,validated-verticals,coding agents only - Claude Code users (horizontal SWE),https://github.com/memvid/claude-brain,real-data,real-data-no-citation,1
claude-brain--gh-memvid-claude-brain,claude-brain,versioning,immutable append-log,https://github.com/memvid/claude-brain,real-data,real-data-no-citation,1
claude-brain--gh-memvid-claude-brain,claude-brain,webhooks,no,https://github.com/memvid/claude-brain,real-data,real-data-no-citation,1
claude-code-auto-memory--docs-claude-com,Claude Code auto-memory,a2a-support,not supported,https://docs.claude.com/en/docs/claude-code/memory,real-data,real-data-no-citation,1
claude-code-auto-memory--docs-claude-com,Claude Code auto-memory,adjacent-infrastructure,requires Claude Code or MCP client; BYO storage,https://docs.claude.com/en/docs/claude-code/memory,real-data,real-data-no-citation,1
claude-code-auto-memory--docs-claude-com,Claude Code auto-memory,anti-fit,not for non-Claude-Code clients (some are MCP-portable),https://docs.claude.com/en/docs/claude-code/memory,real-data,real-data-no-citation,1
claude-code-auto-memory--docs-claude-com,Claude Code auto-memory,cons,Single-vendor lock-in to Claude Code; no inspect/edit UI for what's been auto-saved; opaque to other tools.,https://docs.claude.com/en/docs/claude-code/memory,real-data,real-data-no-citation,1
claude-code-auto-memory--docs-claude-com,Claude Code auto-memory,consistency,strong,https://docs.claude.com/en/docs/claude-code/memory,real-data,real-data-no-citation,1
claude-code-auto-memory--docs-claude-com,Claude Code auto-memory,desc,Persistent file-based memory at ~/.claude/projects/<project>/memory/ with a MEMORY.md index plus typed memory files (user / feedback / project / reference). Loaded into context across sessions.,https://docs.claude.com/en/docs/claude-code/memory,real-data,real-data-no-citation,1
claude-code-auto-memory--docs-claude-com,Claude Code auto-memory,forgetting,user-controlled forget,https://docs.claude.com/en/docs/claude-code/memory,real-data,real-data-no-citation,1
claude-code-auto-memory--docs-claude-com,Claude Code auto-memory,links,Claude Code memory docs,https://docs.claude.com/en/docs/claude-code/memory,real-data,real-data-no-citation,1
claude-code-auto-memory--docs-claude-com,Claude Code auto-memory,namespace,hierarchical,https://docs.claude.com/en/docs/claude-code/memory,real-data,real-data-no-citation,1
claude-code-auto-memory--docs-claude-com,Claude Code auto-memory,optimised-for,Claude-Code-native + MCP-portable memory,https://docs.claude.com/en/docs/claude-code/memory,real-data,real-data-no-citation,1
claude-code-auto-memory--docs-claude-com,Claude Code auto-memory,pros,"Per-project automatic memory built into the runtime — no plugin install, no external store, no extra prompts.",https://docs.claude.com/en/docs/claude-code/memory,real-data,real-data-no-citation,1
claude-code-auto-memory--docs-claude-com,Claude Code auto-memory,schema-evolution,free-form / no schema,https://docs.claude.com/en/docs/claude-code/memory,real-data,real-data-no-citation,1
claude-code-auto-memory--docs-claude-com,Claude Code auto-memory,time-to-running,<10min (plugin / MCP install),https://docs.claude.com/en/docs/claude-code/memory,real-data,real-data-no-citation,1
claude-code-auto-memory--docs-claude-com,Claude Code auto-memory,tombstoning,hard-delete supported,https://docs.claude.com/en/docs/claude-code/memory,real-data,real-data-no-citation,1
claude-code-auto-memory--docs-claude-com,Claude Code auto-memory,type,Per-project file directory,https://docs.claude.com/en/docs/claude-code/memory,real-data,real-data-no-citation,1
claude-code-auto-memory--docs-claude-com,Claude Code auto-memory,validated-verticals,coding agents only - Claude Code users (horizontal SWE),https://docs.claude.com/en/docs/claude-code/memory,real-data,real-data-no-citation,1
claude-code-auto-memory--docs-claude-com,Claude Code auto-memory,versioning,immutable append-log,https://docs.claude.com/en/docs/claude-code/memory,real-data,real-data-no-citation,1
claude-code-auto-memory--docs-claude-com,Claude Code auto-memory,webhooks,no,https://docs.claude.com/en/docs/claude-code/memory,real-data,real-data-no-citation,1
claude-cursormemorymcp--gh-angleito-claude-cursormemorymcp,Claude-CursorMemoryMCP,a2a-support,not supported,https://github.com/Angleito/Claude-CursorMemoryMCP,real-data,real-data-no-citation,1
claude-cursormemorymcp--gh-angleito-claude-cursormemorymcp,Claude-CursorMemoryMCP,adjacent-infrastructure,requires Claude Code or MCP client; BYO storage,https://github.com/Angleito/Claude-CursorMemoryMCP,real-data,real-data-no-citation,1
claude-cursormemorymcp--gh-angleito-claude-cursormemorymcp,Claude-CursorMemoryMCP,anti-fit,not for non-Claude-Code clients (some are MCP-portable),https://github.com/Angleito/Claude-CursorMemoryMCP,real-data,real-data-no-citation,1
claude-cursormemorymcp--gh-angleito-claude-cursormemorymcp,Claude-CursorMemoryMCP,cons,Niche use case; small user base; setup involved.,https://github.com/Angleito/Claude-CursorMemoryMCP,real-data,real-data-no-citation,1
claude-cursormemorymcp--gh-angleito-claude-cursormemorymcp,Claude-CursorMemoryMCP,desc,"FastAPI server. RBAC + API-key auth, encryption, backup/recovery, embedding pipeline with deduplication. Only server in this list with role-based access control over pgvector.",https://github.com/Angleito/Claude-CursorMemoryMCP,real-data,real-data-no-citation,1
claude-cursormemorymcp--gh-angleito-claude-cursormemorymcp,Claude-CursorMemoryMCP,forgetting,none (permanent),https://github.com/Angleito/Claude-CursorMemoryMCP,real-data,real-data-no-citation,1
claude-cursormemorymcp--gh-angleito-claude-cursormemorymcp,Claude-CursorMemoryMCP,links,GitHub Angleito,https://github.com/Angleito/Claude-CursorMemoryMCP,real-data,real-data-no-citation,1
claude-cursormemorymcp--gh-angleito-claude-cursormemorymcp,Claude-CursorMemoryMCP,namespace,per-tenant,https://github.com/Angleito/Claude-CursorMemoryMCP,real-data,real-data-no-citation,1
claude-cursormemorymcp--gh-angleito-claude-cursormemorymcp,Claude-CursorMemoryMCP,optimised-for,Claude-Code-native + MCP-portable memory,https://github.com/Angleito/Claude-CursorMemoryMCP,real-data,real-data-no-citation,1
claude-cursormemorymcp--gh-angleito-claude-cursormemorymcp,Claude-CursorMemoryMCP,otel,no,https://github.com/Angleito/Claude-CursorMemoryMCP,real-data,real-data-no-citation,1
claude-cursormemorymcp--gh-angleito-claude-cursormemorymcp,Claude-CursorMemoryMCP,pros,Cross-tool MCP that bridges Claude Code and Cursor memory — useful when you switch between IDEs.,https://github.com/Angleito/Claude-CursorMemoryMCP,real-data,real-data-no-citation,1
claude-cursormemorymcp--gh-angleito-claude-cursormemorymcp,Claude-CursorMemoryMCP,schema-evolution,schema with migration,https://github.com/Angleito/Claude-CursorMemoryMCP,real-data,real-data-no-citation,1
claude-cursormemorymcp--gh-angleito-claude-cursormemorymcp,Claude-CursorMemoryMCP,time-to-running,<10min (plugin / MCP install),https://github.com/Angleito/Claude-CursorMemoryMCP,real-data,real-data-no-citation,1
claude-cursormemorymcp--gh-angleito-claude-cursormemorymcp,Claude-CursorMemoryMCP,tombstoning,soft-delete only,https://github.com/Angleito/Claude-CursorMemoryMCP,real-data,real-data-no-citation,1
claude-cursormemorymcp--gh-angleito-claude-cursormemorymcp,Claude-CursorMemoryMCP,type,PostgreSQL + pgvector with RBAC,https://github.com/Angleito/Claude-CursorMemoryMCP,real-data,real-data-no-citation,1
claude-cursormemorymcp--gh-angleito-claude-cursormemorymcp,Claude-CursorMemoryMCP,validated-verticals,coding agents only - Claude Code users (horizontal SWE),https://github.com/Angleito/Claude-CursorMemoryMCP,real-data,real-data-no-citation,1
claude-cursormemorymcp--gh-angleito-claude-cursormemorymcp,Claude-CursorMemoryMCP,versioning,immutable append-log,https://github.com/Angleito/Claude-CursorMemoryMCP,real-data,real-data-no-citation,1
claude-cursormemorymcp--gh-angleito-claude-cursormemorymcp,Claude-CursorMemoryMCP,webhooks,no,https://github.com/Angleito/Claude-CursorMemoryMCP,real-data,real-data-no-citation,1
claude-mem--gh-thedotmack-claude-mem,claude-mem,a2a-support,not supported,https://github.com/thedotmack/claude-mem,real-data,real-data-no-citation,1
claude-mem--gh-thedotmack-claude-mem,claude-mem,adjacent-infrastructure,requires Claude Code or MCP client; BYO storage,https://github.com/thedotmack/claude-mem,real-data,real-data-no-citation,1
claude-mem--gh-thedotmack-claude-mem,claude-mem,anti-fit,not for non-Claude-Code clients (some are MCP-portable),https://github.com/thedotmack/claude-mem,real-data,real-data-no-citation,1
claude-mem--gh-thedotmack-claude-mem,claude-mem,cons,Plugin install + maintenance burden; less polished than first-party auto-memory.,https://github.com/thedotmack/claude-mem,real-data,real-data-no-citation,1
claude-mem--gh-thedotmack-claude-mem,claude-mem,consistency,strong,https://github.com/thedotmack/claude-mem,real-data,real-data-no-citation,1
claude-mem--gh-thedotmack-claude-mem,claude-mem,desc,"Hooks into Claude Code's session lifecycle; compresses tool outputs into ~500-token observations via Claude's agent SDK. SQLite + FTS5 with optional Chroma vector. ""Endless Mode"" compresses in-flight to extend session length. Captures what the agent did , not just what the user typed.",https://github.com/thedotmack/claude-mem,real-data,real-data-no-citation,1
claude-mem--gh-thedotmack-claude-mem,claude-mem,forgetting,consolidation/summarization,https://github.com/thedotmack/claude-mem,real-data,real-data-no-citation,1
claude-mem--gh-thedotmack-claude-mem,claude-mem,import-export,Markdown / JSON,https://github.com/thedotmack/claude-mem,real-data,real-data-no-citation,1
claude-mem--gh-thedotmack-claude-mem,claude-mem,links,GitHub thedotmack/claude-mem,https://github.com/thedotmack/claude-mem,real-data,real-data-no-citation,1
claude-mem--gh-thedotmack-claude-mem,claude-mem,mcp-support,native (first-party),https://github.com/thedotmack/claude-mem,real-data,real-data-no-citation,1
claude-mem--gh-thedotmack-claude-mem,claude-mem,namespace,hierarchical,https://github.com/thedotmack/claude-mem,real-data,real-data-no-citation,1
claude-mem--gh-thedotmack-claude-mem,claude-mem,optimised-for,Claude-Code-native + MCP-portable memory,https://github.com/thedotmack/claude-mem,real-data,real-data-no-citation,1
claude-mem--gh-thedotmack-claude-mem,claude-mem,otel,no,https://github.com/thedotmack/claude-mem,real-data,real-data-no-citation,1
claude-mem--gh-thedotmack-claude-mem,claude-mem,pros,OSS plugin that adds auto-memory + indexing without sending data to Anthropic's cloud — strongest privacy posture for Claude Code memory.,https://github.com/thedotmack/claude-mem,real-data,real-data-no-citation,1
claude-mem--gh-thedotmack-claude-mem,claude-mem,schema-evolution,free-form / no schema,https://github.com/thedotmack/claude-mem,real-data,real-data-no-citation,1
claude-mem--gh-thedotmack-claude-mem,claude-mem,time-to-running,<10min (plugin / MCP install),https://github.com/thedotmack/claude-mem,real-data,real-data-no-citation,1
claude-mem--gh-thedotmack-claude-mem,claude-mem,type,Episodic / session-log compression,https://github.com/thedotmack/claude-mem,real-data,real-data-no-citation,1
claude-mem--gh-thedotmack-claude-mem,claude-mem,validated-verticals,coding agents only - Claude Code users (horizontal SWE),https://github.com/thedotmack/claude-mem,real-data,real-data-no-citation,1
claude-mem--gh-thedotmack-claude-mem,claude-mem,versioning,snapshots,https://github.com/thedotmack/claude-mem,real-data,real-data-no-citation,1
claude-mem--gh-thedotmack-claude-mem,claude-mem,webhooks,no,https://github.com/thedotmack/claude-mem,real-data,real-data-no-citation,1
claude-supermemory--gh-supermemoryai-claude-supermemory,claude-supermemory,a2a-support,not supported,https://github.com/supermemoryai/claude-supermemory,real-data,real-data-no-citation,1
claude-supermemory--gh-supermemoryai-claude-supermemory,claude-supermemory,adjacent-infrastructure,requires Claude Code or MCP client; BYO storage,https://github.com/supermemoryai/claude-supermemory,real-data,real-data-no-citation,1
claude-supermemory--gh-supermemoryai-claude-supermemory,claude-supermemory,anti-fit,not for non-Claude-Code clients (some are MCP-portable),https://github.com/supermemoryai/claude-supermemory,real-data,real-data-no-citation,1
claude-supermemory--gh-supermemoryai-claude-supermemory,claude-supermemory,cons,Plugin-distributed product layered on a smaller memory layer than Mem0 / Graphiti.,https://github.com/supermemoryai/claude-supermemory,real-data,real-data-no-citation,1
claude-supermemory--gh-supermemoryai-claude-supermemory,claude-supermemory,desc,"Wraps Supermemory cloud API. Team memory shared across project members, separate from personal memories. Auto-capture on session end; per-repo config.",https://github.com/supermemoryai/claude-supermemory,real-data,real-data-no-citation,1
claude-supermemory--gh-supermemoryai-claude-supermemory,claude-supermemory,links,GitHub supermemoryai/claude-supermemory,https://github.com/supermemoryai/claude-supermemory,real-data,real-data-no-citation,1
claude-supermemory--gh-supermemoryai-claude-supermemory,claude-supermemory,namespace,per-tenant,https://github.com/supermemoryai/claude-supermemory,real-data,real-data-no-citation,1
claude-supermemory--gh-supermemoryai-claude-supermemory,claude-supermemory,optimised-for,Claude-Code-native + MCP-portable memory,https://github.com/supermemoryai/claude-supermemory,real-data,real-data-no-citation,1
claude-supermemory--gh-supermemoryai-claude-supermemory,claude-supermemory,otel,no,https://github.com/supermemoryai/claude-supermemory,real-data,real-data-no-citation,1
claude-supermemory--gh-supermemoryai-claude-supermemory,claude-supermemory,pros,Claude Code plugin packaging Supermemory for per-project memory.,https://github.com/supermemoryai/claude-supermemory,real-data,real-data-no-citation,1
claude-supermemory--gh-supermemoryai-claude-supermemory,claude-supermemory,schema-evolution,schema with migration,https://github.com/supermemoryai/claude-supermemory,real-data,real-data-no-citation,1
claude-supermemory--gh-supermemoryai-claude-supermemory,claude-supermemory,time-to-running,<10min (plugin / MCP install),https://github.com/supermemoryai/claude-supermemory,real-data,real-data-no-citation,1
claude-supermemory--gh-supermemoryai-claude-supermemory,claude-supermemory,type,Team-scope memory plugin,https://github.com/supermemoryai/claude-supermemory,real-data,real-data-no-citation,1
claude-supermemory--gh-supermemoryai-claude-supermemory,claude-supermemory,validated-verticals,coding agents only - Claude Code users (horizontal SWE),https://github.com/supermemoryai/claude-supermemory,real-data,real-data-no-citation,1
claude-supermemory--gh-supermemoryai-claude-supermemory,claude-supermemory,webhooks,no,https://github.com/supermemoryai/claude-supermemory,real-data,real-data-no-citation,1
cognee-mcp--gh-topoteretes-cognee,Cognee MCP,a2a-support,not supported,https://github.com/topoteretes/cognee,real-data,real-data-no-citation,1
cognee-mcp--gh-topoteretes-cognee,Cognee MCP,adjacent-infrastructure,requires Claude Code or MCP client; BYO storage,https://github.com/topoteretes/cognee,real-data,real-data-no-citation,1
cognee-mcp--gh-topoteretes-cognee,Cognee MCP,anti-fit,not for non-Claude-Code clients (some are MCP-portable),https://github.com/topoteretes/cognee,real-data,real-data-no-citation,1
cognee-mcp--gh-topoteretes-cognee,Cognee MCP,api-surface,MCP (stdio),https://github.com/topoteretes/cognee,real-data,shallow-prose,1
cognee-mcp--gh-topoteretes-cognee,Cognee MCP,cons,Setup more involved than embedded SDK; inherits Cognee's tradeoffs.,https://github.com/topoteretes/cognee,real-data,real-data-no-citation,1
cognee-mcp--gh-topoteretes-cognee,Cognee MCP,desc,"""Cognify"" extracts entities and relationships into a structured graph. Saves interaction patterns as coding rules; uses both vector and graph DBs. Bundled in Cognee v0.3.5+.",https://github.com/topoteretes/cognee,real-data,real-data-no-citation,1
cognee-mcp--gh-topoteretes-cognee,Cognee MCP,links,GitHub topoteretes/cognee,https://github.com/topoteretes/cognee,real-data,real-data-no-citation,1
cognee-mcp--gh-topoteretes-cognee,Cognee MCP,namespace,per-tenant,https://github.com/topoteretes/cognee,real-data,real-data-no-citation,1
cognee-mcp--gh-topoteretes-cognee,Cognee MCP,optimised-for,Claude-Code-native + MCP-portable memory,https://github.com/topoteretes/cognee,real-data,real-data-no-citation,1
cognee-mcp--gh-topoteretes-cognee,Cognee MCP,otel,no,https://github.com/topoteretes/cognee,real-data,real-data-no-citation,1
cognee-mcp--gh-topoteretes-cognee,Cognee MCP,pros,MCP server that brings Cognee's ECL pipeline into any MCP-compatible agent.,https://github.com/topoteretes/cognee,real-data,real-data-no-citation,1
cognee-mcp--gh-topoteretes-cognee,Cognee MCP,schema-evolution,schema with migration,https://github.com/topoteretes/cognee,real-data,real-data-no-citation,1
cognee-mcp--gh-topoteretes-cognee,Cognee MCP,time-to-running,<10min (plugin / MCP install),https://github.com/topoteretes/cognee,real-data,real-data-no-citation,1
cognee-mcp--gh-topoteretes-cognee,Cognee MCP,type,Multi-layer KG with rule extraction,https://github.com/topoteretes/cognee,real-data,real-data-no-citation,1
cognee-mcp--gh-topoteretes-cognee,Cognee MCP,validated-verticals,coding agents only - Claude Code users (horizontal SWE),https://github.com/topoteretes/cognee,real-data,real-data-no-citation,1
cognee-mcp--gh-topoteretes-cognee,Cognee MCP,webhooks,no,https://github.com/topoteretes/cognee,real-data,real-data-no-citation,1
engram--gh-gentleman-programming-engram,engram,a2a-support,not supported,https://github.com/Gentleman-Programming/engram,real-data,real-data-no-citation,1
engram--gh-gentleman-programming-engram,engram,adjacent-infrastructure,requires Claude Code or MCP client; BYO storage,https://github.com/Gentleman-Programming/engram,real-data,real-data-no-citation,1
engram--gh-gentleman-programming-engram,engram,anti-fit,not for non-Claude-Code clients (some are MCP-portable),https://github.com/Gentleman-Programming/engram,real-data,real-data-no-citation,1
engram--gh-gentleman-programming-engram,engram,cons,Smaller community; SQLite + FTS5 backend lacks vector recall vs other options.,https://github.com/Gentleman-Programming/engram,real-data,real-data-no-citation,1
engram--gh-gentleman-programming-engram,engram,desc,"SQLite + FTS5; agent decides what to save (not firehose capture). Single Go binary, no CGO, no Node/Python/Docker dependencies. HTTP API + MCP + CLI + TUI; optional cloud sync with local-source-of-truth.",https://github.com/Gentleman-Programming/engram,real-data,real-data-no-citation,1
engram--gh-gentleman-programming-engram,engram,forgetting,user-controlled forget,https://github.com/Gentleman-Programming/engram,real-data,real-data-no-citation,1
engram--gh-gentleman-programming-engram,engram,latest-release,v1.15.8 2026-05-05,https://github.com/Gentleman-Programming/engram,real-data,real-data-no-citation,1
engram--gh-gentleman-programming-engram,engram,links,GitHub Gentleman-Programming/engram,https://github.com/Gentleman-Programming/engram,real-data,real-data-no-citation,1
engram--gh-gentleman-programming-engram,engram,optimised-for,Claude-Code-native + MCP-portable memory,https://github.com/Gentleman-Programming/engram,real-data,real-data-no-citation,1
engram--gh-gentleman-programming-engram,engram,otel,no,https://github.com/Gentleman-Programming/engram,real-data,real-data-no-citation,1
engram--gh-gentleman-programming-engram,engram,pros,"Static Go binary, agent-agnostic — works across Claude Code, Gemini CLI, Codex without runtime deps.",https://github.com/Gentleman-Programming/engram,real-data,real-data-no-citation,1
engram--gh-gentleman-programming-engram,engram,schema-evolution,schema with migration,https://github.com/Gentleman-Programming/engram,real-data,real-data-no-citation,1
engram--gh-gentleman-programming-engram,engram,time-to-running,<10min (plugin / MCP install),https://github.com/Gentleman-Programming/engram,real-data,real-data-no-citation,1
engram--gh-gentleman-programming-engram,engram,tombstoning,hard-delete supported,https://github.com/Gentleman-Programming/engram,real-data,real-data-no-citation,1
engram--gh-gentleman-programming-engram,engram,type,"Static Go binary, agent-agnostic",https://github.com/Gentleman-Programming/engram,real-data,real-data-no-citation,1
engram--gh-gentleman-programming-engram,engram,validated-verticals,coding agents only - Claude Code users (horizontal SWE),https://github.com/Gentleman-Programming/engram,real-data,real-data-no-citation,1
engram--gh-gentleman-programming-engram,engram,webhooks,no,https://github.com/Gentleman-Programming/engram,real-data,real-data-no-citation,1
graphiti-mcp-server-zep--getzep-com,Graphiti MCP Server (Zep),a2a-support,not supported,https://www.getzep.com/product/knowledge-graph-mcp,real-data,real-data-no-citation,1
graphiti-mcp-server-zep--getzep-com,Graphiti MCP Server (Zep),adjacent-infrastructure,requires Claude Code or MCP client; BYO storage,https://www.getzep.com/product/knowledge-graph-mcp,real-data,real-data-no-citation,1
graphiti-mcp-server-zep--getzep-com,Graphiti MCP Server (Zep),anti-fit,not for non-Claude-Code clients (some are MCP-portable),https://www.getzep.com/product/knowledge-graph-mcp,real-data,real-data-no-citation,1
graphiti-mcp-server-zep--getzep-com,Graphiti MCP Server (Zep),cons,KG memory is heavier than vector for the same data; MCP setup more involved than installing an embedded SDK.,https://www.getzep.com/product/knowledge-graph-mcp,real-data,real-data-no-citation,1
graphiti-mcp-server-zep--getzep-com,Graphiti MCP Server (Zep),desc,"Tracks how facts change over time; maintains provenance; supports prescribed and learned ontology. Bi-temporal edges (when known vs when valid). Only server that distinguishes ""fact learned"" from ""fact true.""",https://www.getzep.com/product/knowledge-graph-mcp,real-data,real-data-no-citation,1
graphiti-mcp-server-zep--getzep-com,Graphiti MCP Server (Zep),forgetting,none (permanent),https://www.getzep.com/product/knowledge-graph-mcp,real-data,real-data-no-citation,1
graphiti-mcp-server-zep--getzep-com,Graphiti MCP Server (Zep),links,GitHub getzep/graphiti Zep KG MCP,https://www.getzep.com/product/knowledge-graph-mcp,real-data,real-data-no-citation,1
graphiti-mcp-server-zep--getzep-com,Graphiti MCP Server (Zep),namespace,per-tenant,https://www.getzep.com/product/knowledge-graph-mcp,real-data,real-data-no-citation,1
graphiti-mcp-server-zep--getzep-com,Graphiti MCP Server (Zep),optimised-for,Claude-Code-native + MCP-portable memory,https://www.getzep.com/product/knowledge-graph-mcp,real-data,real-data-no-citation,1
graphiti-mcp-server-zep--getzep-com,Graphiti MCP Server (Zep),pros,MCP exposure of Graphiti's bi-temporal KG gives any agent contradiction-aware memory; first-party vendor support.,https://www.getzep.com/product/knowledge-graph-mcp,real-data,real-data-no-citation,1
graphiti-mcp-server-zep--getzep-com,Graphiti MCP Server (Zep),schema-evolution,schema with migration,https://www.getzep.com/product/knowledge-graph-mcp,real-data,real-data-no-citation,1
graphiti-mcp-server-zep--getzep-com,Graphiti MCP Server (Zep),time-to-running,<10min (plugin / MCP install),https://www.getzep.com/product/knowledge-graph-mcp,real-data,real-data-no-citation,1
graphiti-mcp-server-zep--getzep-com,Graphiti MCP Server (Zep),tombstoning,append-only no delete,https://www.getzep.com/product/knowledge-graph-mcp,real-data,real-data-no-citation,1
graphiti-mcp-server-zep--getzep-com,Graphiti MCP Server (Zep),type,Temporal KG with bi-temporal edges,https://www.getzep.com/product/knowledge-graph-mcp,real-data,real-data-no-citation,1
graphiti-mcp-server-zep--getzep-com,Graphiti MCP Server (Zep),validated-verticals,coding agents only - Claude Code users (horizontal SWE),https://www.getzep.com/product/knowledge-graph-mcp,real-data,real-data-no-citation,1
graphiti-mcp-server-zep--getzep-com,Graphiti MCP Server (Zep),versioning,immutable append-log,https://www.getzep.com/product/knowledge-graph-mcp,real-data,real-data-no-citation,1
graphiti-mcp-server-zep--getzep-com,Graphiti MCP Server (Zep),webhooks,no,https://www.getzep.com/product/knowledge-graph-mcp,real-data,real-data-no-citation,1
hindsight-mcp--hindsight-vectorize-io,Hindsight MCP,a2a-support,not supported,https://hindsight.vectorize.io/developer/mcp-server,real-data,real-data-no-citation,1
hindsight-mcp--hindsight-vectorize-io,Hindsight MCP,adjacent-infrastructure,requires Claude Code or MCP client; BYO storage,https://hindsight.vectorize.io/developer/mcp-server,real-data,real-data-no-citation,1
hindsight-mcp--hindsight-vectorize-io,Hindsight MCP,anti-fit,not for non-Claude-Code clients (some are MCP-portable),https://hindsight.vectorize.io/developer/mcp-server,real-data,real-data-no-citation,1
hindsight-mcp--hindsight-vectorize-io,Hindsight MCP,cons,Newer; smaller adoption than Mem0 MCP / Graphiti MCP.,https://hindsight.vectorize.io/developer/mcp-server,real-data,real-data-no-citation,1
hindsight-mcp--hindsight-vectorize-io,Hindsight MCP,desc,"World (facts), Experiences (agent actions), Opinion (beliefs with confidence scores), Observation (mental models). Entity resolution (""Alice"" and ""my coworker Alice"" same node). Mimics human recall topology.",https://hindsight.vectorize.io/developer/mcp-server,real-data,real-data-no-citation,1
hindsight-mcp--hindsight-vectorize-io,Hindsight MCP,links,Hindsight MCP docs,https://hindsight.vectorize.io/developer/mcp-server,real-data,real-data-no-citation,1
