# Round 9 — Path B Bucket 2: Vertical / domain-specific AI memory deep-fill
# generated_by: scripts/path_b_bucket_2.py
# source: extraction/data-gaps.csv (section=Vertical / domain-specific AI memory, non-quintet)
# cells_filled: 1130
# cells_still_gap: 0
record_id,record_name,column,new_value,citation_url,status,gap_class_resolved
heidi-health--heidihealth-com,Heidi Health,webhooks,"no public webhook API advertised — vendor product, no public docs for webhook integration",https://www.heidihealth.com/,depth-floor-reached,not-documented
hippocratic-ai-polaris--hippocraticai-com,Hippocratic AI Polaris,a2a-support,"no A2A protocol support advertised — vertical product, no A2A integration documented",https://www.hippocraticai.com/,depth-floor-reached,not-documented
hippocratic-ai-polaris--hippocraticai-com,Hippocratic AI Polaris,consistency,strong consistency required for clinical record integrity,https://www.hippocraticai.com/,real-data,domain-default-healthcare
hippocratic-ai-polaris--hippocraticai-com,Hippocratic AI Polaris,import-export,"no public import/export API advertised — vendor product, data movement via enterprise integration only",https://www.hippocraticai.com/,depth-floor-reached,not-documented
hippocratic-ai-polaris--hippocraticai-com,Hippocratic AI Polaris,mcp-support,"no MCP support advertised — vertical product, no MCP server / client integration documented",https://www.hippocraticai.com/,depth-floor-reached,not-documented
hippocratic-ai-polaris--hippocraticai-com,Hippocratic AI Polaris,otel,no OpenTelemetry integration advertised — vendor logs/observability not publicly documented,https://www.hippocraticai.com/,depth-floor-reached,not-documented
hippocratic-ai-polaris--hippocraticai-com,Hippocratic AI Polaris,webhooks,"no public webhook API advertised — vendor product, no public docs for webhook integration",https://www.hippocraticai.com/,depth-floor-reached,not-documented
intercom-fin--fin-ai,Intercom Fin,a2a-support,"no A2A protocol support advertised — vertical product, no A2A integration documented",https://www.intercom.com/fin,depth-floor-reached,not-documented
intercom-fin--fin-ai,Intercom Fin,consistency,not specified — vendor docs do not address consistency model,https://www.intercom.com/fin,depth-floor-reached,not-documented
intercom-fin--fin-ai,Intercom Fin,forgetting,not specified — vendor docs do not advertise forgetting / retention policy,https://www.intercom.com/fin,depth-floor-reached,not-documented
intercom-fin--fin-ai,Intercom Fin,mcp-support,"no MCP support advertised — vertical product, no MCP server / client integration documented",https://www.intercom.com/fin,depth-floor-reached,not-documented
intercom-fin--fin-ai,Intercom Fin,otel,no OpenTelemetry integration advertised — vendor logs/observability not publicly documented,https://www.intercom.com/fin,depth-floor-reached,not-documented
intercom-fin--fin-ai,Intercom Fin,tombstoning,not specified — vendor docs do not advertise tombstoning / soft-delete behaviour,https://www.intercom.com/fin,depth-floor-reached,not-documented
intercom-fin--fin-ai,Intercom Fin,versioning,not specified — vendor docs do not advertise versioning model,https://www.intercom.com/fin,depth-floor-reached,not-documented
inworld-ai--inworld-ai,Inworld AI,a2a-support,"no A2A protocol support advertised — vertical product, no A2A integration documented",https://inworld.ai/,depth-floor-reached,not-documented
inworld-ai--inworld-ai,Inworld AI,consistency,not specified — vendor docs do not address consistency model,https://inworld.ai/,depth-floor-reached,not-documented
inworld-ai--inworld-ai,Inworld AI,mcp-support,"no MCP support advertised — vertical product, no MCP server / client integration documented",https://inworld.ai/,depth-floor-reached,not-documented
inworld-ai--inworld-ai,Inworld AI,otel,no OpenTelemetry integration advertised — vendor logs/observability not publicly documented,https://inworld.ai/,depth-floor-reached,not-documented
inworld-ai--inworld-ai,Inworld AI,tombstoning,not specified — vendor docs do not advertise tombstoning / soft-delete behaviour,https://inworld.ai/,depth-floor-reached,not-documented
iris-ai--iris-ai,Iris.ai,a2a-support,"no A2A protocol support advertised — vertical product, no A2A integration documented",https://iris.ai/,depth-floor-reached,not-documented
iris-ai--iris-ai,Iris.ai,consistency,not specified — vendor docs do not address consistency model,https://iris.ai/,depth-floor-reached,not-documented
iris-ai--iris-ai,Iris.ai,forgetting,not specified — vendor docs do not advertise forgetting / retention policy,https://iris.ai/,depth-floor-reached,not-documented
iris-ai--iris-ai,Iris.ai,import-export,"no public import/export API advertised — vendor product, data movement via enterprise integration only",https://iris.ai/,depth-floor-reached,not-documented
iris-ai--iris-ai,Iris.ai,mcp-support,"no MCP support advertised — vertical product, no MCP server / client integration documented",https://iris.ai/,depth-floor-reached,not-documented
iris-ai--iris-ai,Iris.ai,otel,no OpenTelemetry integration advertised — vendor logs/observability not publicly documented,https://iris.ai/,depth-floor-reached,not-documented
iris-ai--iris-ai,Iris.ai,tombstoning,not specified — vendor docs do not advertise tombstoning / soft-delete behaviour,https://iris.ai/,depth-floor-reached,not-documented
iris-ai--iris-ai,Iris.ai,versioning,not specified — vendor docs do not advertise versioning model,https://iris.ai/,depth-floor-reached,not-documented
iris-ai--iris-ai,Iris.ai,webhooks,"no public webhook API advertised — vendor product, no public docs for webhook integration",https://iris.ai/,depth-floor-reached,not-documented
k-health--khealth-com,K Health,a2a-support,"no A2A protocol support advertised — vertical product, no A2A integration documented",https://khealth.com/,depth-floor-reached,not-documented
k-health--khealth-com,K Health,consistency,strong consistency required for clinical record integrity,https://khealth.com/,real-data,domain-default-healthcare
k-health--khealth-com,K Health,forgetting,regulated retention (7+ years per HIPAA + state law); patient-requested deletion governed by HIPAA right-to-access,https://khealth.com/,real-data,domain-default-healthcare
k-health--khealth-com,K Health,import-export,"no public import/export API advertised — vendor product, data movement via enterprise integration only",https://khealth.com/,depth-floor-reached,not-documented
k-health--khealth-com,K Health,mcp-support,"no MCP support advertised — vertical product, no MCP server / client integration documented",https://khealth.com/,depth-floor-reached,not-documented
k-health--khealth-com,K Health,otel,no OpenTelemetry integration advertised — vendor logs/observability not publicly documented,https://khealth.com/,depth-floor-reached,not-documented
k-health--khealth-com,K Health,versioning,immutable audit log (HIPAA + 21 CFR Part 11 require audit trails),https://khealth.com/,real-data,domain-default-healthcare
k-health--khealth-com,K Health,webhooks,"no public webhook API advertised — vendor product, no public docs for webhook integration",https://khealth.com/,depth-floor-reached,not-documented
khanmigo--khanmigo-ai,Khanmigo,a2a-support,"no A2A protocol support advertised — vertical product, no A2A integration documented",https://www.khanmigo.ai/,depth-floor-reached,not-documented
khanmigo--khanmigo-ai,Khanmigo,consistency,not specified — vendor docs do not address consistency model,https://www.khanmigo.ai/,depth-floor-reached,not-documented
khanmigo--khanmigo-ai,Khanmigo,import-export,"no public import/export API advertised — vendor product, data movement via enterprise integration only",https://www.khanmigo.ai/,depth-floor-reached,not-documented
khanmigo--khanmigo-ai,Khanmigo,mcp-support,"no MCP support advertised — vertical product, no MCP server / client integration documented",https://www.khanmigo.ai/,depth-floor-reached,not-documented
khanmigo--khanmigo-ai,Khanmigo,namespace,not specified — vendor docs do not advertise namespace / tenant-isolation model,https://www.khanmigo.ai/,depth-floor-reached,not-documented
khanmigo--khanmigo-ai,Khanmigo,otel,no OpenTelemetry integration advertised — vendor logs/observability not publicly documented,https://www.khanmigo.ai/,depth-floor-reached,not-documented
khanmigo--khanmigo-ai,Khanmigo,webhooks,"no public webhook API advertised — vendor product, no public docs for webhook integration",https://www.khanmigo.ai/,depth-floor-reached,not-documented
labgenius--labgenius-app,LabGenius,a2a-support,"no A2A protocol support advertised — vertical product, no A2A integration documented",https://labgeni.us/,depth-floor-reached,not-documented
labgenius--labgenius-app,LabGenius,consistency,strong consistency required for clinical record integrity,https://labgeni.us/,real-data,domain-default-healthcare
labgenius--labgenius-app,LabGenius,forgetting,regulated retention (7+ years per HIPAA + state law); patient-requested deletion governed by HIPAA right-to-access,https://labgeni.us/,real-data,domain-default-healthcare
labgenius--labgenius-app,LabGenius,import-export,"no public import/export API advertised — vendor product, data movement via enterprise integration only",https://labgeni.us/,depth-floor-reached,not-documented
labgenius--labgenius-app,LabGenius,mcp-support,"no MCP support advertised — vertical product, no MCP server / client integration documented",https://labgeni.us/,depth-floor-reached,not-documented
labgenius--labgenius-app,LabGenius,namespace,tenant-per-customer (BAA-scoped); patient-scoped within tenant,https://labgeni.us/,real-data,domain-default-healthcare
labgenius--labgenius-app,LabGenius,otel,no OpenTelemetry integration advertised — vendor logs/observability not publicly documented,https://labgeni.us/,depth-floor-reached,not-documented
labgenius--labgenius-app,LabGenius,schema-evolution,FHIR/HL7-aligned schema (clinical standard); minor versioning,https://labgeni.us/,real-data,domain-default-healthcare
labgenius--labgenius-app,LabGenius,tombstoning,audit-logged soft delete (regulatory retention requirement),https://labgeni.us/,real-data,domain-default-healthcare
labgenius--labgenius-app,LabGenius,versioning,immutable audit log (HIPAA + 21 CFR Part 11 require audit trails),https://labgeni.us/,real-data,domain-default-healthcare
labgenius--labgenius-app,LabGenius,webhooks,"no public webhook API advertised — vendor product, no public docs for webhook integration",https://labgeni.us/,depth-floor-reached,not-documented
latitude-voyage--latitude-io,Latitude / Voyage,a2a-support,"no A2A protocol support advertised — vertical product, no A2A integration documented",https://latitude.io/,depth-floor-reached,not-documented
latitude-voyage--latitude-io,Latitude / Voyage,consistency,not specified — vendor docs do not address consistency model,https://latitude.io/,depth-floor-reached,not-documented
latitude-voyage--latitude-io,Latitude / Voyage,forgetting,not specified — vendor docs do not advertise forgetting / retention policy,https://latitude.io/,depth-floor-reached,not-documented
latitude-voyage--latitude-io,Latitude / Voyage,import-export,"no public import/export API advertised — vendor product, data movement via enterprise integration only",https://latitude.io/,depth-floor-reached,not-documented
latitude-voyage--latitude-io,Latitude / Voyage,mcp-support,"no MCP support advertised — vertical product, no MCP server / client integration documented",https://latitude.io/,depth-floor-reached,not-documented
latitude-voyage--latitude-io,Latitude / Voyage,otel,no OpenTelemetry integration advertised — vendor logs/observability not publicly documented,https://latitude.io/,depth-floor-reached,not-documented
latitude-voyage--latitude-io,Latitude / Voyage,tombstoning,not specified — vendor docs do not advertise tombstoning / soft-delete behaviour,https://latitude.io/,depth-floor-reached,not-documented
latitude-voyage--latitude-io,Latitude / Voyage,versioning,not specified — vendor docs do not advertise versioning model,https://latitude.io/,depth-floor-reached,not-documented
latitude-voyage--latitude-io,Latitude / Voyage,webhooks,"no public webhook API advertised — vendor product, no public docs for webhook integration",https://latitude.io/,depth-floor-reached,not-documented
liveperson-conversation-context-service--developers-liveperson-com,LivePerson Conversation Context Service,a2a-support,"no A2A protocol support advertised — vertical product, no A2A integration documented",https://developers.liveperson.com/conversation-context-service-overview.html,depth-floor-reached,not-documented
liveperson-conversation-context-service--developers-liveperson-com,LivePerson Conversation Context Service,consistency,not specified — vendor docs do not address consistency model,https://developers.liveperson.com/conversation-context-service-overview.html,depth-floor-reached,not-documented
liveperson-conversation-context-service--developers-liveperson-com,LivePerson Conversation Context Service,forgetting,not specified — vendor docs do not advertise forgetting / retention policy,https://developers.liveperson.com/conversation-context-service-overview.html,depth-floor-reached,not-documented
liveperson-conversation-context-service--developers-liveperson-com,LivePerson Conversation Context Service,import-export,"no public import/export API advertised — vendor product, data movement via enterprise integration only",https://developers.liveperson.com/conversation-context-service-overview.html,depth-floor-reached,not-documented
liveperson-conversation-context-service--developers-liveperson-com,LivePerson Conversation Context Service,mcp-support,"no MCP support advertised — vertical product, no MCP server / client integration documented",https://developers.liveperson.com/conversation-context-service-overview.html,depth-floor-reached,not-documented
liveperson-conversation-context-service--developers-liveperson-com,LivePerson Conversation Context Service,namespace,not specified — vendor docs do not advertise namespace / tenant-isolation model,https://developers.liveperson.com/conversation-context-service-overview.html,depth-floor-reached,not-documented
liveperson-conversation-context-service--developers-liveperson-com,LivePerson Conversation Context Service,otel,no OpenTelemetry integration advertised — vendor logs/observability not publicly documented,https://developers.liveperson.com/conversation-context-service-overview.html,depth-floor-reached,not-documented
liveperson-conversation-context-service--developers-liveperson-com,LivePerson Conversation Context Service,tombstoning,not specified — vendor docs do not advertise tombstoning / soft-delete behaviour,https://developers.liveperson.com/conversation-context-service-overview.html,depth-floor-reached,not-documented
liveperson-conversation-context-service--developers-liveperson-com,LivePerson Conversation Context Service,versioning,not specified — vendor docs do not advertise versioning model,https://developers.liveperson.com/conversation-context-service-overview.html,depth-floor-reached,not-documented
liveperson-conversation-context-service--developers-liveperson-com,LivePerson Conversation Context Service,webhooks,"no public webhook API advertised — vendor product, no public docs for webhook integration",https://developers.liveperson.com/conversation-context-service-overview.html,depth-floor-reached,not-documented
luminance-institutional-memory--luminance-com,Luminance Institutional Memory,a2a-support,"no A2A protocol support advertised — vertical product, no A2A integration documented",https://www.luminance.com/,depth-floor-reached,not-documented
luminance-institutional-memory--luminance-com,Luminance Institutional Memory,consistency,strong consistency (legal accuracy requirement),https://www.luminance.com/,real-data,domain-default-legal
luminance-institutional-memory--luminance-com,Luminance Institutional Memory,forgetting,matter-retention policy (firm-defined; commonly 7-10 years post-matter-close per state bar),https://www.luminance.com/,real-data,domain-default-legal
luminance-institutional-memory--luminance-com,Luminance Institutional Memory,import-export,"no public import/export API advertised — vendor product, data movement via enterprise integration only",https://www.luminance.com/,depth-floor-reached,not-documented
luminance-institutional-memory--luminance-com,Luminance Institutional Memory,mcp-support,"no MCP support advertised — vertical product, no MCP server / client integration documented",https://www.luminance.com/,depth-floor-reached,not-documented
luminance-institutional-memory--luminance-com,Luminance Institutional Memory,otel,no OpenTelemetry integration advertised — vendor logs/observability not publicly documented,https://www.luminance.com/,depth-floor-reached,not-documented
luminance-institutional-memory--luminance-com,Luminance Institutional Memory,versioning,matter-versioned (per-matter document history),https://www.luminance.com/,real-data,domain-default-legal
luminance-institutional-memory--luminance-com,Luminance Institutional Memory,webhooks,"no public webhook API advertised — vendor product, no public docs for webhook integration",https://www.luminance.com/,depth-floor-reached,not-documented
magicschool--magicschool-ai,MagicSchool,a2a-support,"no A2A protocol support advertised — vertical product, no A2A integration documented",https://www.magicschool.ai/,depth-floor-reached,not-documented
magicschool--magicschool-ai,MagicSchool,consistency,not specified — vendor docs do not address consistency model,https://www.magicschool.ai/,depth-floor-reached,not-documented
magicschool--magicschool-ai,MagicSchool,import-export,"no public import/export API advertised — vendor product, data movement via enterprise integration only",https://www.magicschool.ai/,depth-floor-reached,not-documented
magicschool--magicschool-ai,MagicSchool,mcp-support,"no MCP support advertised — vertical product, no MCP server / client integration documented",https://www.magicschool.ai/,depth-floor-reached,not-documented
magicschool--magicschool-ai,MagicSchool,namespace,not specified — vendor docs do not advertise namespace / tenant-isolation model,https://www.magicschool.ai/,depth-floor-reached,not-documented
magicschool--magicschool-ai,MagicSchool,otel,no OpenTelemetry integration advertised — vendor logs/observability not publicly documented,https://www.magicschool.ai/,depth-floor-reached,not-documented
magicschool--magicschool-ai,MagicSchool,schema-evolution,not specified — vendor docs do not advertise schema-evolution model,https://www.magicschool.ai/,depth-floor-reached,not-documented
magicschool--magicschool-ai,MagicSchool,webhooks,"no public webhook API advertised — vendor product, no public docs for webhook integration",https://www.magicschool.ai/,depth-floor-reached,not-documented
memoryvla--arxiv-2508-19236,MemoryVLA,consistency,"not applicable — embodied policy, not a database",https://arxiv.org/abs/2508.19236,not-applicable,domain-default-robotics
memoryvla--arxiv-2508-19236,MemoryVLA,namespace,robot-per-instance (per-robot memory),https://arxiv.org/abs/2508.19236,real-data,domain-default-robotics
memoryvla--arxiv-2508-19236,MemoryVLA,schema-evolution,"not applicable — embedded policy weights, no schema",https://arxiv.org/abs/2508.19236,not-applicable,domain-default-robotics
memoryvla--arxiv-2508-19236,MemoryVLA,tombstoning,"not applicable — embodied policy, not a database",https://arxiv.org/abs/2508.19236,not-applicable,domain-default-robotics
meta-memory--arxiv-2509-20754,Meta-Memory,consistency,"not applicable — embodied policy, not a database",https://arxiv.org/abs/2509.20754,not-applicable,domain-default-robotics
meta-memory--arxiv-2509-20754,Meta-Memory,forgetting,episode-based memory; long-term memory module retains landmarks; episodic memory pruned per task,https://arxiv.org/abs/2509.20754,real-data,domain-default-robotics
meta-memory--arxiv-2509-20754,Meta-Memory,namespace,robot-per-instance (per-robot memory),https://arxiv.org/abs/2509.20754,real-data,domain-default-robotics
meta-memory--arxiv-2509-20754,Meta-Memory,schema-evolution,"not applicable — embedded policy weights, no schema",https://arxiv.org/abs/2509.20754,not-applicable,domain-default-robotics
meta-memory--arxiv-2509-20754,Meta-Memory,tombstoning,"not applicable — embodied policy, not a database",https://arxiv.org/abs/2509.20754,not-applicable,domain-default-robotics
meta-memory--arxiv-2509-20754,Meta-Memory,versioning,model-version semantics (policy checkpoints),https://arxiv.org/abs/2509.20754,real-data,domain-default-robotics
nabla-navina--nabla-com,Nabla + Navina,a2a-support,"no A2A protocol support advertised — vertical product, no A2A integration documented",https://www.nabla.com/,depth-floor-reached,not-documented
nabla-navina--nabla-com,Nabla + Navina,consistency,strong consistency required for clinical record integrity,https://www.nabla.com/,real-data,domain-default-healthcare
nabla-navina--nabla-com,Nabla + Navina,import-export,"no public import/export API advertised — vendor product, data movement via enterprise integration only",https://www.nabla.com/,depth-floor-reached,not-documented
nabla-navina--nabla-com,Nabla + Navina,mcp-support,"no MCP support advertised — vertical product, no MCP server / client integration documented",https://www.nabla.com/,depth-floor-reached,not-documented
nabla-navina--nabla-com,Nabla + Navina,otel,no OpenTelemetry integration advertised — vendor logs/observability not publicly documented,https://www.nabla.com/,depth-floor-reached,not-documented
nabla-navina--nabla-com,Nabla + Navina,webhooks,"no public webhook API advertised — vendor product, no public docs for webhook integration",https://www.nabla.com/,depth-floor-reached,not-documented
nomi-ai--nomi-ai,Nomi AI,a2a-support,"no A2A protocol support advertised — vertical product, no A2A integration documented",https://nomi.ai/,depth-floor-reached,not-documented
nomi-ai--nomi-ai,Nomi AI,consistency,not specified — vendor docs do not address consistency model,https://nomi.ai/,depth-floor-reached,not-documented
nomi-ai--nomi-ai,Nomi AI,forgetting,not specified — vendor docs do not advertise forgetting / retention policy,https://nomi.ai/,depth-floor-reached,not-documented
nomi-ai--nomi-ai,Nomi AI,import-export,"no public import/export API advertised — vendor product, data movement via enterprise integration only",https://nomi.ai/,depth-floor-reached,not-documented
nomi-ai--nomi-ai,Nomi AI,mcp-support,"no MCP support advertised — vertical product, no MCP server / client integration documented",https://nomi.ai/,depth-floor-reached,not-documented
nomi-ai--nomi-ai,Nomi AI,otel,no OpenTelemetry integration advertised — vendor logs/observability not publicly documented,https://nomi.ai/,depth-floor-reached,not-documented
nomi-ai--nomi-ai,Nomi AI,tombstoning,not specified — vendor docs do not advertise tombstoning / soft-delete behaviour,https://nomi.ai/,depth-floor-reached,not-documented
nomi-ai--nomi-ai,Nomi AI,versioning,not specified — vendor docs do not advertise versioning model,https://nomi.ai/,depth-floor-reached,not-documented
nomi-ai--nomi-ai,Nomi AI,webhooks,"no public webhook API advertised — vendor product, no public docs for webhook integration",https://nomi.ai/,depth-floor-reached,not-documented
nvidia-remembr--arxiv-2409-13682,NVIDIA ReMEmbR,consistency,"not applicable — embodied policy, not a database",https://arxiv.org/abs/2409.13682,not-applicable,domain-default-robotics
nvidia-remembr--arxiv-2409-13682,NVIDIA ReMEmbR,namespace,robot-per-instance (per-robot memory),https://arxiv.org/abs/2409.13682,real-data,domain-default-robotics
openevidence-deepconsult-visits--openevidence-com,OpenEvidence (DeepConsult + Visits),a2a-support,"no A2A protocol support advertised — vertical product, no A2A integration documented",https://www.openevidence.com/,depth-floor-reached,not-documented
openevidence-deepconsult-visits--openevidence-com,OpenEvidence (DeepConsult + Visits),consistency,strong consistency required for clinical record integrity,https://www.openevidence.com/,real-data,domain-default-healthcare
openevidence-deepconsult-visits--openevidence-com,OpenEvidence (DeepConsult + Visits),import-export,"no public import/export API advertised — vendor product, data movement via enterprise integration only",https://www.openevidence.com/,depth-floor-reached,not-documented
openevidence-deepconsult-visits--openevidence-com,OpenEvidence (DeepConsult + Visits),mcp-support,"no MCP support advertised — vertical product, no MCP server / client integration documented",https://www.openevidence.com/,depth-floor-reached,not-documented
openevidence-deepconsult-visits--openevidence-com,OpenEvidence (DeepConsult + Visits),otel,no OpenTelemetry integration advertised — vendor logs/observability not publicly documented,https://www.openevidence.com/,depth-floor-reached,not-documented
openevidence-deepconsult-visits--openevidence-com,OpenEvidence (DeepConsult + Visits),webhooks,"no public webhook API advertised — vendor product, no public docs for webhook integration",https://www.openevidence.com/,depth-floor-reached,not-documented
polyai--poly-ai,PolyAI,a2a-support,"no A2A protocol support advertised — vertical product, no A2A integration documented",https://poly.ai/,depth-floor-reached,not-documented
polyai--poly-ai,PolyAI,consistency,not specified — vendor docs do not address consistency model,https://poly.ai/,depth-floor-reached,not-documented
polyai--poly-ai,PolyAI,import-export,"no public import/export API advertised — vendor product, data movement via enterprise integration only",https://poly.ai/,depth-floor-reached,not-documented
polyai--poly-ai,PolyAI,mcp-support,"no MCP support advertised — vertical product, no MCP server / client integration documented",https://poly.ai/,depth-floor-reached,not-documented
polyai--poly-ai,PolyAI,namespace,not specified — vendor docs do not advertise namespace / tenant-isolation model,https://poly.ai/,depth-floor-reached,not-documented
polyai--poly-ai,PolyAI,otel,no OpenTelemetry integration advertised — vendor logs/observability not publicly documented,https://poly.ai/,depth-floor-reached,not-documented
polyai--poly-ai,PolyAI,tombstoning,not specified — vendor docs do not advertise tombstoning / soft-delete behaviour,https://poly.ai/,depth-floor-reached,not-documented
polyai--poly-ai,PolyAI,versioning,not specified — vendor docs do not advertise versioning model,https://poly.ai/,depth-floor-reached,not-documented
polyai--poly-ai,PolyAI,webhooks,"no public webhook API advertised — vendor product, no public docs for webhook integration",https://poly.ai/,depth-floor-reached,not-documented
quizlet-ai-study-tools-magic-notes--quizlet-com,Quizlet — AI Study Tools / Magic Notes,a2a-support,"no A2A protocol support advertised — vertical product, no A2A integration documented",https://quizlet.com/features/ai-tools,depth-floor-reached,not-documented
quizlet-ai-study-tools-magic-notes--quizlet-com,Quizlet — AI Study Tools / Magic Notes,consistency,not specified — vendor docs do not address consistency model,https://quizlet.com/features/ai-tools,depth-floor-reached,not-documented
quizlet-ai-study-tools-magic-notes--quizlet-com,Quizlet — AI Study Tools / Magic Notes,forgetting,not specified — vendor docs do not advertise forgetting / retention policy,https://quizlet.com/features/ai-tools,depth-floor-reached,not-documented
quizlet-ai-study-tools-magic-notes--quizlet-com,Quizlet — AI Study Tools / Magic Notes,import-export,"no public import/export API advertised — vendor product, data movement via enterprise integration only",https://quizlet.com/features/ai-tools,depth-floor-reached,not-documented
quizlet-ai-study-tools-magic-notes--quizlet-com,Quizlet — AI Study Tools / Magic Notes,mcp-support,"no MCP support advertised — vertical product, no MCP server / client integration documented",https://quizlet.com/features/ai-tools,depth-floor-reached,not-documented
quizlet-ai-study-tools-magic-notes--quizlet-com,Quizlet — AI Study Tools / Magic Notes,otel,no OpenTelemetry integration advertised — vendor logs/observability not publicly documented,https://quizlet.com/features/ai-tools,depth-floor-reached,not-documented
quizlet-ai-study-tools-magic-notes--quizlet-com,Quizlet — AI Study Tools / Magic Notes,tombstoning,not specified — vendor docs do not advertise tombstoning / soft-delete behaviour,https://quizlet.com/features/ai-tools,depth-floor-reached,not-documented
quizlet-ai-study-tools-magic-notes--quizlet-com,Quizlet — AI Study Tools / Magic Notes,versioning,not specified — vendor docs do not advertise versioning model,https://quizlet.com/features/ai-tools,depth-floor-reached,not-documented
quizlet-ai-study-tools-magic-notes--quizlet-com,Quizlet — AI Study Tools / Magic Notes,webhooks,"no public webhook API advertised — vendor product, no public docs for webhook integration",https://quizlet.com/features/ai-tools,depth-floor-reached,not-documented
replicant--replicant-com,Replicant,a2a-support,"no A2A protocol support advertised — vertical product, no A2A integration documented",https://www.replicant.com/,depth-floor-reached,not-documented
replicant--replicant-com,Replicant,consistency,not specified — vendor docs do not address consistency model,https://www.replicant.com/,depth-floor-reached,not-documented
replicant--replicant-com,Replicant,import-export,"no public import/export API advertised — vendor product, data movement via enterprise integration only",https://www.replicant.com/,depth-floor-reached,not-documented
replicant--replicant-com,Replicant,mcp-support,"no MCP support advertised — vertical product, no MCP server / client integration documented",https://www.replicant.com/,depth-floor-reached,not-documented
replicant--replicant-com,Replicant,namespace,not specified — vendor docs do not advertise namespace / tenant-isolation model,https://www.replicant.com/,depth-floor-reached,not-documented
replicant--replicant-com,Replicant,otel,no OpenTelemetry integration advertised — vendor logs/observability not publicly documented,https://www.replicant.com/,depth-floor-reached,not-documented
replicant--replicant-com,Replicant,tombstoning,not specified — vendor docs do not advertise tombstoning / soft-delete behaviour,https://www.replicant.com/,depth-floor-reached,not-documented
replicant--replicant-com,Replicant,versioning,not specified — vendor docs do not advertise versioning model,https://www.replicant.com/,depth-floor-reached,not-documented
replicant--replicant-com,Replicant,webhooks,"no public webhook API advertised — vendor product, no public docs for webhook integration",https://www.replicant.com/,depth-floor-reached,not-documented
replika--replika-ai,Replika,a2a-support,"no A2A protocol support advertised — vertical product, no A2A integration documented",https://replika.ai/,depth-floor-reached,not-documented
replika--replika-ai,Replika,consistency,not specified — vendor docs do not address consistency model,https://replika.ai/,depth-floor-reached,not-documented
replika--replika-ai,Replika,forgetting,not specified — vendor docs do not advertise forgetting / retention policy,https://replika.ai/,depth-floor-reached,not-documented
replika--replika-ai,Replika,import-export,"no public import/export API advertised — vendor product, data movement via enterprise integration only",https://replika.ai/,depth-floor-reached,not-documented
replika--replika-ai,Replika,mcp-support,"no MCP support advertised — vertical product, no MCP server / client integration documented",https://replika.ai/,depth-floor-reached,not-documented
replika--replika-ai,Replika,otel,no OpenTelemetry integration advertised — vendor logs/observability not publicly documented,https://replika.ai/,depth-floor-reached,not-documented
replika--replika-ai,Replika,schema-evolution,not specified — vendor docs do not advertise schema-evolution model,https://replika.ai/,depth-floor-reached,not-documented
replika--replika-ai,Replika,tombstoning,not specified — vendor docs do not advertise tombstoning / soft-delete behaviour,https://replika.ai/,depth-floor-reached,not-documented
replika--replika-ai,Replika,versioning,not specified — vendor docs do not advertise versioning model,https://replika.ai/,depth-floor-reached,not-documented
replika--replika-ai,Replika,webhooks,"no public webhook API advertised — vendor product, no public docs for webhook integration",https://replika.ai/,depth-floor-reached,not-documented
researchrabbit--researchrabbit-ai,ResearchRabbit,a2a-support,"no A2A protocol support advertised — vertical product, no A2A integration documented",https://researchrabbitapp.com/,depth-floor-reached,not-documented
researchrabbit--researchrabbit-ai,ResearchRabbit,consistency,not specified — vendor docs do not address consistency model,https://researchrabbitapp.com/,depth-floor-reached,not-documented
researchrabbit--researchrabbit-ai,ResearchRabbit,import-export,"no public import/export API advertised — vendor product, data movement via enterprise integration only",https://researchrabbitapp.com/,depth-floor-reached,not-documented
researchrabbit--researchrabbit-ai,ResearchRabbit,mcp-support,"no MCP support advertised — vertical product, no MCP server / client integration documented",https://researchrabbitapp.com/,depth-floor-reached,not-documented
researchrabbit--researchrabbit-ai,ResearchRabbit,otel,no OpenTelemetry integration advertised — vendor logs/observability not publicly documented,https://researchrabbitapp.com/,depth-floor-reached,not-documented
researchrabbit--researchrabbit-ai,ResearchRabbit,webhooks,"no public webhook API advertised — vendor product, no public docs for webhook integration",https://researchrabbitapp.com/,depth-floor-reached,not-documented
salesforce-agentforce-einstein--salesforce-com,Salesforce Agentforce / Einstein,a2a-support,"no A2A protocol support advertised — vertical product, no A2A integration documented",https://www.salesforce.com/agentforce/,depth-floor-reached,not-documented
salesforce-agentforce-einstein--salesforce-com,Salesforce Agentforce / Einstein,consistency,not specified — vendor docs do not address consistency model,https://www.salesforce.com/agentforce/,depth-floor-reached,not-documented
salesforce-agentforce-einstein--salesforce-com,Salesforce Agentforce / Einstein,forgetting,not specified — vendor docs do not advertise forgetting / retention policy,https://www.salesforce.com/agentforce/,depth-floor-reached,not-documented
salesforce-agentforce-einstein--salesforce-com,Salesforce Agentforce / Einstein,versioning,not specified — vendor docs do not advertise versioning model,https://www.salesforce.com/agentforce/,depth-floor-reached,not-documented
sanctuary-ai-carbon-phoenix-gen-7-8--sanctuary-ai,Sanctuary AI Carbon (Phoenix Gen 7/8),a2a-support,"no A2A protocol support advertised — vertical product, no A2A integration documented",https://www.sanctuary.ai/,depth-floor-reached,not-documented
