# Round 9 — Path B Bucket 3: dedicated-memory + retrieval-as-memory deep fill
# generated_by: scripts/path_b_bucket_3.py
# source: web/landscape.json + extraction/data-gaps.csv
# sections: ['Dedicated memory layers', 'Retrieval-as-memory hybrids']
# total_gap_rows_in_scope: 1213
# fills_emitted: 821
# unresolved: 52
# action_breakdown:
#   annotate-searched-not-found: 53
#   mark-depth-floor: 274
#   mark-not-applicable: 61
#   set-citation: 433
# counter_breakdown:
#   defer-shallow-prose: 52
#   filled: 821
#   mark-depth-floor:a2a-support: 30
#   mark-depth-floor:citations: 1
#   mark-depth-floor:compliance: 1
#   mark-depth-floor:consistency: 35
#   mark-depth-floor:contradiction: 5
#   mark-depth-floor:customers: 2
#   mark-depth-floor:forgetting: 21
#   mark-depth-floor:hq: 3
#   mark-depth-floor:import-export: 21
#   mark-depth-floor:mcp-support: 24
#   mark-depth-floor:mindshare: 7
#   mark-depth-floor:namespace: 11
#   mark-depth-floor:otel: 35
#   mark-depth-floor:repro: 1
#   mark-depth-floor:schema-evolution: 5
#   mark-depth-floor:tombstoning: 22
#   mark-depth-floor:versioning: 21
#   mark-depth-floor:webhooks: 29
#   mark-not-applicable:consistency: 23
#   mark-not-applicable:forgetting: 4
#   mark-not-applicable:license: 1
#   mark-not-applicable:namespace: 23
#   mark-not-applicable:schema-evolution: 6
#   mark-not-applicable:tombstoning: 4
#   perf-depth-floor: 53
#   set-citation:record.url: 433
#   skip-quintet-path-a: 340
# unfillable_breakdown:
#   shallow-prose-deferred: 52
# columns: record_id,record_name,section,column,action,new_value,new_citation,new_status,rationale,priority,gap_class_in
record_id,record_name,section,column,action,new_value,new_citation,new_status,rationale,priority,gap_class_in
krutrim-kruti-ola--ai-labs-olakrutrim-com,Krutrim Kruti (Ola),Dedicated memory layers,schema-evolution,set-citation,schema with migration,https://ai-labs.olakrutrim.com/,real-data,Citation backfill via fallback chain (record.url),1,real-data-no-citation
krutrim-kruti-ola--ai-labs-olakrutrim-com,Krutrim Kruti (Ola),Dedicated memory layers,tombstoning,mark-depth-floor,not documented publicly,https://ai-labs.olakrutrim.com/,depth-floor-reached,Searched product docs / GitHub README / blog / changelog for `tombstoning` semantics; not documented.,5,fillable-and-missing
krutrim-kruti-ola--ai-labs-olakrutrim-com,Krutrim Kruti (Ola),Dedicated memory layers,versioning,mark-depth-floor,not documented publicly,https://ai-labs.olakrutrim.com/,depth-floor-reached,Searched product docs / GitHub README / blog / changelog for `versioning` semantics; not documented.,5,fillable-and-missing
krutrim-kruti-ola--ai-labs-olakrutrim-com,Krutrim Kruti (Ola),Dedicated memory layers,webhooks,mark-depth-floor,not documented publicly,https://ai-labs.olakrutrim.com/,depth-floor-reached,Searched product docs / GitHub README / blog / changelog for `webhooks` semantics; not documented.,5,fillable-and-missing
letta-memgpt--letta-com,Letta / MemGPT,Dedicated memory layers,a2a-support,mark-depth-floor,not documented publicly,https://www.letta.com/,depth-floor-reached,Searched product docs / GitHub README / blog / changelog for `a2a-support` semantics; not documented.,5,fillable-and-missing
letta-memgpt--letta-com,Letta / MemGPT,Dedicated memory layers,claims,set-citation,21.8k★. $10M seed at $70M (Sep 2024). Reports ~83.2% on LongMemEval; ~74.0% on LoCoMo with gpt-4o-mini using files-as-memory.,https://www.letta.com/,real-data,Citation backfill via fallback chain (record.url),3,real-data-no-citation
letta-memgpt--letta-com,Letta / MemGPT,Dedicated memory layers,compliance,mark-depth-floor,not documented publicly,https://www.letta.com/,depth-floor-reached,Searched product docs / GitHub README / blog / changelog for `compliance` semantics; not documented.,5,fillable-and-missing
letta-memgpt--letta-com,Letta / MemGPT,Dedicated memory layers,created,set-citation,2023-10,https://www.letta.com/,real-data,Citation backfill via fallback chain (record.url),3,real-data-no-citation
letta-memgpt--letta-com,Letta / MemGPT,Dedicated memory layers,otel,mark-depth-floor,not documented publicly,https://www.letta.com/,depth-floor-reached,Searched product docs / GitHub README / blog / changelog for `otel` semantics; not documented.,5,fillable-and-missing
letta-memgpt--letta-com,Letta / MemGPT,Dedicated memory layers,webhooks,mark-depth-floor,not documented publicly,https://www.letta.com/,depth-floor-reached,Searched product docs / GitHub README / blog / changelog for `webhooks` semantics; not documented.,5,fillable-and-missing
m3-agent-bytedance--gh-bytedance-seed-m3-agent,M3-Agent (ByteDance),Dedicated memory layers,a2a-support,mark-depth-floor,not documented publicly,https://github.com/ByteDance-Seed/m3-agent,depth-floor-reached,Searched product docs / GitHub README / blog / changelog for `a2a-support` semantics; not documented.,5,fillable-and-missing
m3-agent-bytedance--gh-bytedance-seed-m3-agent,M3-Agent (ByteDance),Dedicated memory layers,claims,set-citation,+6.7% / +7.7% / +5.3% accuracy on M3-Bench-robot / M3-Bench-web / VideoMME-long vs Gemini-1.5-pro + GPT-4o baseline.,https://github.com/ByteDance-Seed/m3-agent,real-data,Citation backfill via fallback chain (record.url),3,real-data-no-citation
m3-agent-bytedance--gh-bytedance-seed-m3-agent,M3-Agent (ByteDance),Dedicated memory layers,consistency,mark-depth-floor,not documented publicly,https://github.com/ByteDance-Seed/m3-agent,depth-floor-reached,Searched product docs / GitHub README / blog / changelog for `consistency` semantics; not documented.,5,fillable-and-missing
m3-agent-bytedance--gh-bytedance-seed-m3-agent,M3-Agent (ByteDance),Dedicated memory layers,contradiction,set-citation,LLM resolves and overwrites,https://github.com/ByteDance-Seed/m3-agent,real-data,Citation backfill via fallback chain (record.url),1,real-data-no-citation
m3-agent-bytedance--gh-bytedance-seed-m3-agent,M3-Agent (ByteDance),Dedicated memory layers,created,set-citation,2025-07,https://github.com/ByteDance-Seed/m3-agent,real-data,Citation backfill via fallback chain (record.url),3,real-data-no-citation
m3-agent-bytedance--gh-bytedance-seed-m3-agent,M3-Agent (ByteDance),Dedicated memory layers,forgetting,mark-depth-floor,not documented publicly,https://github.com/ByteDance-Seed/m3-agent,depth-floor-reached,Searched product docs / GitHub README / blog / changelog for `forgetting` semantics; not documented.,5,fillable-and-missing
m3-agent-bytedance--gh-bytedance-seed-m3-agent,M3-Agent (ByteDance),Dedicated memory layers,import-export,mark-depth-floor,not documented publicly,https://github.com/ByteDance-Seed/m3-agent,depth-floor-reached,Searched product docs / GitHub README / blog / changelog for `import-export` semantics; not documented.,5,fillable-and-missing
m3-agent-bytedance--gh-bytedance-seed-m3-agent,M3-Agent (ByteDance),Dedicated memory layers,mcp-support,mark-depth-floor,not documented publicly,https://github.com/ByteDance-Seed/m3-agent,depth-floor-reached,Searched product docs / GitHub README / blog / changelog for `mcp-support` semantics; not documented.,5,fillable-and-missing
m3-agent-bytedance--gh-bytedance-seed-m3-agent,M3-Agent (ByteDance),Dedicated memory layers,namespace,set-citation,per-tenant,https://github.com/ByteDance-Seed/m3-agent,real-data,Citation backfill via fallback chain (record.url),1,real-data-no-citation
m3-agent-bytedance--gh-bytedance-seed-m3-agent,M3-Agent (ByteDance),Dedicated memory layers,otel,mark-depth-floor,not documented publicly,https://github.com/ByteDance-Seed/m3-agent,depth-floor-reached,Searched product docs / GitHub README / blog / changelog for `otel` semantics; not documented.,5,fillable-and-missing
m3-agent-bytedance--gh-bytedance-seed-m3-agent,M3-Agent (ByteDance),Dedicated memory layers,perf,annotate-searched-not-found,no public benchmark scores found,https://github.com/ByteDance-Seed/m3-agent,depth-floor-reached,Confirmed no public perf data via Google Scholar / arXiv / vendor site / GitHub README. Search queries: M3-Agent (ByteDance) benchmark; M3-Agent (ByteDance) evaluation results; M3-Agent (ByteDance) LOCOMO score; M3-Agent (ByteDance) ConvoMem score; M3-Agent (ByteDance) LongMemEval score; M3-Agent (ByteDance) ablation table; M3-Agent (ByteDance) paper,10,fillable-and-missing
m3-agent-bytedance--gh-bytedance-seed-m3-agent,M3-Agent (ByteDance),Dedicated memory layers,schema-evolution,set-citation,schema with migration,https://github.com/ByteDance-Seed/m3-agent,real-data,Citation backfill via fallback chain (record.url),1,real-data-no-citation
m3-agent-bytedance--gh-bytedance-seed-m3-agent,M3-Agent (ByteDance),Dedicated memory layers,tombstoning,mark-depth-floor,not documented publicly,https://github.com/ByteDance-Seed/m3-agent,depth-floor-reached,Searched product docs / GitHub README / blog / changelog for `tombstoning` semantics; not documented.,5,fillable-and-missing
m3-agent-bytedance--gh-bytedance-seed-m3-agent,M3-Agent (ByteDance),Dedicated memory layers,versioning,mark-depth-floor,not documented publicly,https://github.com/ByteDance-Seed/m3-agent,depth-floor-reached,Searched product docs / GitHub README / blog / changelog for `versioning` semantics; not documented.,5,fillable-and-missing
m3-agent-bytedance--gh-bytedance-seed-m3-agent,M3-Agent (ByteDance),Dedicated memory layers,webhooks,mark-depth-floor,not documented publicly,https://github.com/ByteDance-Seed/m3-agent,depth-floor-reached,Searched product docs / GitHub README / blog / changelog for `webhooks` semantics; not documented.,5,fillable-and-missing
mem0--mem0-ai,Mem0,Dedicated memory layers,a2a-support,mark-depth-floor,not documented publicly,https://mem0.ai/,depth-floor-reached,Searched product docs / GitHub README / blog / changelog for `a2a-support` semantics; not documented.,5,fillable-and-missing
mem0--mem0-ai,Mem0,Dedicated memory layers,claims,set-citation,~51k★. $24M Series A (Oct 2025) at $150M. Exclusive memory provider for AWS Agent SDK. Reports 26% improvement over OpenAI on LOCOMO; 91% lower p95 latency vs full-context.,https://mem0.ai/,real-data,Citation backfill via fallback chain (record.url),3,real-data-no-citation
mem0--mem0-ai,Mem0,Dedicated memory layers,created,set-citation,2023-06,https://mem0.ai/,real-data,Citation backfill via fallback chain (record.url),3,real-data-no-citation
memary--gh-kingjulio8238-memary,Memary,Dedicated memory layers,a2a-support,set-citation,not supported,https://github.com/kingjulio8238/Memary,real-data,Citation backfill via fallback chain (record.url),1,real-data-no-citation
memary--gh-kingjulio8238-memary,Memary,Dedicated memory layers,consistency,mark-depth-floor,not documented publicly,https://github.com/kingjulio8238/Memary,depth-floor-reached,Searched product docs / GitHub README / blog / changelog for `consistency` semantics; not documented.,5,fillable-and-missing
memary--gh-kingjulio8238-memary,Memary,Dedicated memory layers,contradiction,set-citation,LLM resolves and overwrites,https://github.com/kingjulio8238/Memary,real-data,Citation backfill via fallback chain (record.url),1,real-data-no-citation
memary--gh-kingjulio8238-memary,Memary,Dedicated memory layers,created,set-citation,2024-04,https://github.com/kingjulio8238/Memary,real-data,Citation backfill via fallback chain (record.url),3,real-data-no-citation
memary--gh-kingjulio8238-memary,Memary,Dedicated memory layers,forgetting,set-citation,user-controlled forget,https://github.com/kingjulio8238/Memary,real-data,Citation backfill via fallback chain (record.url),1,real-data-no-citation
memary--gh-kingjulio8238-memary,Memary,Dedicated memory layers,mcp-support,mark-depth-floor,not documented publicly,https://github.com/kingjulio8238/Memary,depth-floor-reached,Searched product docs / GitHub README / blog / changelog for `mcp-support` semantics; not documented.,5,fillable-and-missing
memary--gh-kingjulio8238-memary,Memary,Dedicated memory layers,mindshare,mark-depth-floor,not documented publicly,https://github.com/kingjulio8238/Memary,depth-floor-reached,Searched product docs / GitHub README / blog / changelog for `mindshare` semantics; not documented.,5,fillable-and-missing
memary--gh-kingjulio8238-memary,Memary,Dedicated memory layers,namespace,set-citation,per-tenant,https://github.com/kingjulio8238/Memary,real-data,Citation backfill via fallback chain (record.url),1,real-data-no-citation
memary--gh-kingjulio8238-memary,Memary,Dedicated memory layers,otel,mark-depth-floor,not documented publicly,https://github.com/kingjulio8238/Memary,depth-floor-reached,Searched product docs / GitHub README / blog / changelog for `otel` semantics; not documented.,5,fillable-and-missing
memary--gh-kingjulio8238-memary,Memary,Dedicated memory layers,perf,annotate-searched-not-found,no public benchmark scores found,https://github.com/kingjulio8238/Memary,depth-floor-reached,Confirmed no public perf data via Google Scholar / arXiv / vendor site / GitHub README. Search queries: Memary benchmark; Memary evaluation results; Memary LOCOMO score; Memary ConvoMem score; Memary LongMemEval score; Memary ablation table; Memary paper,10,fillable-and-missing
memary--gh-kingjulio8238-memary,Memary,Dedicated memory layers,schema-evolution,set-citation,schema with migration,https://github.com/kingjulio8238/Memary,real-data,Citation backfill via fallback chain (record.url),1,real-data-no-citation
memary--gh-kingjulio8238-memary,Memary,Dedicated memory layers,tombstoning,set-citation,hard-delete supported,https://github.com/kingjulio8238/Memary,real-data,Citation backfill via fallback chain (record.url),1,real-data-no-citation
memary--gh-kingjulio8238-memary,Memary,Dedicated memory layers,versioning,mark-depth-floor,not documented publicly,https://github.com/kingjulio8238/Memary,depth-floor-reached,Searched product docs / GitHub README / blog / changelog for `versioning` semantics; not documented.,5,fillable-and-missing
memary--gh-kingjulio8238-memary,Memary,Dedicated memory layers,webhooks,set-citation,no,https://github.com/kingjulio8238/Memary,real-data,Citation backfill via fallback chain (record.url),1,real-data-no-citation
memmachine--gh-memmachine-memmachine,MemMachine,Dedicated memory layers,a2a-support,mark-depth-floor,not documented publicly,https://github.com/MemMachine/MemMachine,depth-floor-reached,Searched product docs / GitHub README / blog / changelog for `a2a-support` semantics; not documented.,5,fillable-and-missing
memmachine--gh-memmachine-memmachine,MemMachine,Dedicated memory layers,consistency,mark-depth-floor,not documented publicly,https://github.com/MemMachine/MemMachine,depth-floor-reached,Searched product docs / GitHub README / blog / changelog for `consistency` semantics; not documented.,5,fillable-and-missing
memmachine--gh-memmachine-memmachine,MemMachine,Dedicated memory layers,contradiction,set-citation,LLM resolves and overwrites,https://github.com/MemMachine/MemMachine,real-data,Citation backfill via fallback chain (record.url),1,real-data-no-citation
memmachine--gh-memmachine-memmachine,MemMachine,Dedicated memory layers,created,set-citation,2025-08,https://github.com/MemMachine/MemMachine,real-data,Citation backfill via fallback chain (record.url),3,real-data-no-citation
memmachine--gh-memmachine-memmachine,MemMachine,Dedicated memory layers,forgetting,mark-depth-floor,not documented publicly,https://github.com/MemMachine/MemMachine,depth-floor-reached,Searched product docs / GitHub README / blog / changelog for `forgetting` semantics; not documented.,5,fillable-and-missing
memmachine--gh-memmachine-memmachine,MemMachine,Dedicated memory layers,import-export,mark-depth-floor,not documented publicly,https://github.com/MemMachine/MemMachine,depth-floor-reached,Searched product docs / GitHub README / blog / changelog for `import-export` semantics; not documented.,5,fillable-and-missing
memmachine--gh-memmachine-memmachine,MemMachine,Dedicated memory layers,namespace,set-citation,per-tenant,https://github.com/MemMachine/MemMachine,real-data,Citation backfill via fallback chain (record.url),1,real-data-no-citation
memmachine--gh-memmachine-memmachine,MemMachine,Dedicated memory layers,otel,mark-depth-floor,not documented publicly,https://github.com/MemMachine/MemMachine,depth-floor-reached,Searched product docs / GitHub README / blog / changelog for `otel` semantics; not documented.,5,fillable-and-missing
memmachine--gh-memmachine-memmachine,MemMachine,Dedicated memory layers,schema-evolution,set-citation,schema with migration,https://github.com/MemMachine/MemMachine,real-data,Citation backfill via fallback chain (record.url),1,real-data-no-citation
memmachine--gh-memmachine-memmachine,MemMachine,Dedicated memory layers,tombstoning,mark-depth-floor,not documented publicly,https://github.com/MemMachine/MemMachine,depth-floor-reached,Searched product docs / GitHub README / blog / changelog for `tombstoning` semantics; not documented.,5,fillable-and-missing
memmachine--gh-memmachine-memmachine,MemMachine,Dedicated memory layers,versioning,mark-depth-floor,not documented publicly,https://github.com/MemMachine/MemMachine,depth-floor-reached,Searched product docs / GitHub README / blog / changelog for `versioning` semantics; not documented.,5,fillable-and-missing
memmachine--gh-memmachine-memmachine,MemMachine,Dedicated memory layers,webhooks,mark-depth-floor,not documented publicly,https://github.com/MemMachine/MemMachine,depth-floor-reached,Searched product docs / GitHub README / blog / changelog for `webhooks` semantics; not documented.,5,fillable-and-missing
memobase--gh-memodb-io-memobase,Memobase,Dedicated memory layers,a2a-support,set-citation,not supported,https://github.com/memodb-io/memobase,real-data,Citation backfill via fallback chain (record.url),1,real-data-no-citation
memobase--gh-memodb-io-memobase,Memobase,Dedicated memory layers,anti-fit,set-citation,not for non-Claude-Code clients (some are MCP-portable),https://github.com/memodb-io/memobase,real-data,Citation backfill via fallback chain (record.url),1,real-data-no-citation
memobase--gh-memodb-io-memobase,Memobase,Dedicated memory layers,claims,set-citation,Sub-100ms retrieval. Cross-tool memory passport for Claude / Cursor / MCP-compatible agents.,https://github.com/memodb-io/memobase,real-data,Citation backfill via fallback chain (record.url),3,real-data-no-citation
memobase--gh-memodb-io-memobase,Memobase,Dedicated memory layers,consistency,mark-depth-floor,not documented publicly,https://github.com/memodb-io/memobase,depth-floor-reached,Searched product docs / GitHub README / blog / changelog for `consistency` semantics; not documented.,5,fillable-and-missing
memobase--gh-memodb-io-memobase,Memobase,Dedicated memory layers,contradiction,set-citation,LLM resolves and overwrites,https://github.com/memodb-io/memobase,real-data,Citation backfill via fallback chain (record.url),1,real-data-no-citation
memobase--gh-memodb-io-memobase,Memobase,Dedicated memory layers,created,set-citation,2024-09,https://github.com/memodb-io/memobase,real-data,Citation backfill via fallback chain (record.url),3,real-data-no-citation
memobase--gh-memodb-io-memobase,Memobase,Dedicated memory layers,forgetting,set-citation,none (permanent),https://github.com/memodb-io/memobase,real-data,Citation backfill via fallback chain (record.url),1,real-data-no-citation
memobase--gh-memodb-io-memobase,Memobase,Dedicated memory layers,mindshare,set-citation,1 inbound,https://github.com/memodb-io/memobase,real-data,Citation backfill via fallback chain (record.url),1,real-data-no-citation
memobase--gh-memodb-io-memobase,Memobase,Dedicated memory layers,namespace,set-citation,per-user,https://github.com/memodb-io/memobase,real-data,Citation backfill via fallback chain (record.url),1,real-data-no-citation
memobase--gh-memodb-io-memobase,Memobase,Dedicated memory layers,otel,set-citation,no,https://github.com/memodb-io/memobase,real-data,Citation backfill via fallback chain (record.url),1,real-data-no-citation
memobase--gh-memodb-io-memobase,Memobase,Dedicated memory layers,perf,annotate-searched-not-found,no public benchmark scores found,https://github.com/memodb-io/memobase,depth-floor-reached,Confirmed no public perf data via Google Scholar / arXiv / vendor site / GitHub README. Search queries: Memobase benchmark; Memobase evaluation results; Memobase LOCOMO score; Memobase ConvoMem score; Memobase LongMemEval score; Memobase ablation table; Memobase paper,10,fillable-and-missing
memobase--gh-memodb-io-memobase,Memobase,Dedicated memory layers,schema-evolution,set-citation,schema with migration,https://github.com/memodb-io/memobase,real-data,Citation backfill via fallback chain (record.url),1,real-data-no-citation
memobase--gh-memodb-io-memobase,Memobase,Dedicated memory layers,tombstoning,set-citation,append-only no delete,https://github.com/memodb-io/memobase,real-data,Citation backfill via fallback chain (record.url),1,real-data-no-citation
memobase--gh-memodb-io-memobase,Memobase,Dedicated memory layers,versioning,set-citation,immutable append-log,https://github.com/memodb-io/memobase,real-data,Citation backfill via fallback chain (record.url),1,real-data-no-citation
memobase--gh-memodb-io-memobase,Memobase,Dedicated memory layers,webhooks,set-citation,no,https://github.com/memodb-io/memobase,real-data,Citation backfill via fallback chain (record.url),1,real-data-no-citation
memorax-ai--eu-36kr-com,MemoraX AI,Dedicated memory layers,a2a-support,mark-depth-floor,not documented publicly,https://eu.36kr.com/en/p/3785834045583875,depth-floor-reached,Searched product docs / GitHub README / blog / changelog for `a2a-support` semantics; not documented.,5,fillable-and-missing
memorax-ai--eu-36kr-com,MemoraX AI,Dedicated memory layers,claims,set-citation,"~$10M seed (March 2026, L2F Light Source + Zhongding Capital). Claims exponential improvement in memory-training efficiency vs external-store approaches.",https://eu.36kr.com/en/p/3785834045583875,real-data,Citation backfill via fallback chain (record.url),3,real-data-no-citation
memorax-ai--eu-36kr-com,MemoraX AI,Dedicated memory layers,contradiction,set-citation,LLM resolves and overwrites,https://eu.36kr.com/en/p/3785834045583875,real-data,Citation backfill via fallback chain (record.url),1,real-data-no-citation
memorax-ai--eu-36kr-com,MemoraX AI,Dedicated memory layers,forgetting,mark-depth-floor,not documented publicly,https://eu.36kr.com/en/p/3785834045583875,depth-floor-reached,Searched product docs / GitHub README / blog / changelog for `forgetting` semantics; not documented.,5,fillable-and-missing
memorax-ai--eu-36kr-com,MemoraX AI,Dedicated memory layers,import-export,mark-depth-floor,not documented publicly,https://eu.36kr.com/en/p/3785834045583875,depth-floor-reached,Searched product docs / GitHub README / blog / changelog for `import-export` semantics; not documented.,5,fillable-and-missing
memorax-ai--eu-36kr-com,MemoraX AI,Dedicated memory layers,mcp-support,mark-depth-floor,not documented publicly,https://eu.36kr.com/en/p/3785834045583875,depth-floor-reached,Searched product docs / GitHub README / blog / changelog for `mcp-support` semantics; not documented.,5,fillable-and-missing
memorax-ai--eu-36kr-com,MemoraX AI,Dedicated memory layers,otel,mark-depth-floor,not documented publicly,https://eu.36kr.com/en/p/3785834045583875,depth-floor-reached,Searched product docs / GitHub README / blog / changelog for `otel` semantics; not documented.,5,fillable-and-missing
memorax-ai--eu-36kr-com,MemoraX AI,Dedicated memory layers,perf,annotate-searched-not-found,no public benchmark scores found,https://eu.36kr.com/en/p/3785834045583875,depth-floor-reached,Confirmed no public perf data via Google Scholar / arXiv / vendor site / GitHub README. Search queries: MemoraX AI benchmark; MemoraX AI evaluation results; MemoraX AI LOCOMO score; MemoraX AI ConvoMem score; MemoraX AI LongMemEval score; MemoraX AI ablation table; MemoraX AI paper,10,fillable-and-missing
memorax-ai--eu-36kr-com,MemoraX AI,Dedicated memory layers,schema-evolution,set-citation,schema locked,https://eu.36kr.com/en/p/3785834045583875,real-data,Citation backfill via fallback chain (record.url),1,real-data-no-citation
memorax-ai--eu-36kr-com,MemoraX AI,Dedicated memory layers,versioning,set-citation,snapshots,https://eu.36kr.com/en/p/3785834045583875,real-data,Citation backfill via fallback chain (record.url),1,real-data-no-citation
memorax-ai--eu-36kr-com,MemoraX AI,Dedicated memory layers,webhooks,mark-depth-floor,not documented publicly,https://eu.36kr.com/en/p/3785834045583875,depth-floor-reached,Searched product docs / GitHub README / blog / changelog for `webhooks` semantics; not documented.,5,fillable-and-missing
memori--gh-memorilabs-memori,Memori,Dedicated memory layers,a2a-support,mark-depth-floor,not documented publicly,https://github.com/MemoriLabs/Memori,depth-floor-reached,Searched product docs / GitHub README / blog / changelog for `a2a-support` semantics; not documented.,5,fillable-and-missing
memori--gh-memorilabs-memori,Memori,Dedicated memory layers,consistency,mark-depth-floor,not documented publicly,https://github.com/MemoriLabs/Memori,depth-floor-reached,Searched product docs / GitHub README / blog / changelog for `consistency` semantics; not documented.,5,fillable-and-missing
memori--gh-memorilabs-memori,Memori,Dedicated memory layers,contradiction,set-citation,LLM resolves and overwrites,https://github.com/MemoriLabs/Memori,real-data,Citation backfill via fallback chain (record.url),1,real-data-no-citation
memori--gh-memorilabs-memori,Memori,Dedicated memory layers,created,set-citation,2025-07,https://github.com/MemoriLabs/Memori,real-data,Citation backfill via fallback chain (record.url),3,real-data-no-citation
memori--gh-memorilabs-memori,Memori,Dedicated memory layers,forgetting,mark-depth-floor,not documented publicly,https://github.com/MemoriLabs/Memori,depth-floor-reached,Searched product docs / GitHub README / blog / changelog for `forgetting` semantics; not documented.,5,fillable-and-missing
memori--gh-memorilabs-memori,Memori,Dedicated memory layers,mindshare,mark-depth-floor,not documented publicly,https://github.com/MemoriLabs/Memori,depth-floor-reached,Searched product docs / GitHub README / blog / changelog for `mindshare` semantics; not documented.,5,fillable-and-missing
memori--gh-memorilabs-memori,Memori,Dedicated memory layers,namespace,set-citation,per-tenant,https://github.com/MemoriLabs/Memori,real-data,Citation backfill via fallback chain (record.url),1,real-data-no-citation
memori--gh-memorilabs-memori,Memori,Dedicated memory layers,otel,mark-depth-floor,not documented publicly,https://github.com/MemoriLabs/Memori,depth-floor-reached,Searched product docs / GitHub README / blog / changelog for `otel` semantics; not documented.,5,fillable-and-missing
memori--gh-memorilabs-memori,Memori,Dedicated memory layers,perf,annotate-searched-not-found,no public benchmark scores found,https://github.com/MemoriLabs/Memori,depth-floor-reached,Confirmed no public perf data via Google Scholar / arXiv / vendor site / GitHub README. Search queries: Memori benchmark; Memori evaluation results; Memori LOCOMO score; Memori ConvoMem score; Memori LongMemEval score; Memori ablation table; Memori paper,10,fillable-and-missing
memori--gh-memorilabs-memori,Memori,Dedicated memory layers,schema-evolution,set-citation,schema with migration,https://github.com/MemoriLabs/Memori,real-data,Citation backfill via fallback chain (record.url),1,real-data-no-citation
memori--gh-memorilabs-memori,Memori,Dedicated memory layers,tombstoning,mark-depth-floor,not documented publicly,https://github.com/MemoriLabs/Memori,depth-floor-reached,Searched product docs / GitHub README / blog / changelog for `tombstoning` semantics; not documented.,5,fillable-and-missing
memori--gh-memorilabs-memori,Memori,Dedicated memory layers,versioning,mark-depth-floor,not documented publicly,https://github.com/MemoriLabs/Memori,depth-floor-reached,Searched product docs / GitHub README / blog / changelog for `versioning` semantics; not documented.,5,fillable-and-missing
memori--gh-memorilabs-memori,Memori,Dedicated memory layers,webhooks,mark-depth-floor,not documented publicly,https://github.com/MemoriLabs/Memori,depth-floor-reached,Searched product docs / GitHub README / blog / changelog for `webhooks` semantics; not documented.,5,fillable-and-missing
memoria-matrixorigin--medium-com,Memoria (MatrixOrigin),Dedicated memory layers,a2a-support,set-citation,not supported,https://medium.com/@matrixorigin-database/benchmarking-memoria-on-longmemeval-strong-memory-retrieval-clear-reader-separation-ee6c89c75d76,real-data,Citation backfill via fallback chain (record.url),1,real-data-no-citation
memoria-matrixorigin--medium-com,Memoria (MatrixOrigin),Dedicated memory layers,claims,set-citation,"Reports 88.78% overall on LongMemEval-S; near-perfect single-session recall; strong on multi-session reasoning, temporal reasoning, and knowledge updates.",https://medium.com/@matrixorigin-database/benchmarking-memoria-on-longmemeval-strong-memory-retrieval-clear-reader-separation-ee6c89c75d76,real-data,Citation backfill via fallback chain (record.url),3,real-data-no-citation
memoria-matrixorigin--medium-com,Memoria (MatrixOrigin),Dedicated memory layers,consistency,mark-depth-floor,not documented publicly,https://medium.com/@matrixorigin-database/benchmarking-memoria-on-longmemeval-strong-memory-retrieval-clear-reader-separation-ee6c89c75d76,depth-floor-reached,Searched product docs / GitHub README / blog / changelog for `consistency` semantics; not documented.,5,fillable-and-missing
memoria-matrixorigin--medium-com,Memoria (MatrixOrigin),Dedicated memory layers,contradiction,mark-depth-floor,not documented publicly,https://medium.com/@matrixorigin-database/benchmarking-memoria-on-longmemeval-strong-memory-retrieval-clear-reader-separation-ee6c89c75d76,depth-floor-reached,Searched product docs / GitHub README / blog / changelog for `contradiction` semantics; not documented.,5,fillable-and-missing
memoria-matrixorigin--medium-com,Memoria (MatrixOrigin),Dedicated memory layers,forgetting,mark-depth-floor,not documented publicly,https://medium.com/@matrixorigin-database/benchmarking-memoria-on-longmemeval-strong-memory-retrieval-clear-reader-separation-ee6c89c75d76,depth-floor-reached,Searched product docs / GitHub README / blog / changelog for `forgetting` semantics; not documented.,5,fillable-and-missing
memoria-matrixorigin--medium-com,Memoria (MatrixOrigin),Dedicated memory layers,mcp-support,mark-depth-floor,not documented publicly,https://medium.com/@matrixorigin-database/benchmarking-memoria-on-longmemeval-strong-memory-retrieval-clear-reader-separation-ee6c89c75d76,depth-floor-reached,Searched product docs / GitHub README / blog / changelog for `mcp-support` semantics; not documented.,5,fillable-and-missing
memoria-matrixorigin--medium-com,Memoria (MatrixOrigin),Dedicated memory layers,namespace,mark-depth-floor,not documented publicly,https://medium.com/@matrixorigin-database/benchmarking-memoria-on-longmemeval-strong-memory-retrieval-clear-reader-separation-ee6c89c75d76,depth-floor-reached,Searched product docs / GitHub README / blog / changelog for `namespace` semantics; not documented.,5,fillable-and-missing
memoria-matrixorigin--medium-com,Memoria (MatrixOrigin),Dedicated memory layers,otel,mark-depth-floor,not documented publicly,https://medium.com/@matrixorigin-database/benchmarking-memoria-on-longmemeval-strong-memory-retrieval-clear-reader-separation-ee6c89c75d76,depth-floor-reached,Searched product docs / GitHub README / blog / changelog for `otel` semantics; not documented.,5,fillable-and-missing
