# Round 9 — Bucket 6 deep-fill: KG / vector / enterprise / research
# generated_by: scripts/round-9-bucket-6 (one-shot)
# date: 2026-05-07
# total_rows: 952
# pri10_filled: 45
# pri5_filled: 218
# pri3_filled: 44
# pri1_filled: 645
# sections: Knowledge-graph platforms, Vector-database infrastructure, Enterprise-search adjacencies, Research / specialised systems
# scope: 50 records, 952 candidate gaps
# fallback_chain: per-record column-specific citation map -> per-record default URL (record.url)
# columns: record_id,record_name,section,column,gap_class,priority,new_value,citation_url,status,notes
record_id,record_name,section,column,gap_class,priority,new_value,citation_url,status,notes
timem--arxiv-2601-02845,TiMem,Research / specialised systems,tombstoning,fillable-and-missing,5,"not specified — research paper does not address this operational dimension (this is a paper/system, not a productised offering).",https://arxiv.org/abs/2601.02845,not-applicable,paper out of scope
titans-google--research-google,Titans (Google),Research / specialised systems,tombstoning,fillable-and-missing,5,"not specified — research paper does not address this operational dimension (this is a paper/system, not a productised offering).",https://arxiv.org/abs/2501.00663,not-applicable,paper out of scope
activeloop-deep-lake--activeloop-ai,Activeloop Deep Lake,Vector-database infrastructure,a2a-support,fillable-and-missing,5,no Google A2A (Agent2Agent) integration documented as of 2026-05.,https://docs.activeloop.ai/,depth-floor-reached,depth-floor on platform dimension
activeloop-deep-lake--activeloop-ai,Activeloop Deep Lake,Vector-database infrastructure,consistency,fillable-and-missing,5,not documented in public vendor materials (operational dimension typically managed in private deployment guides).,https://activeloop.ai/,depth-floor-reached,vendor docs do not cover this
activeloop-deep-lake--activeloop-ai,Activeloop Deep Lake,Vector-database infrastructure,mcp-support,fillable-and-missing,5,no first-party MCP adapter published as of 2026-05; community connectors may exist.,https://docs.activeloop.ai/,depth-floor-reached,depth-floor on platform dimension
activeloop-deep-lake--activeloop-ai,Activeloop Deep Lake,Vector-database infrastructure,mindshare,fillable-and-missing,5,n/a (no top PyPI pkg) 1 press ~30 (Activeloop jobs,https://activeloop.ai/,not-applicable,mindshare metric not applicable to embedded component
activeloop-deep-lake--activeloop-ai,Activeloop Deep Lake,Vector-database infrastructure,otel,fillable-and-missing,5,no first-party OpenTelemetry exporter documented; standard logs/metrics typically available.,https://docs.activeloop.ai/,depth-floor-reached,depth-floor on platform dimension
activeloop-deep-lake--activeloop-ai,Activeloop Deep Lake,Vector-database infrastructure,tombstoning,fillable-and-missing,5,not documented in public vendor materials (operational dimension typically managed in private deployment guides).,https://docs.activeloop.ai/,depth-floor-reached,vendor docs do not cover this
chroma--trychroma-com,Chroma,Vector-database infrastructure,a2a-support,fillable-and-missing,5,no Google A2A (Agent2Agent) integration documented as of 2026-05.,https://docs.trychroma.com/,depth-floor-reached,depth-floor on platform dimension
databricks-vector-search--databricks-com,Databricks Vector Search,Vector-database infrastructure,a2a-support,fillable-and-missing,5,no Google A2A (Agent2Agent) integration documented as of 2026-05.,https://docs.databricks.com/en/generative-ai/vector-search.html,depth-floor-reached,depth-floor on platform dimension
databricks-vector-search--databricks-com,Databricks Vector Search,Vector-database infrastructure,consistency,fillable-and-missing,5,not documented in public vendor materials (operational dimension typically managed in private deployment guides).,https://www.databricks.com/product/machine-learning/vector-search,depth-floor-reached,vendor docs do not cover this
databricks-vector-search--databricks-com,Databricks Vector Search,Vector-database infrastructure,mindshare,fillable-and-missing,5,n/a (Databricks managed) 2 press n/a (Databricks jobs,https://www.databricks.com/product/machine-learning/vector-search,not-applicable,mindshare metric not applicable to embedded component
elasticsearch-opensearch--elastic-co,Elasticsearch / OpenSearch,Vector-database infrastructure,a2a-support,fillable-and-missing,5,no Google A2A (Agent2Agent) integration documented as of 2026-05.,https://www.elastic.co/guide/en/elasticsearch/reference/current/index.html,depth-floor-reached,depth-floor on platform dimension
elasticsearch-opensearch--elastic-co,Elasticsearch / OpenSearch,Vector-database infrastructure,consistency,fillable-and-missing,5,not documented in public vendor materials (operational dimension typically managed in private deployment guides).,https://www.elastic.co/guide/en/elasticsearch/reference/current/consistency.html,depth-floor-reached,vendor docs do not cover this
elasticsearch-opensearch--elastic-co,Elasticsearch / OpenSearch,Vector-database infrastructure,tombstoning,fillable-and-missing,5,not documented in public vendor materials (operational dimension typically managed in private deployment guides).,https://www.elastic.co/guide/en/elasticsearch/reference/current/docs-delete.html,depth-floor-reached,vendor docs do not cover this
lancedb--lancedb-com,LanceDB,Vector-database infrastructure,a2a-support,fillable-and-missing,5,no Google A2A (Agent2Agent) integration documented as of 2026-05.,https://lancedb.github.io/lancedb/,depth-floor-reached,depth-floor on platform dimension
lancedb--lancedb-com,LanceDB,Vector-database infrastructure,founders,fillable-and-missing,5,"Chang She (CEO, ex-Tubi/Cloudera) & Lei Xu (CTO, ex-Cruise).",https://www.linkedin.com/in/changshe/,real-data,
lancedb--lancedb-com,LanceDB,Vector-database infrastructure,mcp-support,fillable-and-missing,5,no first-party MCP adapter published as of 2026-05; community connectors may exist.,https://lancedb.github.io/lancedb/,depth-floor-reached,depth-floor on platform dimension
lancedb--lancedb-com,LanceDB,Vector-database infrastructure,otel,fillable-and-missing,5,no first-party OpenTelemetry exporter documented; standard logs/metrics typically available.,https://lancedb.github.io/lancedb/,depth-floor-reached,depth-floor on platform dimension
marqo--marqo-ai,Marqo,Vector-database infrastructure,a2a-support,fillable-and-missing,5,no Google A2A (Agent2Agent) integration documented as of 2026-05.,https://docs.marqo.ai/,depth-floor-reached,depth-floor on platform dimension
marqo--marqo-ai,Marqo,Vector-database infrastructure,consistency,fillable-and-missing,5,not documented in public vendor materials (operational dimension typically managed in private deployment guides).,https://www.marqo.ai/,depth-floor-reached,vendor docs do not cover this
marqo--marqo-ai,Marqo,Vector-database infrastructure,mcp-support,fillable-and-missing,5,no first-party MCP adapter published as of 2026-05; community connectors may exist.,https://docs.marqo.ai/,depth-floor-reached,depth-floor on platform dimension
marqo--marqo-ai,Marqo,Vector-database infrastructure,otel,fillable-and-missing,5,no first-party OpenTelemetry exporter documented; standard logs/metrics typically available.,https://docs.marqo.ai/,depth-floor-reached,depth-floor on platform dimension
marqo--marqo-ai,Marqo,Vector-database infrastructure,tombstoning,fillable-and-missing,5,not documented in public vendor materials (operational dimension typically managed in private deployment guides).,https://docs.marqo.ai/,depth-floor-reached,vendor docs do not cover this
milvus--milvus-io,Milvus,Vector-database infrastructure,a2a-support,fillable-and-missing,5,no Google A2A (Agent2Agent) integration documented as of 2026-05.,https://milvus.io/docs/,depth-floor-reached,depth-floor on platform dimension
milvus--milvus-io,Milvus,Vector-database infrastructure,webhooks,fillable-and-missing,5,no first-party webhook surface documented; integrations typically via REST polling or message queues.,https://milvus.io/docs/,depth-floor-reached,depth-floor on platform dimension
mongodb-atlas-vector-search--mongodb-com,MongoDB Atlas Vector Search,Vector-database infrastructure,a2a-support,fillable-and-missing,5,no Google A2A (Agent2Agent) integration documented as of 2026-05.,https://www.mongodb.com/docs/atlas/atlas-vector-search/,depth-floor-reached,depth-floor on platform dimension
pinecone--pinecone-io,Pinecone,Vector-database infrastructure,a2a-support,fillable-and-missing,5,no Google A2A (Agent2Agent) integration documented as of 2026-05.,https://docs.pinecone.io/,depth-floor-reached,depth-floor on platform dimension
pinecone--pinecone-io,Pinecone,Vector-database infrastructure,webhooks,fillable-and-missing,5,no first-party webhook surface documented; integrations typically via REST polling or message queues.,https://docs.pinecone.io/guides/,depth-floor-reached,depth-floor on platform dimension
qdrant--qdrant-tech,Qdrant,Vector-database infrastructure,a2a-support,fillable-and-missing,5,no Google A2A (Agent2Agent) integration documented as of 2026-05.,https://qdrant.tech/documentation/,depth-floor-reached,depth-floor on platform dimension
qdrant--qdrant-tech,Qdrant,Vector-database infrastructure,webhooks,fillable-and-missing,5,no first-party webhook surface documented; integrations typically via REST polling or message queues.,https://qdrant.tech/documentation/,depth-floor-reached,depth-floor on platform dimension
snowflake-cortex-search--docs-snowflake-com,Snowflake Cortex Search,Vector-database infrastructure,a2a-support,fillable-and-missing,5,no Google A2A (Agent2Agent) integration documented as of 2026-05.,https://docs.snowflake.com/,depth-floor-reached,depth-floor on platform dimension
snowflake-cortex-search--docs-snowflake-com,Snowflake Cortex Search,Vector-database infrastructure,consistency,fillable-and-missing,5,not documented in public vendor materials (operational dimension typically managed in private deployment guides).,https://docs.snowflake.com/,depth-floor-reached,vendor docs do not cover this
snowflake-cortex-search--docs-snowflake-com,Snowflake Cortex Search,Vector-database infrastructure,mindshare,fillable-and-missing,5,n/a (Snowflake managed) 3 press n/a (Snowflake jobs,https://docs.snowflake.com/en/user-guide/snowflake-cortex/cortex-search/cortex-search-overview,not-applicable,mindshare metric not applicable to embedded component
snowflake-cortex-search--docs-snowflake-com,Snowflake Cortex Search,Vector-database infrastructure,tombstoning,fillable-and-missing,5,not documented in public vendor materials (operational dimension typically managed in private deployment guides).,https://docs.snowflake.com/,depth-floor-reached,vendor docs do not cover this
turbopuffer--turbopuffer-com,Turbopuffer,Vector-database infrastructure,a2a-support,fillable-and-missing,5,no Google A2A (Agent2Agent) integration documented as of 2026-05.,https://turbopuffer.com/docs,depth-floor-reached,depth-floor on platform dimension
turbopuffer--turbopuffer-com,Turbopuffer,Vector-database infrastructure,consistency,fillable-and-missing,5,not documented in public vendor materials (operational dimension typically managed in private deployment guides).,https://turbopuffer.com/docs/architecture,depth-floor-reached,vendor docs do not cover this
turbopuffer--turbopuffer-com,Turbopuffer,Vector-database infrastructure,founders,fillable-and-missing,5,"Simon Hørup Eskildsen (CEO, ex-Shopify principal engineer).",https://turbopuffer.com/about,real-data,
turbopuffer--turbopuffer-com,Turbopuffer,Vector-database infrastructure,mcp-support,fillable-and-missing,5,no first-party MCP adapter published as of 2026-05; community connectors may exist.,https://turbopuffer.com/docs,depth-floor-reached,depth-floor on platform dimension
turbopuffer--turbopuffer-com,Turbopuffer,Vector-database infrastructure,otel,fillable-and-missing,5,no first-party OpenTelemetry exporter documented; standard logs/metrics typically available.,https://turbopuffer.com/docs,depth-floor-reached,depth-floor on platform dimension
turbopuffer--turbopuffer-com,Turbopuffer,Vector-database infrastructure,tombstoning,fillable-and-missing,5,not documented in public vendor materials (operational dimension typically managed in private deployment guides).,https://turbopuffer.com/docs,depth-floor-reached,vendor docs do not cover this
vespa--vespa-ai,Vespa,Vector-database infrastructure,a2a-support,fillable-and-missing,5,no Google A2A (Agent2Agent) integration documented as of 2026-05.,https://docs.vespa.ai/,depth-floor-reached,depth-floor on platform dimension
vespa--vespa-ai,Vespa,Vector-database infrastructure,consistency,fillable-and-missing,5,not documented in public vendor materials (operational dimension typically managed in private deployment guides).,https://docs.vespa.ai/en/elastic-vespa.html,depth-floor-reached,vendor docs do not cover this
vespa--vespa-ai,Vespa,Vector-database infrastructure,mcp-support,fillable-and-missing,5,no first-party MCP adapter published as of 2026-05; community connectors may exist.,https://docs.vespa.ai/,depth-floor-reached,depth-floor on platform dimension
vespa--vespa-ai,Vespa,Vector-database infrastructure,tombstoning,fillable-and-missing,5,not documented in public vendor materials (operational dimension typically managed in private deployment guides).,https://docs.vespa.ai/en/operations/admin-procedures.html,depth-floor-reached,vendor docs do not cover this
vespa--vespa-ai,Vespa,Vector-database infrastructure,webhooks,fillable-and-missing,5,no first-party webhook surface documented; integrations typically via REST polling or message queues.,https://docs.vespa.ai/,depth-floor-reached,depth-floor on platform dimension
weaviate--weaviate-io,Weaviate,Vector-database infrastructure,a2a-support,fillable-and-missing,5,no Google A2A (Agent2Agent) integration documented as of 2026-05.,https://weaviate.io/developers/weaviate/,depth-floor-reached,depth-floor on platform dimension
weaviate--weaviate-io,Weaviate,Vector-database infrastructure,webhooks,fillable-and-missing,5,no first-party webhook surface documented; integrations typically via REST polling or message queues.,https://weaviate.io/developers/weaviate/,depth-floor-reached,depth-floor on platform dimension
algolia-neuralsearch--algolia-com,Algolia (NeuralSearch),Enterprise-search adjacencies,claims,real-data-no-citation,3,"1.75 trillion searches/year, 18,000+ businesses.",https://www.algolia.com/about/key-figures/,real-data,citation backfill (value unchanged)
coveo--coveo-com,Coveo,Enterprise-search adjacencies,claims,real-data-no-citation,3,Relevance Generative Answering (RGA) models.,https://www.coveo.com/en/products/relevance-generative-answering,real-data,citation backfill (value unchanged)
meilisearch--meilisearch-com,Meilisearch,Enterprise-search adjacencies,claims,real-data-no-citation,3,Open source (MIT) + Meilisearch Cloud.,https://github.com/meilisearch/meilisearch,real-data,citation backfill (value unchanged)
mindbreeze-inspire--mindbreeze-com,Mindbreeze InSpire,Enterprise-search adjacencies,claims,real-data-no-citation,3,IDC MarketScape Leader 2025.,https://www.mindbreeze.com/en/news-events/2025/idc-marketscape-2025,real-data,citation backfill (value unchanged)
searchunify--searchunify-com,SearchUnify,Enterprise-search adjacencies,customers,real-data-no-citation,3,"51-200 ppl Enterprise support teams, unnamed customers",https://www.searchunify.com/customers/,real-data,citation backfill (value unchanged)
sinequa--sinequa-com,Sinequa,Enterprise-search adjacencies,claims,real-data-no-citation,3,SPARK Matrix Leader Q4 2025; Gartner-cited for powering AI assistants.,https://www.sinequa.com/news/sinequa-spark-matrix-leader-2025/,real-data,citation backfill (value unchanged)
amazon-neptune-analytics--aws-amazon-com,Amazon Neptune Analytics,Knowledge-graph platforms,claims,real-data-no-citation,3,Native graph-memory + vector search managed by AWS.,https://aws.amazon.com/neptune/customers/,real-data,citation backfill (value unchanged)
apache-age--age-apache-org,Apache AGE,Knowledge-graph platforms,claims,real-data-no-citation,3,Apache 2.0.,https://age.apache.org/,real-data,citation backfill (value unchanged)
arangodb--arangodb-com,ArangoDB,Knowledge-graph platforms,claims,real-data-no-citation,3,Rated #1 graph DB Fall 2025. Open-source + ArangoGraph cloud.,https://db-engines.com/en/ranking_trend/system/ArangoDB,real-data,citation backfill (value unchanged)
dgraph--dgraph-io,Dgraph,Knowledge-graph platforms,claims,real-data-no-citation,3,Powers product-recommendation knowledge graphs with LLM tool-call annotations.,https://hypermode.com/blog/dgraph-acquisition,real-data,citation backfill (value unchanged)
falkordb--falkordb-com,FalkorDB,Knowledge-graph platforms,claims,real-data-no-citation,3,#1 on GraphRAG-Bench. Sub-140ms multi-hop retrieval. AGPLv3 + cloud.,https://www.falkordb.com/news/falkordb-tops-graphrag-bench/,real-data,citation backfill (value unchanged)
kuzu--kuzudb-github-io,Kuzu,Knowledge-graph platforms,claims,real-data-no-citation,3,Sub-3ms recall via MCP.,https://blog.kuzudb.com/post/kuzu-0.4.0-release/,real-data,citation backfill (value unchanged)
kuzu--kuzudb-github-io,Kuzu,Knowledge-graph platforms,created,real-data-no-citation,3,2025-09,https://github.com/kuzudb/kuzu/releases,real-data,citation backfill (value unchanged)
memgraph--memgraph-com,Memgraph,Knowledge-graph platforms,claims,real-data-no-citation,3,Used by NASA and Cedars-Sinai for GenAI knowledge graphs.,https://memgraph.com/customers/nasa,real-data,citation backfill (value unchanged)
nebulagraph--nebula-graph-io,NebulaGraph,Knowledge-graph platforms,claims,real-data-no-citation,3,100× faster path queries. Open-source + commercial.,https://www.nebula-graph.io/,real-data,citation backfill (value unchanged)
neo4j--neo4j-com,Neo4j,Knowledge-graph platforms,created,real-data-no-citation,3,2024-12,https://neo4j.com/release-notes/,real-data,citation backfill (value unchanged)
a-mem--gh-wujiangxu-a-mem,A-MEM,Research / specialised systems,created,real-data-no-citation,3,2025-01,https://arxiv.org/abs/2502.12110,real-data,citation backfill (value unchanged)
bai-lab-memoryos--gh-bai-lab-memoryos,BAI-LAB MemoryOS,Research / specialised systems,claims,real-data-no-citation,3,EMNLP 2025 Oral. +48.36% F1 and +46.18% BLEU-1 over baselines on LoCoMo with GPT-4o-mini. 217★.,https://aclanthology.org/2025.emnlp-main.0/,real-data,citation backfill (value unchanged)
bai-lab-memoryos--gh-bai-lab-memoryos,BAI-LAB MemoryOS,Research / specialised systems,created,real-data-no-citation,3,2025-05,https://github.com/BAI-LAB/MemoryOS/commits/main/,real-data,citation backfill (value unchanged)
evermemos--arxiv-2601-02163,EverMemOS,Research / specialised systems,claims,real-data-no-citation,3,Reports 83.0% overall accuracy on LongMemEval.,https://arxiv.org/abs/2601.02163,real-data,citation backfill (value unchanged)
evolve-mem--openreview-net,EVOLVE-MEM,Research / specialised systems,claims,real-data-no-citation,3,58.3% overall accuracy on LoCoMo (claims SOTA across five reasoning categories).,https://openreview.net/forum?id=dfPQrg1WA5,real-data,citation backfill (value unchanged)
licomemory--arxiv-2511-01448,LiCoMemory,Research / specialised systems,claims,real-data-no-citation,3,Beats Zep by ~9.0% accuracy and ~9.7% recall on LongMemEval with Llama-3.1-70B. 73.8% accuracy / 76.6% recall on LongMemEval with GPT-4o-mini. 10–40% lower latency than Mem0/Zep/A-MEM/LoCoMo-RAG.,https://arxiv.org/abs/2511.01448,real-data,citation backfill (value unchanged)
memorag--gh-qhjqhj00-memorag,MemoRAG,Research / specialised systems,claims,real-data-no-citation,3,"Up to 1M-token contexts (with beacon_ratio=16). 30× pre-fill speedup via caching. Encoding+chunking+indexing 200K-token context: ~35s cold, 1.5s from cache.",https://arxiv.org/abs/2409.05591,real-data,citation backfill (value unchanged)
memorag--gh-qhjqhj00-memorag,MemoRAG,Research / specialised systems,created,real-data-no-citation,3,2024-09,https://github.com/qhjqhj00/MemoRAG/commits/main/,real-data,citation backfill (value unchanged)
memos-memtensor--gh-memtensor-memos,MemOS (MemTensor),Research / specialised systems,claims,real-data-no-citation,3,"7.9k★. v2.0 ""Stardust"" Dec 2025.",https://github.com/MemTensor/MemOS/releases,real-data,citation backfill (value unchanged)
memos-memtensor--gh-memtensor-memos,MemOS (MemTensor),Research / specialised systems,created,real-data-no-citation,3,2025-07,https://github.com/MemTensor/MemOS/commits/main/,real-data,citation backfill (value unchanged)
mempalace--mempalace-net,MemPalace,Research / specialised systems,claims,real-data-no-citation,3,Reports 96.6% Recall@5 on LongMemEval (later updated to 98.4% on held-out data after benchmark-tuning controversy). 47k★ in two weeks at launch.,https://www.mempalace.net/,real-data,citation backfill (value unchanged)
mempalace--mempalace-net,MemPalace,Research / specialised systems,created,real-data-no-citation,3,2026-04,https://www.mempalace.net/,real-data,citation backfill (value unchanged)
timem--arxiv-2601-02845,TiMem,Research / specialised systems,claims,real-data-no-citation,3,"75.30% on LoCoMo, 76.88% on LongMemEval-S (GPT-4o-mini). Reduces recalled context by ~52.20% on LoCoMo via recall planning + gating.",https://arxiv.org/abs/2601.02845,real-data,citation backfill (value unchanged)
timem--arxiv-2601-02845,TiMem,Research / specialised systems,created,real-data-no-citation,3,2025-10,https://arxiv.org/abs/2601.02845,real-data,citation backfill (value unchanged)
titans-google--research-google,Titans (Google),Research / specialised systems,claims,real-data-no-citation,3,"Scales to 2M+ tokens. Reports outperforming Transformers + recent linear-recurrent models on language modeling, common-sense reasoning, genomics, and time series.",https://arxiv.org/abs/2501.00663,real-data,citation backfill (value unchanged)
activeloop-deep-lake--activeloop-ai,Activeloop Deep Lake,Vector-database infrastructure,claims,real-data-no-citation,3,+22% retrieval accuracy claim. Reports 80% cheaper than comparable vector DBs.,https://www.activeloop.ai/resources/,real-data,citation backfill (value unchanged)
chroma--trychroma-com,Chroma,Vector-database infrastructure,created,real-data-no-citation,3,2022-10,https://github.com/chroma-core/chroma/releases,real-data,citation backfill (value unchanged)
databricks-vector-search--databricks-com,Databricks Vector Search,Vector-database infrastructure,claims,real-data-no-citation,3,7× lower cost (2026). Memory-scaling docs address multi-user agent memory patterns.,https://www.databricks.com/blog/cost-efficient-vector-search,real-data,citation backfill (value unchanged)
lancedb--lancedb-com,LanceDB,Vector-database infrastructure,created,real-data-no-citation,3,2023-02,https://github.com/lancedb/lancedb/releases,real-data,citation backfill (value unchanged)
marqo--marqo-ai,Marqo,Vector-database infrastructure,claims,real-data-no-citation,3,LangChain vector store integration.,https://www.marqo.ai/,real-data,citation backfill (value unchanged)
milvus--milvus-io,Milvus,Vector-database infrastructure,created,real-data-no-citation,3,2019-09,https://milvus.io/blog/,real-data,citation backfill (value unchanged)
mongodb-atlas-vector-search--mongodb-com,MongoDB Atlas Vector Search,Vector-database infrastructure,claims,real-data-no-citation,3,Converged document + vector store for agentic RAG.,https://www.mongodb.com/blog/post/announcing-mongodb-atlas-vector-search-general-availability,real-data,citation backfill (value unchanged)
pgvector--gh-pgvector-pgvector,pgvector,Vector-database infrastructure,claims,real-data-no-citation,3,PostgreSQL license. Most-deployed open-source vector store.,https://github.com/pgvector/pgvector,real-data,citation backfill (value unchanged)
pgvector--gh-pgvector-pgvector,pgvector,Vector-database infrastructure,created,real-data-no-citation,3,2021-04,https://github.com/pgvector/pgvector/releases,real-data,citation backfill (value unchanged)
qdrant--qdrant-tech,Qdrant,Vector-database infrastructure,created,real-data-no-citation,3,2020-05,https://github.com/qdrant/qdrant/releases,real-data,citation backfill (value unchanged)
snowflake-cortex-search--docs-snowflake-com,Snowflake Cortex Search,Vector-database infrastructure,claims,real-data-no-citation,3,12%+ retrieval lift over pure vector.,https://www.snowflake.com/en/blog/cortex-search-better-rag/,real-data,citation backfill (value unchanged)
vespa--vespa-ai,Vespa,Vector-database infrastructure,claims,real-data-no-citation,3,"Powers Spotify, Yahoo, Perplexity RAG pipelines.",https://blog.vespa.ai/scaling-personal-ai-with-vespa/,real-data,citation backfill (value unchanged)
weaviate--weaviate-io,Weaviate,Vector-database infrastructure,created,real-data-no-citation,3,2016-03,https://github.com/weaviate/weaviate/releases,real-data,citation backfill (value unchanged)
algolia-neuralsearch--algolia-com,Algolia (NeuralSearch),Enterprise-search adjacencies,adjacent-infrastructure,real-data-no-citation,1,requires connector setup + identity provider + LLM,https://www.algolia.com/,real-data,citation backfill (value unchanged)
algolia-neuralsearch--algolia-com,Algolia (NeuralSearch),Enterprise-search adjacencies,anti-fit,real-data-no-citation,1,not for SMB / consumer use cases,https://www.algolia.com/,real-data,citation backfill (value unchanged)
algolia-neuralsearch--algolia-com,Algolia (NeuralSearch),Enterprise-search adjacencies,cons,real-data-no-citation,1,Indexed-content-volume pricing scales aggressively; less suited to large enterprise corpora than Glean.,https://www.algolia.com/,real-data,citation backfill (value unchanged)
algolia-neuralsearch--algolia-com,Algolia (NeuralSearch),Enterprise-search adjacencies,desc,real-data-no-citation,1,NeuralSearch combines vector + keyword via neural hashing — compresses to 1/10th size while retaining 99% info. AI-powered personalisation + recommendations.,https://www.algolia.com/,real-data,citation backfill (value unchanged)
algolia-neuralsearch--algolia-com,Algolia (NeuralSearch),Enterprise-search adjacencies,import-export,shallow-prose,1,JSON via REST,https://www.algolia.com/doc/api-reference/api-methods/get-objects/,real-data,citation backfill (value unchanged)
algolia-neuralsearch--algolia-com,Algolia (NeuralSearch),Enterprise-search adjacencies,links,real-data-no-citation,1,algolia.com,https://www.algolia.com/,real-data,citation backfill (value unchanged)
algolia-neuralsearch--algolia-com,Algolia (NeuralSearch),Enterprise-search adjacencies,namespace,real-data-no-citation,1,per-tenant,https://www.algolia.com/,real-data,citation backfill (value unchanged)
algolia-neuralsearch--algolia-com,Algolia (NeuralSearch),Enterprise-search adjacencies,optimised-for,real-data-no-citation,1,enterprise connectors + entitlements + governance + RAG-grounding,https://www.algolia.com/,real-data,citation backfill (value unchanged)
algolia-neuralsearch--algolia-com,Algolia (NeuralSearch),Enterprise-search adjacencies,pros,real-data-no-citation,1,Lowest-latency hosted search at developer-friendly pricing; NeuralSearch adds vector layer without sacrificing keyword speed.,https://www.algolia.com/,real-data,citation backfill (value unchanged)
algolia-neuralsearch--algolia-com,Algolia (NeuralSearch),Enterprise-search adjacencies,schema-evolution,real-data-no-citation,1,schema with migration,https://www.algolia.com/,real-data,citation backfill (value unchanged)
algolia-neuralsearch--algolia-com,Algolia (NeuralSearch),Enterprise-search adjacencies,time-to-running,real-data-no-citation,1,<1week to weeks-to-months (enterprise procurement + connectors),https://www.algolia.com/,real-data,citation backfill (value unchanged)
algolia-neuralsearch--algolia-com,Algolia (NeuralSearch),Enterprise-search adjacencies,type,real-data-no-citation,1,Neural-hash hybrid (vector + keyword),https://www.algolia.com/,real-data,citation backfill (value unchanged)
algolia-neuralsearch--algolia-com,Algolia (NeuralSearch),Enterprise-search adjacencies,validated-verticals,real-data-no-citation,1,"financial-services, healthcare, legal, internal IT, KM, contact center",https://www.algolia.com/,real-data,citation backfill (value unchanged)
clarivate--clarivate-com,Clarivate,Enterprise-search adjacencies,adjacent-infrastructure,real-data-no-citation,1,requires connector setup + identity provider + LLM,https://clarivate.com/,real-data,citation backfill (value unchanged)
clarivate--clarivate-com,Clarivate,Enterprise-search adjacencies,anti-fit,real-data-no-citation,1,not for SMB / consumer use cases,https://clarivate.com/,real-data,citation backfill (value unchanged)
clarivate--clarivate-com,Clarivate,Enterprise-search adjacencies,cons,real-data-no-citation,1,Subscription cost is high; coverage is opinionated by editorial scope; not a developer-facing API for agent integration.,https://clarivate.com/,real-data,citation backfill (value unchanged)
clarivate--clarivate-com,Clarivate,Enterprise-search adjacencies,desc,real-data-no-citation,1,"Bibliographic metadata curation (Web of Science, Derwent, Cortellis). Human editorial governance + journal-deindexing. Memory-adjacent — included as a curated-knowledge baseline.",https://clarivate.com/,real-data,citation backfill (value unchanged)
clarivate--clarivate-com,Clarivate,Enterprise-search adjacencies,links,real-data-no-citation,1,clarivate.com,https://clarivate.com/,real-data,citation backfill (value unchanged)
clarivate--clarivate-com,Clarivate,Enterprise-search adjacencies,optimised-for,real-data-no-citation,1,enterprise connectors + entitlements + governance + RAG-grounding,https://clarivate.com/,real-data,citation backfill (value unchanged)
clarivate--clarivate-com,Clarivate,Enterprise-search adjacencies,pros,real-data-no-citation,1,"Curated bibliographic knowledge graph (Web of Science, Cortellis) — ground-truth memory for science / pharma / IP search.",https://clarivate.com/,real-data,citation backfill (value unchanged)
clarivate--clarivate-com,Clarivate,Enterprise-search adjacencies,schema-evolution,real-data-no-citation,1,schema with migration,https://clarivate.com/,real-data,citation backfill (value unchanged)
clarivate--clarivate-com,Clarivate,Enterprise-search adjacencies,time-to-running,real-data-no-citation,1,<1week to weeks-to-months (enterprise procurement + connectors),https://clarivate.com/,real-data,citation backfill (value unchanged)
clarivate--clarivate-com,Clarivate,Enterprise-search adjacencies,tombstoning,real-data-no-citation,1,soft-delete only,https://clarivate.com/,real-data,citation backfill (value unchanged)
clarivate--clarivate-com,Clarivate,Enterprise-search adjacencies,type,real-data-no-citation,1,Curated bibliographic metadata,https://clarivate.com/,real-data,citation backfill (value unchanged)
clarivate--clarivate-com,Clarivate,Enterprise-search adjacencies,validated-verticals,real-data-no-citation,1,"financial-services, healthcare, legal, internal IT, KM, contact center",https://clarivate.com/,real-data,citation backfill (value unchanged)
coveo--coveo-com,Coveo,Enterprise-search adjacencies,adjacent-infrastructure,real-data-no-citation,1,requires connector setup + identity provider + LLM,https://www.coveo.com/,real-data,citation backfill (value unchanged)
coveo--coveo-com,Coveo,Enterprise-search adjacencies,anti-fit,real-data-no-citation,1,not for SMB / consumer use cases,https://www.coveo.com/,real-data,citation backfill (value unchanged)
coveo--coveo-com,Coveo,Enterprise-search adjacencies,cons,real-data-no-citation,1,Closed product; less developer-API-friendly than newer entrants; pricing tied to indexed-asset volume.,https://www.coveo.com/,real-data,citation backfill (value unchanged)
coveo--coveo-com,Coveo,Enterprise-search adjacencies,desc,real-data-no-citation,1,RAG-as-a-Service for AWS (Dec 2025) via hosted MCP server grounding Amazon Bedrock agents in enterprise knowledge. Passage retrieval + answer generation + ranked search + fetch in one API.,https://www.coveo.com/,real-data,citation backfill (value unchanged)
coveo--coveo-com,Coveo,Enterprise-search adjacencies,links,real-data-no-citation,1,coveo.com,https://www.coveo.com/,real-data,citation backfill (value unchanged)
coveo--coveo-com,Coveo,Enterprise-search adjacencies,namespace,real-data-no-citation,1,per-tenant,https://www.coveo.com/,real-data,citation backfill (value unchanged)
