# Round 9 — Path A quintet citation backfill
# generated_by: scripts/path_a_quintet.py
# source: web/landscape.json
# total_rows: 2575
# matched_cells (status=real-data, citation=null): 2575
# resolved: 2570
# unresolvable: 5
# per_column_resolved:
#   desc: 514
#   type: 514
#   pros: 514
#   cons: 514
#   links: 514
# per_source_resolved:
#   record.url: 2510
#   cells.gh.citation: 5
#   cells.created.citation: 55
# fallback_chain: record.url -> cells.gh.citation -> cells.created.citation -> unresolvable
# columns: record_id,record_name,column,new_value,citation_url,status
record_id,record_name,column,new_value,citation_url,status
diffbot--diffbot-com,Diffbot,type,Auto-extracted KG from web crawl,https://www.diffbot.com/,real-data
diffbot--diffbot-com,Diffbot,pros,"Pre-built knowledge graph of the web (KGoW) — you don't build the graph, you query someone else's; saves enormous extraction cost.",https://www.diffbot.com/,real-data
diffbot--diffbot-com,Diffbot,cons,Quality is bounded by Diffbot's extraction; no schema control; not appropriate for proprietary internal data.,https://www.diffbot.com/,real-data
diffbot--diffbot-com,Diffbot,links,diffbot.com Knowledge Graph,https://www.diffbot.com/,real-data
differentiable-search-index-dsi--arxiv-2202-06991,Differentiable Search Index (DSI),desc,Encodes entire document corpora directly into Transformer parameters; the model itself becomes the index.,https://arxiv.org/abs/2202.06991,real-data
differentiable-search-index-dsi--arxiv-2202-06991,Differentiable Search Index (DSI),type,Corpus encoded into model weights,https://arxiv.org/abs/2202.06991,real-data
differentiable-search-index-dsi--arxiv-2202-06991,Differentiable Search Index (DSI),pros,Search index encoded entirely in model parameters; novel paradigm for retrieval.,https://arxiv.org/abs/2202.06991,real-data
differentiable-search-index-dsi--arxiv-2202-06991,Differentiable Search Index (DSI),cons,Doesn't scale to billions of documents; updating index requires retraining.,https://arxiv.org/abs/2202.06991,real-data
differentiable-search-index-dsi--arxiv-2202-06991,Differentiable Search Index (DSI),links,arxiv 2202.06991,https://arxiv.org/abs/2202.06991,real-data
dreamer-4--arxiv-2509-24527,Dreamer 4,desc,"Hafner / Yan. Solves control tasks by training agents inside a fast, accurate world model.",https://arxiv.org/abs/2509.24527,real-data
dreamer-4--arxiv-2509-24527,Dreamer 4,type,Scalable agent in fast world model,https://arxiv.org/abs/2509.24527,real-data
dreamer-4--arxiv-2509-24527,Dreamer 4,pros,Latest Dreamer iteration with improved long-horizon prediction.,https://arxiv.org/abs/2509.24527,real-data
dreamer-4--arxiv-2509-24527,Dreamer 4,cons,Preprint; benchmark-only deployment.,https://arxiv.org/abs/2509.24527,real-data
dreamer-4--arxiv-2509-24527,Dreamer 4,links,arxiv 2509.24527,https://arxiv.org/abs/2509.24527,real-data
dreamerv3--arxiv-2301-04104,DreamerV3,desc,"Hafner et al. General world-model agent. Symlog observation, KL balance, RMSNorm, Block GRU.",https://arxiv.org/abs/2301.04104,real-data
dreamerv3--arxiv-2301-04104,DreamerV3,type,Model-based RL with imagination,https://arxiv.org/abs/2301.04104,real-data
dreamerv3--arxiv-2301-04104,DreamerV3,pros,World-model RL state-of-the-art across diverse tasks without per-task tuning.,https://arxiv.org/abs/2301.04104,real-data
dreamerv3--arxiv-2301-04104,DreamerV3,cons,Research benchmark scope; not deployed in production agents.,https://arxiv.org/abs/2301.04104,real-data
dreamerv3--arxiv-2301-04104,DreamerV3,links,arxiv 2301.04104 Nature GitHub danijar/dreamerv3,https://arxiv.org/abs/2301.04104,real-data
dspy-history--dspy-ai,DSPy History,desc,"dspy.History primitive — typed field holding messages: list[dict] that slots into any Signature . No persistent memory of its own; purely a structured context-injection contract. DSPy's optimisation loop (MIPRO, BootstrapFewShot) treats historical turns as trainable few-shot structure.",https://dspy.ai/api/primitives/History/,real-data
dspy-history--dspy-ai,DSPy History,type,Signature-field / prompt-injection contract,https://dspy.ai/api/primitives/History/,real-data
dspy-history--dspy-ai,DSPy History,pros,Typed programming model means memory composes cleanly with prompts and optimizers.,https://dspy.ai/api/primitives/History/,real-data
dspy-history--dspy-ai,DSPy History,cons,DSPy's broader adoption is still emerging; more research-tilted than production-tilted.,https://dspy.ai/api/primitives/History/,real-data
dspy-history--dspy-ai,DSPy History,links,dspy History API,https://dspy.ai/api/primitives/History/,real-data
dual-process-agent-dpa--mdpi-com,Dual-Process Agent (DPA),desc,"System 1: fast retrieval path that pulls compressed, relevant memories and conditions generation. System 2: slow reflection pass that evaluates outcomes and writes curated updates back through a conservator gate. No model-weight changes.",https://www.mdpi.com/2079-9292/15/6/1232,real-data
dual-process-agent-dpa--mdpi-com,Dual-Process Agent (DPA),type,Kahneman System 1 / System 2,https://www.mdpi.com/2079-9292/15/6/1232,real-data
dual-process-agent-dpa--mdpi-com,Dual-Process Agent (DPA),pros,System-1 / System-2 dual-process model applied to LLM agents.,https://www.mdpi.com/2079-9292/15/6/1232,real-data
dual-process-agent-dpa--mdpi-com,Dual-Process Agent (DPA),cons,Dual-process framing is descriptive; production tradeoffs against single-loop agents are unclear.,https://www.mdpi.com/2079-9292/15/6/1232,real-data
dual-process-agent-dpa--mdpi-com,Dual-Process Agent (DPA),links,MDPI Electronics,https://www.mdpi.com/2079-9292/15/6/1232,real-data
duolingo-max--blog-duolingo-com,Duolingo Max,desc,"Adds GPT-4-powered Roleplay (character conversations, with cross-call memory for ""Lily"") and Explain My Answer on top of Duolingo's existing spaced-repetition engine, which tracks per-word and per-skill mastery state across all sessions.",https://blog.duolingo.com/duolingo-max/,real-data
duolingo-max--blog-duolingo-com,Duolingo Max,type,SRS state + GPT-4 roleplay continuity,https://blog.duolingo.com/duolingo-max/,real-data
duolingo-max--blog-duolingo-com,Duolingo Max,pros,Memory grounded in a proven SRS with decades of research behind it; Explain My Answer gives context-specific error feedback rather than generic responses.,https://blog.duolingo.com/duolingo-max/,real-data
duolingo-max--blog-duolingo-com,Duolingo Max,cons,"GPT-4 features sit on top of a lesson-completion model — no holistic learner profile; Roleplay memory is character-scoped, not learning-goal-scoped; $168/yr Max pricing.",https://blog.duolingo.com/duolingo-max/,real-data
duolingo-max--blog-duolingo-com,Duolingo Max,links,Max blog TC launch,https://blog.duolingo.com/duolingo-max/,real-data
dynamic-cheatsheet--arxiv-2504-07952,Dynamic Cheatsheet,desc,Test-time learning with adaptive memory.,https://arxiv.org/abs/2504.07952,real-data
dynamic-cheatsheet--arxiv-2504-07952,Dynamic Cheatsheet,type,Test-time adaptive memory,https://arxiv.org/abs/2504.07952,real-data
dynamic-cheatsheet--arxiv-2504-07952,Dynamic Cheatsheet,pros,Dynamic memory cheatsheet — agents maintain a working summary of useful facts.,https://arxiv.org/abs/2504.07952,real-data
dynamic-cheatsheet--arxiv-2504-07952,Dynamic Cheatsheet,cons,Preprint; cheatsheet drift over long sessions.,https://arxiv.org/abs/2504.07952,real-data
dynamic-cheatsheet--arxiv-2504-07952,Dynamic Cheatsheet,links,arxiv 2504.07952,https://arxiv.org/abs/2504.07952,real-data
elasticsearch-opensearch--elastic-co,Elasticsearch / OpenSearch,desc,Mature hybrid (BM25 + vector) implementations. RRF + weighted combination. Elastic ELSER sparse model.,https://www.elastic.co/,real-data
elasticsearch-opensearch--elastic-co,Elasticsearch / OpenSearch,type,Mature hybrid search,https://www.elastic.co/,real-data
elasticsearch-opensearch--elastic-co,Elasticsearch / OpenSearch,pros,"Ubiquitous in enterprise stacks — vector search added without requiring a new database; mature ops, observability, and security.",https://www.elastic.co/,real-data
elasticsearch-opensearch--elastic-co,Elasticsearch / OpenSearch,cons,Vector performance is behind dedicated engines; ML extensions vary across the Elastic vs OpenSearch fork.,https://www.elastic.co/,real-data
elasticsearch-opensearch--elastic-co,Elasticsearch / OpenSearch,links,elastic.co opensearch.org,https://www.elastic.co/,real-data
elder,ELDER,desc,Enhances lifelong model editing with mixture-of-LoRA. AAAI 2025.,https://arxiv.org/abs/2408.11869,real-data
elder,ELDER,type,Mixture-of-LoRA model editing,https://arxiv.org/abs/2408.11869,real-data
elder,ELDER,pros,Mixture-of-LoRA approach for lifelong model editing — adds task-specific LoRA adapters; AAAI 2025.,https://arxiv.org/abs/2408.11869,real-data
elder,ELDER,cons,Adapter count grows with task count; adapter routing decisions are model-dependent.,https://arxiv.org/abs/2408.11869,real-data
elder,ELDER,links,AAAI 2025,https://arxiv.org/abs/2408.11869,real-data
elicit--elicit-com,Elicit,desc,Systematic literature review + data extraction + meta-analysis. Every extracted claim anchored to its exact source sentence; Notebook persists paper collections across projects. Research Agents (Dec 2025) carry evidence forward across review stages.,https://elicit.com/,real-data
elicit--elicit-com,Elicit,type,Session-persistent claim-to-sentence provenance,https://elicit.com/,real-data
elicit--elicit-com,Elicit,pros,Most adopted AI research assistant — memory is grounded in literature corpus + saved researcher workflows.,https://elicit.com/,real-data
elicit--elicit-com,Elicit,cons,Subscription pricing; corpus scope tilted to biomedical / social science.,https://elicit.com/,real-data
elicit--elicit-com,Elicit,links,elicit.com,https://elicit.com/,real-data
elsa-speak--elsaspeak-com,ELSA Speak,desc,"Persistent pronunciation profile per user, tracking which sounds, words, and patterns the learner consistently mispronounces. Self-evolving model re-evaluates and updates the profile as the learner improves. Competitive moat is a proprietary non-native accent training dataset, not a general LLM.",https://elsaspeak.com/en/,real-data
elsa-speak--elsaspeak-com,ELSA Speak,type,Evolving phoneme-level pronunciation profile,https://elsaspeak.com/en/,real-data
elsa-speak--elsaspeak-com,ELSA Speak,pros,"Only product in this set with a genuinely domain-specific persistent model — pronunciation-error memory is precise and directly actionable, not fuzzy chat history.",https://elsaspeak.com/en/,real-data
elsa-speak--elsaspeak-com,ELSA Speak,cons,"Scope is narrow (English pronunciation only); profile does not extend to grammar, vocabulary, or other language dimensions.",https://elsaspeak.com/en/,real-data
elsa-speak--elsaspeak-com,ELSA Speak,links,elsaspeak.com ELSA AI,https://elsaspeak.com/en/,real-data
em-llm--arxiv-2407-09450,EM-LLM,desc,Uses Bayesian surprise detection to partition the cache into meaningful episodes for coherent retrieval.,https://arxiv.org/abs/2407.09450,real-data
em-llm--arxiv-2407-09450,EM-LLM,type,Bayesian-surprise episodic partition,https://arxiv.org/abs/2407.09450,real-data
em-llm--arxiv-2407-09450,EM-LLM,pros,Episodic-memory LLM with explicit episode boundaries.,https://arxiv.org/abs/2407.09450,real-data
em-llm--arxiv-2407-09450,EM-LLM,cons,Preprint; boundary detection quality varies.,https://arxiv.org/abs/2407.09450,real-data
em-llm--arxiv-2407-09450,EM-LLM,links,arxiv 2407.09450,https://arxiv.org/abs/2407.09450,real-data
emat--arxiv-2210-16773,EMAT,desc,Efficient Memory-Augmented Transformer. Encodes millions of QA pairs into key-value memory; MIPS search returns hits in sub-millisecond latency. EMNLP 2022.,https://arxiv.org/abs/2210.16773,real-data
emat--arxiv-2210-16773,EMAT,type,Sub-ms KV memory for QA pairs,https://arxiv.org/abs/2210.16773,real-data
emat--arxiv-2210-16773,EMAT,pros,Efficient memory-augmented transformer with retrieval head.,https://arxiv.org/abs/2210.16773,real-data
emat--arxiv-2210-16773,EMAT,cons,Research-only; eval coverage limited.,https://arxiv.org/abs/2210.16773,real-data
emat--arxiv-2210-16773,EMAT,links,arxiv 2210.16773 GitHub uclnlp/EMAT ACL Anthology,https://arxiv.org/abs/2210.16773,real-data
emu-efficient-episodic-memory-utilization--arxiv-2403-01112,EMU (Efficient Episodic Memory Utilization),desc,Multi-agent RL with semantically coherent episodic buffer; selectively promotes desirable transitions to avoid local convergence.,https://arxiv.org/abs/2403.01112,real-data
emu-efficient-episodic-memory-utilization--arxiv-2403-01112,EMU (Efficient Episodic Memory Utilization),type,Coherent-memory MARL,https://arxiv.org/abs/2403.01112,real-data
emu-efficient-episodic-memory-utilization--arxiv-2403-01112,EMU (Efficient Episodic Memory Utilization),pros,Efficient episodic memory in RL with explicit retrieval policy.,https://arxiv.org/abs/2403.01112,real-data
emu-efficient-episodic-memory-utilization--arxiv-2403-01112,EMU (Efficient Episodic Memory Utilization),cons,Research-only; eval primarily on game tasks.,https://arxiv.org/abs/2403.01112,real-data
emu-efficient-episodic-memory-utilization--arxiv-2403-01112,EMU (Efficient Episodic Memory Utilization),links,arxiv 2403.01112 OpenReview (ICLR 2024 Oral),https://arxiv.org/abs/2403.01112,real-data
engram--gh-gentleman-programming-engram,engram,desc,"SQLite + FTS5; agent decides what to save (not firehose capture). Single Go binary, no CGO, no Node/Python/Docker dependencies. HTTP API + MCP + CLI + TUI; optional cloud sync with local-source-of-truth.",https://github.com/Gentleman-Programming/engram,real-data
engram--gh-gentleman-programming-engram,engram,type,"Static Go binary, agent-agnostic",https://github.com/Gentleman-Programming/engram,real-data
engram--gh-gentleman-programming-engram,engram,pros,"Static Go binary, agent-agnostic — works across Claude Code, Gemini CLI, Codex without runtime deps.",https://github.com/Gentleman-Programming/engram,real-data
engram--gh-gentleman-programming-engram,engram,cons,Smaller community; SQLite + FTS5 backend lacks vector recall vs other options.,https://github.com/Gentleman-Programming/engram,real-data
engram--gh-gentleman-programming-engram,engram,links,GitHub Gentleman-Programming/engram,https://github.com/Gentleman-Programming/engram,real-data
engram-deepseek--arxiv-2601-07372,Engram (DeepSeek),desc,"DeepSeek + PKU. Introduces ""conditional memory"" alongside MoE's conditional compute. 27B-param N-gram lookup store offloads static knowledge from the transformer; O(1) lookup; prefetched from host RAM at near-zero runtime overhead.",https://arxiv.org/abs/2601.07372,real-data
engram-deepseek--arxiv-2601-07372,Engram (DeepSeek),type,Conditional-memory N-gram lookup module,https://arxiv.org/abs/2601.07372,real-data
engram-deepseek--arxiv-2601-07372,Engram (DeepSeek),pros,"DeepSeek-quality model with explicit memory architecture — open weights, strong on Chinese benchmarks; novel agentic memory design.",https://arxiv.org/abs/2601.07372,real-data
engram-deepseek--arxiv-2601-07372,Engram (DeepSeek),cons,Documentation primarily in Chinese; smaller English-language adoption; eval coverage on Western benchmarks is limited.,https://arxiv.org/abs/2601.07372,real-data
engram-deepseek--arxiv-2601-07372,Engram (DeepSeek),links,arxiv 2601.07372 GitHub deepseek-ai/Engram,https://arxiv.org/abs/2601.07372,real-data
enkrypt-ai--enkryptai-com,Enkrypt AI,desc,"Applies guardrails at three points: (1) before write to vector DB, (2) before query reaches embedding model, (3) before response. Detects malicious instructions in stored memory before retrieval; scans for PII/PHI in/out. Text + image + voice modalities.",https://www.enkryptai.com/platform/capabilities/ai-risk-removal,real-data
enkrypt-ai--enkryptai-com,Enkrypt AI,type,Three-point RAG / memory pipeline guardrails,https://www.enkryptai.com/platform/capabilities/ai-risk-removal,real-data
enkrypt-ai--enkryptai-com,Enkrypt AI,pros,"Comprehensive AI security product covering training data, model, and runtime — broader than memory but addresses memory-specific threats too.",https://www.enkryptai.com/platform/capabilities/ai-risk-removal,real-data
enkrypt-ai--enkryptai-com,Enkrypt AI,cons,Memory is one of many concerns; less depth on memory-injection attacks than Lakera.,https://www.enkryptai.com/platform/capabilities/ai-risk-removal,real-data
enkrypt-ai--enkryptai-com,Enkrypt AI,links,enkryptai.com,https://www.enkryptai.com/platform/capabilities/ai-risk-removal,real-data
episodic-memory-is-the-missing-piece--arxiv-2502-06975,Episodic Memory Is the Missing Piece,desc,"Pink et al. — position paper. Uses CLS theory to identify five structural properties of episodic memory absent from current LLM agents: single-shot acquisition, temporal context, source binding, flexible recombination, selective consolidation. Maps each to a research-roadmap requirement.",https://arxiv.org/abs/2502.06975,real-data
episodic-memory-is-the-missing-piece--arxiv-2502-06975,Episodic Memory Is the Missing Piece,type,CLS framework as design requirement,https://arxiv.org/abs/2502.06975,real-data
episodic-memory-is-the-missing-piece--arxiv-2502-06975,Episodic Memory Is the Missing Piece,pros,Position paper arguing episodic memory is the gap in current LLM agents.,https://arxiv.org/abs/2502.06975,real-data
episodic-memory-is-the-missing-piece--arxiv-2502-06975,Episodic Memory Is the Missing Piece,cons,Position paper; no method or empirical evaluation.,https://arxiv.org/abs/2502.06975,real-data
episodic-memory-is-the-missing-piece--arxiv-2502-06975,Episodic Memory Is the Missing Piece,links,arxiv 2502.06975,https://arxiv.org/abs/2502.06975,real-data
era-computer--techcrunch-com,Era Computer,desc,"Software platform / OS layer for AI wearables (glasses, rings, pendants, speakers) that abstracts hardware from AI orchestration. Memory and model providers are pluggable and user-controlled rather than cloud-locked; supports 130+ LLMs from 14+ providers. Founded 2025 by ex-Humane team.",https://techcrunch.com/2026/04/23/era-computer-raises-11m-to-build-a-software-platform-for-ai-gadgets/,real-data
era-computer--techcrunch-com,Era Computer,type,User-sovereign pluggable memory layer for wearable OS,https://techcrunch.com/2026/04/23/era-computer-raises-11m-to-build-a-software-platform-for-ai-gadgets/,real-data
era-computer--techcrunch-com,Era Computer,pros,Addresses vendor lock-in for wearable memory directly; neutral OS positioning means memory sovereignty is a first-class design constraint rather than an afterthought.,https://techcrunch.com/2026/04/23/era-computer-raises-11m-to-build-a-software-platform-for-ai-gadgets/,real-data
era-computer--techcrunch-com,Era Computer,cons,"No shipping product described; memory architecture is high-level positioning, not a published technical design; competing against Apple, Meta, and Google's proprietary stacks.",https://techcrunch.com/2026/04/23/era-computer-raises-11m-to-build-a-software-platform-for-ai-gadgets/,real-data
era-computer--techcrunch-com,Era Computer,links,TechCrunch TechFundingNews,https://techcrunch.com/2026/04/23/era-computer-raises-11m-to-build-a-software-platform-for-ai-gadgets/,real-data
eve-shared-firm-knowledge-auditor--eve-legal,Eve — Shared Firm Knowledge + Auditor,desc,"Plaintiff litigation. Shared Firm Knowledge (firm-wide institutional store) + autonomous Auditor agent that runs nightly across all open matters surfacing missed value drivers (TBIs, unfiled MRI orders, mass-tort eligibility) without prompting.",https://www.eve.legal/,real-data
eve-shared-firm-knowledge-auditor--eve-legal,Eve — Shared Firm Knowledge + Auditor,type,Firm-level store + nightly autonomous case auditor,https://www.eve.legal/,real-data
eve-shared-firm-knowledge-auditor--eve-legal,Eve — Shared Firm Knowledge + Auditor,pros,Auditor mechanism explicitly checks AI output against firm knowledge — directly addresses hallucination risk in legal context.,https://www.eve.legal/,real-data
eve-shared-firm-knowledge-auditor--eve-legal,Eve — Shared Firm Knowledge + Auditor,cons,Newer entrant with limited track record; smaller deployment base than Harvey or Luminance.,https://www.eve.legal/,real-data
eve-shared-firm-knowledge-auditor--eve-legal,Eve — Shared Firm Knowledge + Auditor,links,eve.legal Oct 2025 updates,https://www.eve.legal/,real-data
evermemos--arxiv-2601-02163,EverMemOS,desc,"Self-organizing memory OS for structured long-horizon reasoning. Three-phase model: episodic, semantic, reconstructive.",https://arxiv.org/abs/2601.02163,real-data
evermemos--arxiv-2601-02163,EverMemOS,type,Episodic + semantic + reconstructive,https://arxiv.org/abs/2601.02163,real-data
evermemos--arxiv-2601-02163,EverMemOS,pros,Memory-OS framework targeting always-on agents.,https://arxiv.org/abs/2601.02163,real-data
evermemos--arxiv-2601-02163,EverMemOS,cons,Preprint; production deployment evidence light.,https://arxiv.org/abs/2601.02163,real-data
evermemos--arxiv-2601-02163,EverMemOS,links,arxiv 2601.02163,https://arxiv.org/abs/2601.02163,real-data
evolve-mem--openreview-net,EVOLVE-MEM,desc,"Dynamic Memory Network + Hierarchical Memory Manager + Self-Improvement Engine. L0 raw embeddings, L1 contextual summaries, L2 high-level principles. NeurIPS 2025 (Scaling Environments for Agents workshop).",https://openreview.net/forum?id=dfPQrg1WA5,real-data
evolve-mem--openreview-net,EVOLVE-MEM,type,Self-adaptive 3-level hierarchy,https://openreview.net/forum?id=dfPQrg1WA5,real-data
evolve-mem--openreview-net,EVOLVE-MEM,pros,Evolutionary memory pruning — explicit fitness function for what to keep.,https://openreview.net/forum?id=dfPQrg1WA5,real-data
evolve-mem--openreview-net,EVOLVE-MEM,cons,Research-stage; no production deployments; eval coverage limited.,https://openreview.net/forum?id=dfPQrg1WA5,real-data
evolve-mem--openreview-net,EVOLVE-MEM,links,OpenReview paper PDF NeurIPS 2025,https://openreview.net/forum?id=dfPQrg1WA5,real-data
ewc-elastic-weight-consolidation--arxiv-1612-00796,EWC (Elastic Weight Consolidation),desc,"Kirkpatrick et al. Soft quadratic constraint pulls each weight back toward old values, scaled by importance for prior tasks. PNAS 2017.",https://arxiv.org/abs/1612.00796,real-data
ewc-elastic-weight-consolidation--arxiv-1612-00796,EWC (Elastic Weight Consolidation),type,Quadratic constraint per weight,https://arxiv.org/abs/1612.00796,real-data
ewc-elastic-weight-consolidation--arxiv-1612-00796,EWC (Elastic Weight Consolidation),pros,Kirkpatrick et al. — foundational PNAS 2017 paper; analogous to synaptic consolidation in biology.,https://arxiv.org/abs/1612.00796,real-data
ewc-elastic-weight-consolidation--arxiv-1612-00796,EWC (Elastic Weight Consolidation),cons,Best on small task sequences; degrades when task count grows; LLM-scale applicability limited.,https://arxiv.org/abs/1612.00796,real-data
ewc-elastic-weight-consolidation--arxiv-1612-00796,EWC (Elastic Weight Consolidation),links,arxiv 1612.00796 PNAS,https://arxiv.org/abs/1612.00796,real-data
expel,ExpeL,desc,LLM agents are experiential learners. AAAI 2024.,https://arxiv.org/abs/2308.10144,real-data
expel,ExpeL,type,LLM agents as experiential learners,https://arxiv.org/abs/2308.10144,real-data
expel,ExpeL,pros,Defines LLM agents as experiential learners — explicit experience-extraction across tasks; AAAI 2024.,https://arxiv.org/abs/2308.10144,real-data
expel,ExpeL,cons,Extraction quality bounded by base model; experience storage scales with task count.,https://arxiv.org/abs/2308.10144,real-data
expel,ExpeL,links,AAAI 2024,https://arxiv.org/abs/2308.10144,real-data
externalization-in-llm-agents--arxiv-2604-08224,Externalization in LLM Agents,desc,"Traces the shift from weights-as-capability to harness-as-capability; analyzes memory, skills, and protocols as three coupled forms of externalization and examines how they interact. Memory is defined as the externalization of state across time. Covers self-evolving harnesses and shared agent infrastructure as emerging directions. April 9, 2026.",https://arxiv.org/abs/2604.08224,real-data
externalization-in-llm-agents--arxiv-2604-08224,Externalization in LLM Agents,type,Memory + skills + protocols as coupled externalization,https://arxiv.org/abs/2604.08224,real-data
externalization-in-llm-agents--arxiv-2604-08224,Externalization in LLM Agents,pros,"The unified framework makes the coupling between memory, skills, and protocols explicit — absent from most memory-only surveys; the harness-engineering layer is underexamined.",https://arxiv.org/abs/2604.08224,real-data
externalization-in-llm-agents--arxiv-2604-08224,Externalization in LLM Agents,cons,"Conceptual/review paper only; no new method, no benchmarks; assessment of ""open challenges"" is speculative given the field's pace.",https://arxiv.org/abs/2604.08224,real-data
externalization-in-llm-agents--arxiv-2604-08224,Externalization in LLM Agents,links,arxiv 2604.08224 html version,https://arxiv.org/abs/2604.08224,real-data
falkordb--falkordb-com,FalkorDB,desc,Native GraphRAG SDK. Graph-memory backend for Mem0; MCP server via Graphiti integration; context graphs for long-term agent memory.,https://www.falkordb.com/,real-data
falkordb--falkordb-com,FalkorDB,type,"GraphRAG-native, sub-140ms multi-hop",https://www.falkordb.com/,real-data
falkordb--falkordb-com,FalkorDB,pros,RedisGraph fork — fastest graph operations of any OSS KG due to in-memory architecture; strong Redis-shop fit.,https://www.falkordb.com/,real-data
falkordb--falkordb-com,FalkorDB,cons,Smaller community than Neo4j; in-memory model has scale ceilings.,https://www.falkordb.com/,real-data
falkordb--falkordb-com,FalkorDB,links,falkordb.com,https://www.falkordb.com/,real-data
fellou--fellou-ai,Fellou,desc,"Silicon Valley. Spatial agentic browser with explicit Agentic Memory layer learning from history and notes for instant recall of past research sessions. Operates on logged-in accounts (Quora, X, etc.); runs tasks while user is idle.",https://fellou.ai/,real-data
fellou--fellou-ai,Fellou,type,Spatial agentic browser + Agentic Memory,https://fellou.ai/,real-data
fellou--fellou-ai,Fellou,pros,"Agentic browser with first-class memory of past task trajectories, not just URLs visited.",https://fellou.ai/,real-data
fellou--fellou-ai,Fellou,cons,New entrant with limited track record; sustainability depends on funding traction.,https://fellou.ai/,real-data
fellou--fellou-ai,Fellou,links,fellou.ai,https://fellou.ai/,real-data
figure-helix--figure-ai,Figure Helix,desc,System 2 (7B VLM) feeds tokens to System 1 (80M visuomotor policy at 200 Hz). Temporal memory module maintains visual-state history; force-feedback buffered as tactile memory proxy. 500 hours of human demos. Deployed in BMW logistics.,https://www.figure.ai/helix,real-data
figure-helix--figure-ai,Figure Helix,type,Temporal vision memory + tactile buffer,https://www.figure.ai/helix,real-data
figure-helix--figure-ai,Figure Helix,pros,First major humanoid platform with explicit episodic + semantic memory layers in a published architecture; backed by deep funding.,https://www.figure.ai/helix,real-data
figure-helix--figure-ai,Figure Helix,cons,Robot-specific (Figure platform); production deployment is years away; published memory details are still high-level.,https://www.figure.ai/helix,real-data
figure-helix--figure-ai,Figure Helix,links,figure.ai/helix,https://www.figure.ai/helix,real-data
files-are-all-you-need--llamaindex-ai,Files Are All You Need,desc,"Coding agents (Claude Code, Cursor) converge on the filesystem as their primary memory abstraction: conversation histories as searchable files, skills as files, retrieval via file search rather than vector DBs. Argument: LLMs are fluent with filesystem concepts, so the filesystem is the right interface even if storage underneath is a database.",https://www.llamaindex.ai/blog/files-are-all-you-need,real-data
files-are-all-you-need--llamaindex-ai,Files Are All You Need,type,Filesystem as memory interface,https://www.llamaindex.ai/blog/files-are-all-you-need,real-data
files-are-all-you-need--llamaindex-ai,Files Are All You Need,pros,Names the consensus pattern — coding agents converge on filesystem as memory abstraction; inverts RAG orthodoxy.,https://www.llamaindex.ai/blog/files-are-all-you-need,real-data
files-are-all-you-need--llamaindex-ai,Files Are All You Need,cons,Blog post; argument by observation rather than benchmark.,https://www.llamaindex.ai/blog/files-are-all-you-need,real-data
files-are-all-you-need--llamaindex-ai,Files Are All You Need,links,blog post tweet,https://www.llamaindex.ai/blog/files-are-all-you-need,real-data
filevine-lois--filevine-com,Filevine LOIS,desc,"Embedded in case-management platform. Holds full scope of every matter — deadlines, billing, discovery, communications, negotiation history — as live context for every query. Case data is the context, not a separate retrieval corpus.",https://www.filevine.com/news/filevine-launches-the-only-embedded-ai-legal-assistant-that-lets-legal-professionals-chat-with-their-case/,real-data
filevine-lois--filevine-com,Filevine LOIS,type,Whole-matter context as live LLM input,https://www.filevine.com/news/filevine-launches-the-only-embedded-ai-legal-assistant-that-lets-legal-professionals-chat-with-their-case/,real-data
filevine-lois--filevine-com,Filevine LOIS,pros,"Memory grounded in case management workflow — knows where matter / client / document fit, not just text content.",https://www.filevine.com/news/filevine-launches-the-only-embedded-ai-legal-assistant-that-lets-legal-professionals-chat-with-their-case/,real-data
filevine-lois--filevine-com,Filevine LOIS,cons,Tied to Filevine's case management platform; not useful as a standalone memory layer.,https://www.filevine.com/news/filevine-launches-the-only-embedded-ai-legal-assistant-that-lets-legal-professionals-chat-with-their-case/,real-data
filevine-lois--filevine-com,Filevine LOIS,links,filevine.com,https://www.filevine.com/news/filevine-launches-the-only-embedded-ai-legal-assistant-that-lets-legal-professionals-chat-with-their-case/,real-data
fincon--arxiv-2407-06567,Fincon,desc,Synthesised LLM multi-agent system with conceptual verbal reinforcement.,https://arxiv.org/abs/2407.06567,real-data
fincon--arxiv-2407-06567,Fincon,type,Conceptual verbal reinforcement,https://arxiv.org/abs/2407.06567,real-data
fincon--arxiv-2407-06567,Fincon,pros,Financial-context agent with domain-specific memory.,https://arxiv.org/abs/2407.06567,real-data
fincon--arxiv-2407-06567,Fincon,cons,Preprint; financial domain only.,https://arxiv.org/abs/2407.06567,real-data
fincon--arxiv-2407-06567,Fincon,links,arxiv 2407.06567,https://arxiv.org/abs/2407.06567,real-data
flare--arxiv-2305-06983,FLARE,desc,Forward-Looking Active Retrieval. Uses model's low-confidence token predictions as signal to anticipate future information needs and retrieve proactively. Retrieves only when token probability falls below threshold; generator stays frozen.,https://arxiv.org/abs/2305.06983,real-data
flare--arxiv-2305-06983,FLARE,type,Confidence-triggered forward retrieval,https://arxiv.org/abs/2305.06983,real-data
flare--arxiv-2305-06983,FLARE,pros,Forward-looking active retrieval — model decides when to retrieve mid-generation.,https://arxiv.org/abs/2305.06983,real-data
