source,record_id,column,incoming_value,incoming_citation,incoming_status,action,reason
quintet,ratine--gh-goweft-ratine,cons,Newer entrant; small adoption signal; thin documentation.,https://github.com/goweft/ratine,real-data,apply-citation,value unchanged; backfill citation
quintet,ratine--gh-goweft-ratine,links,GitHub goweft/ratine,https://github.com/goweft/ratine,real-data,apply-citation,value unchanged; backfill citation
quintet,razorattention--openreview-net,desc,Efficient KV-cache compression through retrieval heads.,https://openreview.net/forum?id=tkiZQlL04w,real-data,apply-citation,value unchanged; backfill citation
quintet,razorattention--openreview-net,type,KV-cache compression via retrieval heads,https://openreview.net/forum?id=tkiZQlL04w,real-data,apply-citation,value unchanged; backfill citation
quintet,razorattention--openreview-net,pros,Aggressive KV pruning for long context with retention of high-importance tokens.,https://openreview.net/forum?id=tkiZQlL04w,real-data,apply-citation,value unchanged; backfill citation
quintet,razorattention--openreview-net,cons,Research-stage; pruning quality bounded by importance heuristic.,https://openreview.net/forum?id=tkiZQlL04w,real-data,apply-citation,value unchanged; backfill citation
quintet,razorattention--openreview-net,links,OpenReview,https://openreview.net/forum?id=tkiZQlL04w,real-data,apply-citation,value unchanged; backfill citation
quintet,read-ai--read-ai,desc,"Meeting bot + browser extension. Captures audio + video; engagement scoring (talk-time, sentiment, attention); enterprise search across all past meetings. ""Ada""",https://www.read.ai,real-data,apply-citation,value unchanged; backfill citation
quintet,read-ai--read-ai,type,Meeting bot + analytics + Ada digital twin,https://www.read.ai,real-data,apply-citation,value unchanged; backfill citation
quintet,read-ai--read-ai,pros,"Engagement analytics layer (talk-time, sentiment) is unique vs other meeting bots; Ada digital-twin builds long-running work-pattern memory.",https://www.read.ai,real-data,apply-citation,value unchanged; backfill citation
quintet,read-ai--read-ai,cons,Engagement scoring raises analytics-on-coworkers concerns; Ada digital-twin is opaque about what it stores.,https://www.read.ai,real-data,apply-citation,value unchanged; backfill citation
quintet,read-ai--read-ai,links,read.ai plans + pricing,https://www.read.ai,real-data,apply-citation,value unchanged; backfill citation
quintet,readagent--arxiv-2402-09727,desc,"Google Research / DeepMind. Prompts LLM to segment long documents into ""pages,"" compresses each to a short gist stored as episodic memory, re-reads original pag",https://arxiv.org/abs/2402.09727,real-data,apply-citation,value unchanged; backfill citation
quintet,readagent--arxiv-2402-09727,type,Gist-episodic compression + on-demand lookup,https://arxiv.org/abs/2402.09727,real-data,apply-citation,value unchanged; backfill citation
quintet,readagent--arxiv-2402-09727,pros,"Read-then-act memory — agent reads documents, summarizes, acts.",https://arxiv.org/abs/2402.09727,real-data,apply-citation,value unchanged; backfill citation
quintet,readagent--arxiv-2402-09727,cons,Preprint; summarization quality bounds downstream action quality.,https://arxiv.org/abs/2402.09727,real-data,apply-citation,value unchanged; backfill citation
quintet,readagent--arxiv-2402-09727,links,arxiv 2402.09727,https://arxiv.org/abs/2402.09727,real-data,apply-citation,value unchanged; backfill citation
quintet,realm--arxiv-2002-08909,desc,"Foundational paper. Augments LM pre-training with a latent knowledge retriever — model retrieves and attends over Wikipedia-scale corpus during pre-training, fi",https://arxiv.org/abs/2002.08909,real-data,apply-citation,value unchanged; backfill citation
quintet,realm--arxiv-2002-08909,type,Retrieval-augmented LM pre-training,https://arxiv.org/abs/2002.08909,real-data,apply-citation,value unchanged; backfill citation
quintet,realm--arxiv-2002-08909,pros,Foundational Google paper — defined retrieval-augmented language model pretraining.,https://arxiv.org/abs/2002.08909,real-data,apply-citation,value unchanged; backfill citation
quintet,realm--arxiv-2002-08909,cons,2020 era — pre-LLM-agent; modern RAG approaches have superseded in practice.,https://arxiv.org/abs/2002.08909,real-data,apply-citation,value unchanged; backfill citation
quintet,realm--arxiv-2002-08909,links,arxiv 2002.08909 Google Research code,https://arxiv.org/abs/2002.08909,real-data,apply-citation,value unchanged; backfill citation
quintet,reasoningbank--arxiv-2509-25140,desc,Scales agent self-evolution with reasoning memory.,https://arxiv.org/abs/2509.25140,real-data,apply-citation,value unchanged; backfill citation
quintet,reasoningbank--arxiv-2509-25140,type,Reasoning-memory self-evolution,https://arxiv.org/abs/2509.25140,real-data,apply-citation,value unchanged; backfill citation
quintet,reasoningbank--arxiv-2509-25140,pros,Bank of past reasoning trajectories for agent recall.,https://arxiv.org/abs/2509.25140,real-data,apply-citation,value unchanged; backfill citation
quintet,reasoningbank--arxiv-2509-25140,cons,Preprint; trajectory storage scales with agent activity.,https://arxiv.org/abs/2509.25140,real-data,apply-citation,value unchanged; backfill citation
quintet,reasoningbank--arxiv-2509-25140,links,arxiv 2509.25140,https://arxiv.org/abs/2509.25140,real-data,apply-citation,value unchanged; backfill citation
quintet,recurrent-memory-transformer-rmt--arxiv-2207-06881,desc,Bulatov / Kuratov / Burtsev. Adds memory tokens passed between segments — no architectural change to the Transformer.,https://arxiv.org/abs/2207.06881,real-data,apply-citation,value unchanged; backfill citation
quintet,recurrent-memory-transformer-rmt--arxiv-2207-06881,type,Segment-level recurrence + memory tokens,https://arxiv.org/abs/2207.06881,real-data,apply-citation,value unchanged; backfill citation
quintet,recurrent-memory-transformer-rmt--arxiv-2207-06881,pros,Defined recurrent memory tokens in transformer attention — foundational for segment-recurrent architectures.,https://arxiv.org/abs/2207.06881,real-data,apply-citation,value unchanged; backfill citation
quintet,recurrent-memory-transformer-rmt--arxiv-2207-06881,cons,Training instability at scale; superseded for production by attention-window techniques.,https://arxiv.org/abs/2207.06881,real-data,apply-citation,value unchanged; backfill citation
quintet,recurrent-memory-transformer-rmt--arxiv-2207-06881,links,arxiv 2207.06881 scaling-to-1M arxiv 2304.11062 GitHub booydar/RMT,https://arxiv.org/abs/2207.06881,real-data,apply-citation,value unchanged; backfill citation
quintet,recurrentgpt--arxiv-2305-13304,desc,Interactive generation of arbitrarily long text.,https://arxiv.org/abs/2305.13304,real-data,apply-citation,value unchanged; backfill citation
quintet,recurrentgpt--arxiv-2305-13304,type,Long-text interactive generation,https://arxiv.org/abs/2305.13304,real-data,apply-citation,value unchanged; backfill citation
quintet,recurrentgpt--arxiv-2305-13304,pros,Recurrent-state GPT — explicit memory between generation cycles.,https://arxiv.org/abs/2305.13304,real-data,apply-citation,value unchanged; backfill citation
quintet,recurrentgpt--arxiv-2305-13304,cons,Preprint; recurrent-state stability at long horizons unproven.,https://arxiv.org/abs/2305.13304,real-data,apply-citation,value unchanged; backfill citation
quintet,recurrentgpt--arxiv-2305-13304,links,arxiv 2305.13304,https://arxiv.org/abs/2305.13304,real-data,apply-citation,value unchanged; backfill citation
quintet,reflect--reflect-app,desc,Networked-thought note app with AI features. Apple-ecosystem-native; backlinks + daily notes + AI synthesis.,https://reflect.app/,real-data,apply-citation,value unchanged; backfill citation
quintet,reflect--reflect-app,type,Apple-ecosystem second brain,https://reflect.app/,real-data,apply-citation,value unchanged; backfill citation
quintet,reflect--reflect-app,pros,Daily-notes + linked-thinking PKM with native AI integration; calm minimalist UX.,https://reflect.app/,real-data,apply-citation,value unchanged; backfill citation
quintet,reflect--reflect-app,cons,"Smaller user base than Obsidian / Notion; AI features cover the basics, not advanced memory ops.",https://reflect.app/,real-data,apply-citation,value unchanged; backfill citation
quintet,reflect--reflect-app,links,reflect.app,https://reflect.app/,real-data,apply-citation,value unchanged; backfill citation
quintet,reflexion--arxiv-2303-11366,desc,Language agents with verbal reinforcement learning.,https://arxiv.org/abs/2303.11366,real-data,apply-citation,value unchanged; backfill citation
quintet,reflexion--arxiv-2303-11366,type,Verbal reinforcement learning,https://arxiv.org/abs/2303.11366,real-data,apply-citation,value unchanged; backfill citation
quintet,reflexion--arxiv-2303-11366,pros,Defined verbal RL — agents reflect on failures and improve via memory of past attempts; widely cited.,https://arxiv.org/abs/2303.11366,real-data,apply-citation,value unchanged; backfill citation
quintet,reflexion--arxiv-2303-11366,cons,Simulation-only; sample efficiency concerns; reflection quality bounded by underlying model.,https://arxiv.org/abs/2303.11366,real-data,apply-citation,value unchanged; backfill citation
quintet,reflexion--arxiv-2303-11366,links,arxiv 2303.11366 GitHub noahshinn/reflexion,https://arxiv.org/abs/2303.11366,real-data,apply-citation,value unchanged; backfill citation
quintet,relevance-ai-memory--relevanceai-com,desc,Two memory scopes: conversation metadata (KV per-conversation) and persistent memory (cross-session). Enabling metadata auto-adds Add/Read conversation metadata,https://relevanceai.com/docs/agent/build-your-agent/memory,real-data,apply-citation,value unchanged; backfill citation
quintet,relevance-ai-memory--relevanceai-com,type,Short-term metadata + persistent KV store,https://relevanceai.com/docs/agent/build-your-agent/memory,real-data,apply-citation,value unchanged; backfill citation
quintet,relevance-ai-memory--relevanceai-com,pros,No-code agent platform with memory built in — fastest path to a deployed agent for non-engineers.,https://relevanceai.com/docs/agent/build-your-agent/memory,real-data,apply-citation,value unchanged; backfill citation
quintet,relevance-ai-memory--relevanceai-com,cons,Memory abstractions are simple; sophisticated agent designs hit ceilings quickly.,https://relevanceai.com/docs/agent/build-your-agent/memory,real-data,apply-citation,value unchanged; backfill citation
quintet,relevance-ai-memory--relevanceai-com,links,memory docs,https://relevanceai.com/docs/agent/build-your-agent/memory,real-data,apply-citation,value unchanged; backfill citation
quintet,remnote-ai--remnote-com,desc,Hierarchical outline + bidirectional links + spaced-repetition flashcards. AI auto-generates flashcards/quizzes from notes; AI summaries; fill-gap questions.,https://www.remnote.com/,real-data,apply-citation,value unchanged; backfill citation
quintet,remnote-ai--remnote-com,type,Outline + bidirectional + spaced repetition,https://www.remnote.com/,real-data,apply-citation,value unchanged; backfill citation
quintet,remnote-ai--remnote-com,pros,"Built on a spaced-repetition substrate — memory has explicit retention scheduling, unlike most note tools that retrieve on demand.",https://www.remnote.com/,real-data,apply-citation,value unchanged; backfill citation
quintet,remnote-ai--remnote-com,cons,Smaller user base than Notion / Obsidian; AI features lag general-purpose PKM tools.,https://www.remnote.com/,real-data,apply-citation,value unchanged; backfill citation
quintet,remnote-ai--remnote-com,links,remnote.com,https://www.remnote.com/,real-data,apply-citation,value unchanged; backfill citation
quintet,repairagent--arxiv-2403-17134,desc,Autonomous LLM-based agent for program repair.,https://arxiv.org/abs/2403.17134,real-data,apply-citation,value unchanged; backfill citation
quintet,repairagent--arxiv-2403-17134,type,Autonomous program repair agent,https://arxiv.org/abs/2403.17134,real-data,apply-citation,value unchanged; backfill citation
quintet,repairagent--arxiv-2403-17134,pros,Code-repair agent with memory of past bug patterns.,https://arxiv.org/abs/2403.17134,real-data,apply-citation,value unchanged; backfill citation
quintet,repairagent--arxiv-2403-17134,cons,Preprint; code-repair scope only.,https://arxiv.org/abs/2403.17134,real-data,apply-citation,value unchanged; backfill citation
quintet,repairagent--arxiv-2403-17134,links,arxiv 2403.17134,https://arxiv.org/abs/2403.17134,real-data,apply-citation,value unchanged; backfill citation
quintet,replicant--replicant-com,desc,"Voice automation (payment, scheduling, order status). Memory primarily within-session with structured handoff notes; the 500M+-conversation corpus is training d",https://www.replicant.com,real-data,apply-citation,value unchanged; backfill citation
quintet,replicant--replicant-com,type,Session context + structured handoff,https://www.replicant.com,real-data,apply-citation,value unchanged; backfill citation
quintet,replicant--replicant-com,pros,Voice-AI with explicit task / outcome memory — strong at multi-turn problem resolution.,https://www.replicant.com,real-data,apply-citation,value unchanged; backfill citation
quintet,replicant--replicant-com,cons,Closed enterprise product; voice-channel scope.,https://www.replicant.com,real-data,apply-citation,value unchanged; backfill citation
quintet,replicant--replicant-com,links,replicant.com,https://www.replicant.com,real-data,apply-citation,value unchanged; backfill citation
quintet,replika--replika-ai,desc,"Decade-old AI companion. Memory bank logs personal facts, preferences, significant moments; writes a Diary after sessions. Memory reliability documented as weak",https://replika.ai,real-data,apply-citation,value unchanged; backfill citation
quintet,replika--replika-ai,type,Memory bank + diary entries,https://replika.ai,real-data,apply-citation,value unchanged; backfill citation
quintet,replika--replika-ai,pros,Most users in companion-AI category; long-running relationship memory across years for many users.,https://replika.ai,real-data,apply-citation,value unchanged; backfill citation
quintet,replika--replika-ai,cons,Companion-product scope; recent strategic pivots have introduced uncertainty for power users.,https://replika.ai,real-data,apply-citation,value unchanged; backfill citation
quintet,replika--replika-ai,links,replika.ai,https://replika.ai,real-data,apply-citation,value unchanged; backfill citation
quintet,replit-agent--replit-com,desc,No documented built-in persistent semantic memory store. Session duration expanded to 200 min (Agent 3); Agent 4 shifts toward persistent runtimes. Temporal use,https://replit.com/products/agent,real-data,apply-citation,value unchanged; backfill citation
quintet,replit-agent--replit-com,type,Project-files-as-memory + Temporal orchestration,https://replit.com/products/agent,real-data,apply-citation,value unchanged; backfill citation
quintet,replit-agent--replit-com,pros,Built into the Replit IDE so memory + execution + deployment are one product — agent memory is grounded in actual workspace state.,https://replit.com/products/agent,real-data,apply-citation,value unchanged; backfill citation
quintet,replit-agent--replit-com,cons,Tied to Replit's hosted environment; not usable for projects living in a normal local repo.,https://replit.com/products/agent,real-data,apply-citation,value unchanged; backfill citation
quintet,replit-agent--replit-com,links,Replit Agent docs,https://replit.com/products/agent,real-data,apply-citation,value unchanged; backfill citation
quintet,replit-replit-md--docs-replit-com,desc,"replit.md at project root. Persists project overview, tech stack, architectural decisions, deployment process, external resources. Scoped to Agent conversations",https://docs.replit.com/replitai/replit-dot-md,real-data,apply-citation,value unchanged; backfill citation
quintet,replit-replit-md--docs-replit-com,type,Project-level Replit Agent context,https://docs.replit.com/replitai/replit-dot-md,real-data,apply-citation,value unchanged; backfill citation
quintet,replit-replit-md--docs-replit-com,pros,Replit's project-level memory file — automatic context for the agent inside Replit's hosted environment.,https://docs.replit.com/replitai/replit-dot-md,real-data,apply-citation,value unchanged; backfill citation
quintet,replit-replit-md--docs-replit-com,cons,Replit-only; tied to Replit's hosted workspace model.,https://docs.replit.com/replitai/replit-dot-md,real-data,apply-citation,value unchanged; backfill citation
quintet,replit-replit-md--docs-replit-com,links,replit.md docs,https://docs.replit.com/replitai/replit-dot-md,real-data,apply-citation,value unchanged; backfill citation
quintet,researchrabbit--researchrabbit-ai,desc,"Literature discovery + citation mapping. Oct 2025 revamp formalises checkpointed search paths as named ""rabbit holes"" — each checkpoint is a saved state of the ",https://www.researchrabbit.ai/,real-data,apply-citation,value unchanged; backfill citation
quintet,researchrabbit--researchrabbit-ai,type,"Iterative paper-graph ""rabbit-hole"" checkpoints",https://www.researchrabbit.ai/,real-data,apply-citation,value unchanged; backfill citation
quintet,researchrabbit--researchrabbit-ai,pros,Visual citation graph navigation — memory is the mental model of related-work landscapes.,https://www.researchrabbit.ai/,real-data,apply-citation,value unchanged; backfill citation
quintet,researchrabbit--researchrabbit-ai,cons,Visual-discovery scope; less useful for direct Q&A or summarization.,https://www.researchrabbit.ai/,real-data,apply-citation,value unchanged; backfill citation
quintet,researchrabbit--researchrabbit-ai,links,researchrabbit.ai,https://www.researchrabbit.ai/,real-data,apply-citation,value unchanged; backfill citation
quintet,resum--arxiv-2509-13313,desc,Unlocks long-horizon search intelligence via context summarisation.,https://arxiv.org/abs/2509.13313,real-data,apply-citation,value unchanged; backfill citation
quintet,resum--arxiv-2509-13313,type,Long-horizon search via summarisation,https://arxiv.org/abs/2509.13313,real-data,apply-citation,value unchanged; backfill citation
quintet,resum--arxiv-2509-13313,pros,Retrospective summarization for context management.,https://arxiv.org/abs/2509.13313,real-data,apply-citation,value unchanged; backfill citation
quintet,resum--arxiv-2509-13313,cons,Preprint; summary quality bounds downstream reasoning.,https://arxiv.org/abs/2509.13313,real-data,apply-citation,value unchanged; backfill citation
quintet,resum--arxiv-2509-13313,links,arxiv 2509.13313,https://arxiv.org/abs/2509.13313,real-data,apply-citation,value unchanged; backfill citation
quintet,ret-llm--arxiv-2305-14322,desc,General read-write memory for large language models.,https://arxiv.org/abs/2305.14322,real-data,apply-citation,value unchanged; backfill citation
quintet,ret-llm--arxiv-2305-14322,type,General read-write memory,https://arxiv.org/abs/2305.14322,real-data,apply-citation,value unchanged; backfill citation
quintet,ret-llm--arxiv-2305-14322,pros,Retrieval-tuned LLM with explicit memory injection during inference.,https://arxiv.org/abs/2305.14322,real-data,apply-citation,value unchanged; backfill citation
quintet,ret-llm--arxiv-2305-14322,cons,Preprint; tuning cost is significant.,https://arxiv.org/abs/2305.14322,real-data,apply-citation,value unchanged; backfill citation
quintet,ret-llm--arxiv-2305-14322,links,arxiv 2305.14322,https://arxiv.org/abs/2305.14322,real-data,apply-citation,value unchanged; backfill citation
quintet,retell-ai--retellai-com,desc,Voice agents. Short-term context within call native; long-term memory via webhook integration to CRM / external DB. Cross-agent memory sharing in multi-agent se,https://www.retellai.com/,real-data,apply-citation,value unchanged; backfill citation
quintet,retell-ai--retellai-com,type,In-call + integration-based long-term,https://www.retellai.com/,real-data,apply-citation,value unchanged; backfill citation
quintet,retell-ai--retellai-com,pros,Real-time voice agent platform with memory across calls — strong call-center workflow integration.,https://www.retellai.com/,real-data,apply-citation,value unchanged; backfill citation
quintet,retell-ai--retellai-com,cons,Voice-only; smaller mind-share than Vapi.,https://www.retellai.com/,real-data,apply-citation,value unchanged; backfill citation
quintet,retell-ai--retellai-com,links,retellai.com,https://www.retellai.com/,real-data,apply-citation,value unchanged; backfill citation
quintet,retro--arxiv-2112-04426,desc,DeepMind. Retrieval-Enhanced Transformer with chunked cross-attention over a 2T-token retrieval database. Frozen BERT retriever + differentiable encoder.,https://arxiv.org/abs/2112.04426,real-data,apply-citation,value unchanged; backfill citation
quintet,retro--arxiv-2112-04426,type,Trillion-token retrieval transformer,https://arxiv.org/abs/2112.04426,real-data,apply-citation,value unchanged; backfill citation
quintet,retro--arxiv-2112-04426,pros,DeepMind retrieval augmentation — model trained with retrieval as a first-class component.,https://arxiv.org/abs/2112.04426,real-data,apply-citation,value unchanged; backfill citation
quintet,retro--arxiv-2112-04426,cons,Closed weights; not reproducible; superseded by simpler RAG approaches in practice.,https://arxiv.org/abs/2112.04426,real-data,apply-citation,value unchanged; backfill citation
quintet,retro--arxiv-2112-04426,links,arxiv 2112.04426 DeepMind blog PyTorch impl,https://arxiv.org/abs/2112.04426,real-data,apply-citation,value unchanged; backfill citation
quintet,retroformer--arxiv-2308-02151,desc,Retrospective LLM agents with policy-gradient optimisation.,https://arxiv.org/abs/2308.02151,real-data,apply-citation,value unchanged; backfill citation
quintet,retroformer--arxiv-2308-02151,type,Retrospective policy-gradient agents,https://arxiv.org/abs/2308.02151,real-data,apply-citation,value unchanged; backfill citation
quintet,retroformer--arxiv-2308-02151,pros,Retrospective transformer for past-experience reasoning.,https://arxiv.org/abs/2308.02151,real-data,apply-citation,value unchanged; backfill citation
quintet,retroformer--arxiv-2308-02151,cons,Preprint; eval scope limited.,https://arxiv.org/abs/2308.02151,real-data,apply-citation,value unchanged; backfill citation
quintet,retroformer--arxiv-2308-02151,links,arxiv 2308.02151,https://arxiv.org/abs/2308.02151,real-data,apply-citation,value unchanged; backfill citation
quintet,rgmem--arxiv-2510-16392,desc,Renormalization-group-based memory evolution for user profiles.,https://arxiv.org/abs/2510.16392,real-data,apply-citation,value unchanged; backfill citation
quintet,rgmem--arxiv-2510-16392,type,Renormalisation-group profile evolution,https://arxiv.org/abs/2510.16392,real-data,apply-citation,value unchanged; backfill citation
quintet,rgmem--arxiv-2510-16392,pros,Relation-graph memory with explicit edge typing.,https://arxiv.org/abs/2510.16392,real-data,apply-citation,value unchanged; backfill citation
quintet,rgmem--arxiv-2510-16392,cons,Preprint; graph build cost limits real-time use.,https://arxiv.org/abs/2510.16392,real-data,apply-citation,value unchanged; backfill citation
quintet,rgmem--arxiv-2510-16392,links,arxiv 2510.16392,https://arxiv.org/abs/2510.16392,real-data,apply-citation,value unchanged; backfill citation
quintet,riken-tensor-decomposition-incremental-learning--icml-cc,desc,"Uses tensor decomposition to exploit low intrinsic dimensionality and pixel correlation of stored exemplar images, achieving high compression while preserving d",https://icml.cc/virtual/2025/poster/44196,real-data,apply-citation,value unchanged; backfill citation
quintet,riken-tensor-decomposition-incremental-learning--icml-cc,type,Tensor-decomposed exemplar compression,https://icml.cc/virtual/2025/poster/44196,real-data,apply-citation,value unchanged; backfill citation
quintet,riken-tensor-decomposition-incremental-learning--icml-cc,pros,Principled mathematical basis (tensor low-rank structure) rather than heuristic pruning; applies to any replay-based continual learning setup.,https://icml.cc/virtual/2025/poster/44196,real-data,apply-citation,value unchanged; backfill citation
quintet,riken-tensor-decomposition-incremental-learning--icml-cc,cons,Targets image classification exemplar buffers specifically; applicability to language model continual learning is indirect and not demonstrated in this paper.,https://icml.cc/virtual/2025/poster/44196,real-data,apply-citation,value unchanged; backfill citation
quintet,riken-tensor-decomposition-incremental-learning--icml-cc,links,ICML 2025 page,https://icml.cc/virtual/2025/poster/44196,real-data,apply-citation,value unchanged; backfill citation
quintet,rivet-memory-node-ironclad--rivet-ironcladapp-com,desc,"Open-source visual AI programming environment. Memory is a first-class graph node: stores text block, supports stable IDs (saving same ID overwrites enabling up",https://rivet.ironcladapp.com/,real-data,apply-citation,value unchanged; backfill citation
quintet,rivet-memory-node-ironclad--rivet-ironcladapp-com,type,Visual-graph first-class memory node,https://rivet.ironcladapp.com/,real-data,apply-citation,value unchanged; backfill citation
quintet,rivet-memory-node-ironclad--rivet-ironcladapp-com,pros,Visual flow builder for memory composition; Ironclad's contract-AI origin lends domain context.,https://rivet.ironcladapp.com/,real-data,apply-citation,value unchanged; backfill citation
quintet,rivet-memory-node-ironclad--rivet-ironcladapp-com,cons,Enterprise positioning; smaller mind-share than Flowise / Langflow.,https://rivet.ironcladapp.com/,real-data,apply-citation,value unchanged; backfill citation
quintet,rivet-memory-node-ironclad--rivet-ironcladapp-com,links,rivet.ironcladapp.com,https://rivet.ironcladapp.com/,real-data,apply-citation,value unchanged; backfill citation
quintet,rl-based-continual-learning-as-memory--cameronrwolfe-substack-com,desc,On-policy RL is naturally more resistant to catastrophic forgetting than supervised fine-tuning — its online nature biases learning toward low-distribution-shif,https://cameronrwolfe.substack.com/p/rl-continual-learning,real-data,apply-citation,value unchanged; backfill citation
quintet,rl-based-continual-learning-as-memory--cameronrwolfe-substack-com,type,Memory-in-weights via on-policy RL,https://cameronrwolfe.substack.com/p/rl-continual-learning,real-data,apply-citation,value unchanged; backfill citation
quintet,rl-based-continual-learning-as-memory--cameronrwolfe-substack-com,pros,Proposes on-policy RL post-training as a viable mechanism for in-weights memory accumulation; principled grounding in known continual-learning theory.,https://cameronrwolfe.substack.com/p/rl-continual-learning,real-data,apply-citation,value unchanged; backfill citation
quintet,rl-based-continual-learning-as-memory--cameronrwolfe-substack-com,cons,Substack post; speculative; no implementation or benchmark.,https://cameronrwolfe.substack.com/p/rl-continual-learning,real-data,apply-citation,value unchanged; backfill citation
quintet,rl-based-continual-learning-as-memory--cameronrwolfe-substack-com,links,Substack post,https://cameronrwolfe.substack.com/p/rl-continual-learning,real-data,apply-citation,value unchanged; backfill citation
quintet,rmm-reflective-memory-management--arxiv-2503-08026,desc,Combines forward-looking Prospective Reflection (multi-granularity summarisation into personalised memory bank) with backward-looking Retrospective Reflection (,https://arxiv.org/abs/2503.08026,real-data,apply-citation,value unchanged; backfill citation
quintet,rmm-reflective-memory-management--arxiv-2503-08026,type,Prospective + retrospective dual reflection,https://arxiv.org/abs/2503.08026,real-data,apply-citation,value unchanged; backfill citation
quintet,rmm-reflective-memory-management--arxiv-2503-08026,pros,Explicit reflection on memory operations — agents reason about their own memory.,https://arxiv.org/abs/2503.08026,real-data,apply-citation,value unchanged; backfill citation
quintet,rmm-reflective-memory-management--arxiv-2503-08026,cons,Research-stage; production overhead unclear.,https://arxiv.org/abs/2503.08026,real-data,apply-citation,value unchanged; backfill citation
quintet,rmm-reflective-memory-management--arxiv-2503-08026,links,arxiv 2503.08026,https://arxiv.org/abs/2503.08026,real-data,apply-citation,value unchanged; backfill citation
quintet,roo-code-roorules--docs-roocode-com,desc,.roo/rules/ (recursive .md / .txt alphabetic load); .roorules single-file fallback. Mode-specific via .roo/rules-{modeSlug}/ . Global at ~/.roo/rules/ . Multi-t,https://docs.roocode.com/features/custom-instructions,real-data,apply-citation,value unchanged; backfill citation
quintet,roo-code-roorules--docs-roocode-com,type,Per-mode rules + workspace overrides,https://docs.roocode.com/features/custom-instructions,real-data,apply-citation,value unchanged; backfill citation
quintet,roo-code-roorules--docs-roocode-com,pros,Roo Code's rule file — git-versioned conventions distinct from Cline's despite forking heritage.,https://docs.roocode.com/features/custom-instructions,real-data,apply-citation,value unchanged; backfill citation
quintet,roo-code-roorules--docs-roocode-com,cons,Roo-only; rule format diverges from Cline so cross-tool portability isn't trivial.,https://docs.roocode.com/features/custom-instructions,real-data,apply-citation,value unchanged; backfill citation
quintet,roo-code-roorules--docs-roocode-com,links,custom instructions docs,https://docs.roocode.com/features/custom-instructions,real-data,apply-citation,value unchanged; backfill citation
quintet,routerag--arxiv-2512-09487,desc,End-to-end RL-trained RAG. Token-level policy chooses when to retrieve and which mode (text / KG / hybrid via RRF). Two-stage Group-Relative Policy Optimisation,https://arxiv.org/abs/2512.09487,real-data,apply-citation,value unchanged; backfill citation
quintet,routerag--arxiv-2512-09487,type,RL-routed text + graph + hybrid,https://arxiv.org/abs/2512.09487,real-data,apply-citation,value unchanged; backfill citation
quintet,routerag--arxiv-2512-09487,pros,Routes queries across multiple retrievers based on question type.,https://arxiv.org/abs/2512.09487,real-data,apply-citation,value unchanged; backfill citation
quintet,routerag--arxiv-2512-09487,cons,Preprint; routing decisions are model-dependent.,https://arxiv.org/abs/2512.09487,real-data,apply-citation,value unchanged; backfill citation
quintet,routerag--arxiv-2512-09487,links,arxiv 2512.09487 EmergentMind summary topic page,https://arxiv.org/abs/2512.09487,real-data,apply-citation,value unchanged; backfill citation
quintet,ruler--arxiv-2404-06654,desc,"NVIDIA. Extends NIAH with multi-needle retrieval, multi-hop entity tracing, aggregation, QA — configurable for arbitrary length / difficulty. Evaluated 17 long-",https://arxiv.org/abs/2404.06654,real-data,apply-citation,value unchanged; backfill citation
quintet,ruler--arxiv-2404-06654,type,Configurable multi-task long-context stress test,https://arxiv.org/abs/2404.06654,real-data,apply-citation,value unchanged; backfill citation
quintet,ruler--arxiv-2404-06654,pros,Rigorous long-context benchmark with multiple needle / multi-hop / aggregation tasks.,https://arxiv.org/abs/2404.06654,real-data,apply-citation,value unchanged; backfill citation
quintet,ruler--arxiv-2404-06654,cons,Synthetic patterns; doesn't fully capture agent-memory dynamics.,https://arxiv.org/abs/2404.06654,real-data,apply-citation,value unchanged; backfill citation
quintet,ruler--arxiv-2404-06654,links,arxiv 2404.06654 GitHub NVIDIA/RULER,https://arxiv.org/abs/2404.06654,real-data,apply-citation,value unchanged; backfill citation
quintet,s--arxiv-2307-14984,desc,Social-network simulation system with LLM-empowered agents.,https://arxiv.org/abs/2307.14984,real-data,apply-citation,value unchanged; backfill citation
quintet,s--arxiv-2307-14984,type,LLM social-network simulation,https://arxiv.org/abs/2307.14984,real-data,apply-citation,value unchanged; backfill citation
quintet,s--arxiv-2307-14984,pros,"Triple-S memory: store, search, summarize.",https://arxiv.org/abs/2307.14984,real-data,apply-citation,value unchanged; backfill citation
quintet,s--arxiv-2307-14984,cons,Preprint; summarization quality bounded by model.,https://arxiv.org/abs/2307.14984,real-data,apply-citation,value unchanged; backfill citation
quintet,s--arxiv-2307-14984,links,arxiv 2307.14984,https://arxiv.org/abs/2307.14984,real-data,apply-citation,value unchanged; backfill citation
quintet,sage,desc,Self-evolving agents with reflective and memory-augmented abilities. Neurocomputing 2025 .,https://arxiv.org/abs/2409.00872,real-data,apply-citation,value unchanged; backfill citation
quintet,sage,type,Reflective memory-augmented agent,https://arxiv.org/abs/2409.00872,real-data,apply-citation,value unchanged; backfill citation
quintet,sage,pros,Self-evolving agents with reflective and memory-augmented abilities; Neurocomputing 2025 venue.,https://arxiv.org/abs/2409.00872,real-data,apply-citation,value unchanged; backfill citation
