system_name,field_name,value,source_url
Stack AI,funding,"$16.6M total; Series A 2025 from Lobby Capital; YC W23",https://tracxn.com/d/companies/stackai/__pd7f2cdpIZMb6oJbES5FnR72cL_T9PpuDNfsYRPgYGY
Stack AI,customers,"HP, SmartAsset, Red Bull, IBM among named customers; 200+ enterprise customers in first 6 months; finance, insurance, education, government verticals",https://www.voiceflow.com/blog/stack-ai
Stack AI,data_handling,"SOC 2 Type II; HIPAA; GDPR; on-premise deploy available on Enterprise tier; enterprise dedicated infrastructure",https://www.stackai.com/
Inngest AgentKit — Network State,funding,"$34M total; Series B $20.5M May 2025; Series A $6.1M Jan 2024 led by a16z; investors include Notable Capital, a16z, GGV, Tom Preston-Werner",https://www.inngest.com/blog/announcing-funding-from-a16z
Inngest AgentKit — Network State,customers,"no data — searched not found (no named customer disclosures for AgentKit specifically)",https://agentkit.inngest.com/
Inngest AgentKit — Network State,pricing,"Free tier; Pro; Enterprise custom; exact pricing not published — contact for enterprise",https://www.inngest.com/pricing
Inngest AgentKit — Network State,compliance,"SOC 2 Type II; end-to-end encryption; SSO/SAML for enterprise",https://agentkit.inngest.com/
Inngest AgentKit — Network State,data_handling,"End-to-end encryption for all data in transit; durable infrastructure with retries; enterprise SSO/SAML",https://agentkit.inngest.com/
Inngest AgentKit — Network State,deployment,"Both (deploy AgentKit to preferred cloud provider; Inngest platform manages durable state)",https://agentkit.inngest.com/concepts/deployment
Inngest AgentKit — Network State,hq,"US (San Francisco, CA — 600 California St)",https://www.cbinsights.com/company/inngest
Inngest AgentKit — Network State,created,"no data — searched not found (AgentKit specific first-release date not found; Inngest platform founded ~2021)",https://www.inngest.com/
Rivet Memory Node (Ironclad),funding,"Ironclad (parent): backed by Accel, Sequoia, Y Combinator, BOND; $200M+ ARR; no Rivet-specific funding",https://research.contrary.com/company/ironclad
Rivet Memory Node (Ironclad),customers,"Ironclad internal teams; used by Ironclad's legal AI products; no external named customers for open-source Rivet specifically",https://ironcladapp.com/resources/articles/meet-rivet
Rivet Memory Node (Ironclad),pricing,"OSS free (MIT)",https://github.com/Ironclad/rivet
Rivet Memory Node (Ironclad),compliance,"no data — searched not found (Ironclad enterprise product has compliance posture but open-source Rivet has no independent compliance certifications)",https://rivet.ironcladapp.com/
Rivet Memory Node (Ironclad),data_handling,"OSS: data handling entirely under deployer control; no Rivet-specific data handling policy",https://github.com/Ironclad/rivet
Rivet Memory Node (Ironclad),deployment,"Both (OSS desktop app or self-hosted; remote executor for cloud/production deployment)",https://rivet.ironcladapp.com/
Rivet Memory Node (Ironclad),hq,"US (San Francisco, CA — Ironclad HQ)",https://research.contrary.com/company/ironclad
Rivet Memory Node (Ironclad),license,"MIT",https://github.com/Ironclad/rivet/blob/main/LICENSE
Rivet Memory Node (Ironclad),latest_release,"v1.11.3 (2025-08-08)",https://github.com/Ironclad/rivet/releases/tag/app-v1.11.3
Rivet Memory Node (Ironclad),created,"2023 (Rivet launched 2023 by Ironclad)",https://ironcladapp.com/resources/articles/meet-rivet
Lindy AI Memory,created,"2023-01 (Lindy AI founded and launched January 2023 by Flo Crivello; YC W23)",https://tracxn.com/d/companies/lindy/__FJe0QVe6UcRHtdiPJpmyRG3livSd4eIGsIxMxz-kNPI
Inngest AgentKit — Network State,created,"no data — searched not found (AgentKit TypeScript library first released ~2024; exact date not found in public sources)",https://github.com/inngest/agent-kit
Voiceflow Memory,volume,"no data — searched not found (no public volume/scale claim for vf_memory specifically; platform claims 500k+ teams)",https://www.voiceflow.com/about
Flowise Memory,mindshare,"below detection threshold — searched not found (Flowise acquired by Workday Aug 2025; no separate mindshare metrics found post-acquisition)",https://newsroom.workday.com/2025-08-14-Workday-Acquires-Flowise,-Bringing-Powerful-AI-Agent-Builder-Capabilities-to-the-Workday-Platform
Langflow Memory,mindshare,"below detection threshold — searched not found (DataStax Langflow cloud deprecated Mar 2026; OSS fork continues but no mindshare metrics found)",https://www.langflow.org/blog/big-news-for-langflow
n8n AI Agent Memory,conflict_resolution,"append-only for conversation buffer; Simple Memory: last-write-wins KV for persistent state; no published eviction/conflict-resolution policy",https://docs.n8n.io/advanced-ai/examples/understand-memory/
Voiceflow Memory,conflict_resolution,"last-write-wins for vf_memory string variable; no published conflict resolution policy",https://docs.voiceflow.com/docs/memory
Flowise Memory,conflict_resolution,"append-only for Buffer/Buffer-Window; Summary Buffer consolidates older turns via LLM compression; no explicit conflict resolution",https://docs.flowiseai.com/integrations/langchain/memory
Langflow Memory,conflict_resolution,"append-only for session-keyed SQLite buffer; no explicit conflict resolution policy published",https://docs.langflow.org/memory
