use_case,rank,system_name,tier,section,total_score,anti_passed,hard_passed,weighted_score,tiebreaker_score,notes
UC-06 contact-center,WL-17,Granola,T1,Voice-first / wearable AI memory,,True,False,,,"FALSE-NEGATIVE WATCH: missing=throughput,latency | R-hard failed: throughput missing; latency missing; compliance lacks PCI-DSS"
UC-06 contact-center,WL-18,Read.ai,T1,Voice-first / wearable AI memory,,True,False,,,"FALSE-NEGATIVE WATCH: missing=throughput,latency | R-hard failed: throughput missing; latency missing; compliance lacks PCI-DSS"
UC-06 contact-center,WL-19,Hippocratic AI Polaris,T1,— Healthcare AI memory,,True,False,,,"FALSE-NEGATIVE WATCH: missing=throughput,latency,multi_tenancy | R-hard failed: throughput missing; latency missing; multi_tenancy missing; compliance lacks PCI-DSS"
UC-06 contact-center,WL-20,Nabla + Navina,T1,— Healthcare AI memory,,True,False,,,"FALSE-NEGATIVE WATCH: missing=throughput,latency,multi_tenancy | R-hard failed: throughput missing; latency missing; multi_tenancy missing; compliance lacks PCI-DSS"
UC-06 contact-center,WL-21,Suki AI,T1,— Healthcare AI memory,,True,False,,,"FALSE-NEGATIVE WATCH: missing=throughput,latency,multi_tenancy | R-hard failed: throughput missing; latency missing; multi_tenancy missing; compliance lacks PCI-DSS"
UC-06 contact-center,WL-22,DeepScribe,T1,— Healthcare AI memory,,True,False,,,"FALSE-NEGATIVE WATCH: missing=throughput,latency,multi_tenancy | R-hard failed: throughput missing; latency missing; multi_tenancy missing; compliance lacks PCI-DSS"
UC-06 contact-center,WL-23,Abridge,T1,— Healthcare AI memory,,True,False,,,"FALSE-NEGATIVE WATCH: missing=throughput,latency,multi_tenancy | R-hard failed: throughput missing; latency missing; multi_tenancy missing; compliance lacks PCI-DSS"
UC-06 contact-center,WL-24,Heidi Health,T2,— Healthcare AI memory,,True,False,,,"FALSE-NEGATIVE WATCH: missing=throughput,latency,multi_tenancy,compliance | R-hard failed: throughput missing; latency missing; multi_tenancy missing; compliance lacks PCI-DSS; compliance lacks SOC 2"
UC-06 contact-center,WL-25,Decagon,T1,— Customer support / voice agent memory,,True,False,,,"FALSE-NEGATIVE WATCH: missing=throughput,latency,multi_tenancy | R-hard failed: throughput missing; latency missing; multi_tenancy missing; compliance lacks PCI-DSS"
UC-06 contact-center,WL-26,Cognigy,T1,— Customer support / voice agent memory,,True,False,,,"FALSE-NEGATIVE WATCH: missing=throughput,latency,multi_tenancy | R-hard failed: throughput missing; latency missing; multi_tenancy missing; compliance lacks PCI-DSS"
UC-06 contact-center,WL-27,Cresta,T2,— Customer support / voice agent memory,,True,False,,,"FALSE-NEGATIVE WATCH: missing=throughput,latency,multi_tenancy,compliance | R-hard failed: throughput missing; latency missing; multi_tenancy missing; compliance lacks PCI-DSS; compliance lacks SOC 2"
UC-06 contact-center,WL-28,PolyAI,T2,— Customer support / voice agent memory,,True,False,,,"FALSE-NEGATIVE WATCH: missing=throughput,latency,multi_tenancy | R-hard failed: throughput missing; latency missing; multi_tenancy missing"
UC-06 contact-center,WL-29,Replicant,T2,— Customer support / voice agent memory,,True,False,,,"FALSE-NEGATIVE WATCH: missing=throughput,latency,multi_tenancy,compliance | R-hard failed: throughput missing; latency missing; multi_tenancy missing; compliance lacks PCI-DSS; compliance lacks SOC 2"
UC-06 contact-center,WL-30,Convai (Mimir),T1,— Gaming / NPC character memory,,True,False,,,"FALSE-NEGATIVE WATCH: missing=throughput,latency,multi_tenancy | R-hard failed: throughput missing; latency missing; multi_tenancy missing; compliance lacks PCI-DSS"
UC-06 contact-center,WL-31,Soul Machines,T2,— Gaming / NPC character memory,,True,False,,,"FALSE-NEGATIVE WATCH: missing=throughput,latency,multi_tenancy | R-hard failed: throughput missing; latency missing; multi_tenancy missing; compliance lacks PCI-DSS; compliance lacks SOC 2"
UC-06 contact-center,WL-32,Wayve GAIA-2 / GAIA-3,T1,— Robotics / autonomous-driving / embodied memory,,True,False,,,"FALSE-NEGATIVE WATCH: missing=throughput,latency,multi_tenancy,compliance | R-hard failed: voice modality missing; throughput missing; latency missing; multi_tenancy missing; compliance lacks PCI-DSS; compliance lacks SOC 2"
UC-06 contact-center,WL-33,Tesla FSD V13 — Occupancy + 4D World,T1,— Robotics / autonomous-driving / embodied memory,,True,False,,,"FALSE-NEGATIVE WATCH: missing=throughput,latency,multi_tenancy | R-hard failed: voice modality missing; throughput missing; latency missing; multi_tenancy missing; compliance lacks PCI-DSS"
UC-06 contact-center,WL-34,Skild Brain,T1,— Robotics / autonomous-driving / embodied memory,,True,False,,,"FALSE-NEGATIVE WATCH: missing=throughput,latency,multi_tenancy | R-hard failed: voice modality missing; throughput missing; latency missing; multi_tenancy missing; compliance lacks PCI-DSS; compliance lacks SOC 2"
UC-06 contact-center,WL-35,ELSA Speak,T1,— Education AI memory,,True,False,,,"FALSE-NEGATIVE WATCH: missing=throughput,latency,multi_tenancy | R-hard failed: throughput missing; latency missing; multi_tenancy missing; compliance lacks PCI-DSS; compliance lacks SOC 2"
UC-06 contact-center,WL-36,Duolingo Max,T1,— Education AI memory,,True,False,,,"FALSE-NEGATIVE WATCH: missing=throughput,latency,multi_tenancy,compliance | R-hard failed: throughput missing; latency missing; multi_tenancy missing; compliance lacks PCI-DSS; compliance lacks SOC 2"
UC-06 contact-center,WL-37,Speak,T2,— Education AI memory,,True,False,,,"FALSE-NEGATIVE WATCH: missing=throughput,latency,multi_tenancy | R-hard failed: throughput missing; latency missing; multi_tenancy missing; compliance lacks PCI-DSS; compliance lacks SOC 2"
UC-08 legal-research,1,Zep — governance posture,T1,"Memory governance, privacy & safety",14.85,True,True,14.85,0,passed
UC-08 legal-research,2,Zep & Graphiti,T1,Dedicated memory layers,13.0,True,True,13.0,0,passed
UC-08 legal-research,WL-1,NVIDIA Inference Context Memory Storage Platform,T2,Dedicated memory layers,,True,False,,,FALSE-NEGATIVE WATCH: missing=conflict | R-hard failed: auditable governance missing; conflict res missing; memory model lacks fact/document
UC-08 legal-research,WL-2,Memvid,T2,Dedicated memory layers,,True,False,,,"FALSE-NEGATIVE WATCH: missing=compliance,multi_tenancy | R-hard failed: compliance lacks SOC 2; multi_tenancy missing; conflict res not deterministic/structured (append (no resolution))"
UC-08 legal-research,WL-3,Memobase,T2,Dedicated memory layers,,True,False,,,FALSE-NEGATIVE WATCH: missing=compliance | R-hard failed: compliance lacks SOC 2; conflict res not deterministic/structured (none specified); memory model lacks fact/document
UC-08 legal-research,WL-4,OMEGA,T2,Dedicated memory layers,,True,False,,,"FALSE-NEGATIVE WATCH: missing=compliance,multi_tenancy | R-hard failed: compliance lacks SOC 2; multi_tenancy missing; auditable governance missing; conflict res not deterministic/structured (none specified); memory model lacks fact/document"
UC-08 legal-research,WL-5,ByteRover,T2,Dedicated memory layers,,True,False,,,FALSE-NEGATIVE WATCH: missing=compliance | R-hard failed: compliance lacks SOC 2; auditable governance missing; conflict res not deterministic/structured (none specified); memory model lacks fact/document
UC-08 legal-research,WL-6,Backboard,T2,Dedicated memory layers,,True,False,,,"FALSE-NEGATIVE WATCH: missing=compliance,multi_tenancy | R-hard failed: compliance lacks SOC 2; multi_tenancy missing; auditable governance missing; conflict res not deterministic/structured (none specified); memory model lacks fact/document"
UC-08 legal-research,WL-7,Hyperspell,T2,Dedicated memory layers,,True,False,,,"FALSE-NEGATIVE WATCH: missing=compliance,multi_tenancy | R-hard failed: compliance lacks SOC 2; multi_tenancy missing; auditable governance missing; conflict res not deterministic/structured (none specified)"
UC-08 legal-research,WL-8,Memoria (MatrixOrigin),T2,Dedicated memory layers,,True,False,,,"FALSE-NEGATIVE WATCH: missing=compliance,multi_tenancy | R-hard failed: compliance lacks SOC 2; multi_tenancy missing; auditable governance missing; conflict res not deterministic/structured (none specified); memory model lacks fact/document"
UC-08 legal-research,WL-9,OpenMemory,T2,Dedicated memory layers,,True,False,,,FALSE-NEGATIVE WATCH: missing=compliance | R-hard failed: compliance lacks SOC 2; auditable governance missing; conflict res not deterministic/structured (none specified)
UC-08 legal-research,WL-10,Memori,T2,Dedicated memory layers,,True,False,,,FALSE-NEGATIVE WATCH: missing=compliance | R-hard failed: compliance lacks SOC 2; auditable governance missing; conflict res not deterministic/structured (none specified)
UC-08 legal-research,WL-11,MemMachine,T2,Dedicated memory layers,,True,False,,,FALSE-NEGATIVE WATCH: missing=compliance | R-hard failed: compliance lacks SOC 2; auditable governance missing; conflict res not deterministic/structured (none specified)
UC-08 legal-research,WL-12,Memary,T2,Dedicated memory layers,,True,False,,,"FALSE-NEGATIVE WATCH: missing=compliance,multi_tenancy | R-hard failed: compliance lacks SOC 2; multi_tenancy missing; auditable governance missing; conflict res not deterministic/structured (none specified)"
UC-08 legal-research,WL-13,Anda Hippocampus,T2,Dedicated memory layers,,True,False,,,"FALSE-NEGATIVE WATCH: missing=compliance,multi_tenancy | R-hard failed: compliance lacks SOC 2; multi_tenancy missing; auditable governance missing; conflict res not deterministic/structured (none specified)"
UC-08 legal-research,WL-14,SuperLocalMemory,T1,Dedicated memory layers,,True,False,,,FALSE-NEGATIVE WATCH: missing=multi_tenancy | R-hard failed: compliance lacks SOC 2; multi_tenancy missing; auditable governance missing; conflict res not deterministic/structured (none specified)
UC-08 legal-research,WL-15,Memory Store,T2,Dedicated memory layers,,True,False,,,"FALSE-NEGATIVE WATCH: missing=compliance,multi_tenancy | R-hard failed: compliance lacks SOC 2; multi_tenancy missing; auditable governance missing; conflict res not deterministic/structured (none specified)"
UC-08 legal-research,WL-16,Interloom,T1,Dedicated memory layers,,True,False,,,FALSE-NEGATIVE WATCH: missing=multi_tenancy | R-hard failed: compliance lacks SOC 2; multi_tenancy missing; auditable governance missing; conflict res not deterministic/structured (none specified); memory model lacks fact/document
UC-08 legal-research,WL-17,Nyne,T2,Dedicated memory layers,,True,False,,,FALSE-NEGATIVE WATCH: missing=multi_tenancy | R-hard failed: compliance lacks SOC 2; multi_tenancy missing; auditable governance missing; conflict res not deterministic/structured (none specified)
UC-08 legal-research,WL-18,NeoCognition,T1,Dedicated memory layers,,True,False,,,"FALSE-NEGATIVE WATCH: missing=compliance,multi_tenancy | R-hard failed: compliance lacks SOC 2; multi_tenancy missing; auditable governance missing; conflict res not deterministic/structured (none specified)"
UC-08 legal-research,WL-19,MemoraX AI,T2,Dedicated memory layers,,True,False,,,"FALSE-NEGATIVE WATCH: missing=compliance,multi_tenancy | R-hard failed: compliance lacks SOC 2; multi_tenancy missing; auditable governance missing; conflict res not deterministic/structured (none specified); memory model lacks fact/document"
UC-08 legal-research,WL-20,Trace,T2,Dedicated memory layers,,True,False,,,"FALSE-NEGATIVE WATCH: missing=compliance,multi_tenancy | R-hard failed: compliance lacks SOC 2; multi_tenancy missing; auditable governance missing; conflict res not deterministic/structured (none specified)"
UC-08 legal-research,WL-21,Cellon (Memory.inc),T2,Dedicated memory layers,,True,False,,,FALSE-NEGATIVE WATCH: missing=compliance | R-hard failed: compliance lacks SOC 2; auditable governance missing; conflict res not deterministic/structured (none specified)
UC-08 legal-research,WL-22,MemWal (Walrus),T2,Dedicated memory layers,,True,False,,,FALSE-NEGATIVE WATCH: missing=multi_tenancy | R-hard failed: compliance lacks SOC 2; multi_tenancy missing; conflict res not deterministic/structured (append (no resolution))
UC-08 legal-research,WL-23,Jamba (AI21 Labs),T1,Dedicated memory layers,,True,False,,,FALSE-NEGATIVE WATCH: missing=multi_tenancy | R-hard failed: multi_tenancy missing; auditable governance missing; conflict res not deterministic/structured (none specified); memory model lacks fact/document
UC-08 legal-research,WL-24,AI Singapore SEA-LION,T2,Dedicated memory layers,,True,False,,,"FALSE-NEGATIVE WATCH: missing=multi_tenancy,conflict | R-hard failed: compliance lacks SOC 2; multi_tenancy missing; auditable governance missing; conflict res missing"
UC-08 legal-research,WL-25,NAVER HyperCLOVA X THINK,T1,Dedicated memory layers,,True,False,,,"FALSE-NEGATIVE WATCH: missing=multi_tenancy,conflict | R-hard failed: compliance lacks SOC 2; multi_tenancy missing; auditable governance missing; conflict res missing; memory model lacks fact/document"
UC-08 legal-research,WL-26,M3-Agent (ByteDance),T2,Dedicated memory layers,,True,False,,,"FALSE-NEGATIVE WATCH: missing=compliance,multi_tenancy,conflict | R-hard failed: compliance lacks SOC 2; multi_tenancy missing; auditable governance missing; conflict res missing"
UC-08 legal-research,WL-27,AutoGLM (Zhipu AI),T2,Dedicated memory layers,,True,False,,,"FALSE-NEGATIVE WATCH: missing=multi_tenancy,conflict | R-hard failed: compliance lacks SOC 2; multi_tenancy missing; auditable governance missing; conflict res missing"
UC-08 legal-research,WL-28,Pydantic-AI + Hindsight,T2,Framework-embedded memory,,True,False,,,FALSE-NEGATIVE WATCH: missing=multi_tenancy | R-hard failed: multi_tenancy missing; auditable governance missing; conflict res not deterministic/structured (none specified); memory model lacks fact/document
UC-08 legal-research,WL-29,smolagents Memory,T2,Framework-embedded memory,,True,False,,,FALSE-NEGATIVE WATCH: missing=multi_tenancy | R-hard failed: multi_tenancy missing; conflict res not deterministic/structured (append (no resolution)); memory model lacks fact/document
UC-08 legal-research,WL-30,Agno (Phidata) Memory,T2,Framework-embedded memory,,True,False,,,FALSE-NEGATIVE WATCH: missing=compliance | R-hard failed: compliance lacks SOC 2; conflict res not deterministic/structured (overwrite)
UC-08 legal-research,WL-31,Langflow Memory,T1,Framework-embedded memory,,True,False,,,FALSE-NEGATIVE WATCH: missing=compliance | R-hard failed: compliance lacks SOC 2; conflict res not deterministic/structured (append-only for session-keyed SQLite buf); memory model lacks fact/document
UC-08 legal-research,WL-32,Vapi (voice agents),T2,Framework-embedded memory,,True,False,,,FALSE-NEGATIVE WATCH: missing=multi_tenancy | R-hard failed: multi_tenancy missing; auditable governance missing
UC-08 legal-research,WL-33,Retell AI,T2,Framework-embedded memory,,True,False,,,FALSE-NEGATIVE WATCH: missing=multi_tenancy | R-hard failed: multi_tenancy missing; auditable governance missing; conflict res not deterministic/structured (none specified (webhooks to external CRM)
UC-08 legal-research,WL-34,Stack AI,T2,Framework-embedded memory,,True,False,,,"FALSE-NEGATIVE WATCH: missing=multi_tenancy,conflict | R-hard failed: multi_tenancy missing; conflict res missing"
UC-08 legal-research,WL-35,LinkedIn Cognitive Memory Agent,T1,Platform-provider memory,,True,False,,,FALSE-NEGATIVE WATCH: missing=multi_tenancy | R-hard failed: multi_tenancy missing; auditable governance missing; conflict res not deterministic/structured (none specified)
UC-08 legal-research,WL-36,Aider,T2,Coding-agent memory,,True,False,,,"FALSE-NEGATIVE WATCH: missing=compliance,multi_tenancy | R-hard failed: compliance lacks SOC 2; multi_tenancy missing; conflict res not deterministic/structured (none specified); memory model lacks fact/document"
UC-08 legal-research,WL-37,Continue.dev Memory MCP,T2,Coding-agent memory,,True,False,,,"FALSE-NEGATIVE WATCH: missing=compliance,multi_tenancy | R-hard failed: compliance lacks SOC 2; multi_tenancy missing; auditable governance missing; conflict res not deterministic/structured (none specified)"
UC-08 legal-research,WL-38,Bolt.new (StackBlitz),T2,Coding-agent memory,,True,False,,,FALSE-NEGATIVE WATCH: missing=compliance | R-hard failed: compliance lacks SOC 2; auditable governance missing; conflict res not deterministic/structured (none specified)
UC-08 legal-research,WL-39,Sweep AI,T2,Coding-agent memory,,True,False,,,"FALSE-NEGATIVE WATCH: missing=compliance,multi_tenancy | R-hard failed: compliance lacks SOC 2; multi_tenancy missing; auditable governance missing; conflict res not deterministic/structured (none specified); memory model lacks fact/document"
UC-08 legal-research,WL-40,Fellou,T1,Browser-agent memory,,True,False,,,FALSE-NEGATIVE WATCH: missing=compliance | R-hard failed: compliance lacks SOC 2; auditable governance missing; conflict res not deterministic/structured (none specified); memory model lacks fact/document
UC-08 legal-research,WL-41,Brave Leo,T2,Browser-agent memory,,True,False,,,FALSE-NEGATIVE WATCH: missing=multi_tenancy | R-hard failed: multi_tenancy missing; auditable governance missing; conflict res not deterministic/structured (none specified)
UC-08 legal-research,WL-42,Opera AI (formerly Aria),T2,Browser-agent memory,,True,False,,,"FALSE-NEGATIVE WATCH: missing=compliance,multi_tenancy | R-hard failed: compliance lacks SOC 2; multi_tenancy missing; auditable governance missing; conflict res not deterministic/structured (none specified)"
UC-08 legal-research,WL-43,Sigma (Private AI Browser),T2,Browser-agent memory,,True,False,,,"FALSE-NEGATIVE WATCH: missing=compliance,multi_tenancy | R-hard failed: compliance lacks SOC 2; multi_tenancy missing; conflict res not deterministic/structured (none specified)"
UC-08 legal-research,WL-44,Tencent ima.copilot,T1,Personal AI / PKM / lifelogging memory,,True,False,,,FALSE-NEGATIVE WATCH: missing=multi_tenancy | R-hard failed: compliance lacks SOC 2; multi_tenancy missing; auditable governance missing; conflict res not deterministic/structured (none specified)
UC-08 legal-research,WL-45,Notion AI,T1,Personal AI / PKM / lifelogging memory,,True,False,,,FALSE-NEGATIVE WATCH: missing=conflict | R-hard failed: auditable governance missing; conflict res missing
UC-08 legal-research,WL-46,Obsidian Smart Connections,T2,Personal AI / PKM / lifelogging memory,,True,False,,,"FALSE-NEGATIVE WATCH: missing=compliance,multi_tenancy | R-hard failed: compliance lacks SOC 2; multi_tenancy missing; auditable governance missing; conflict res not deterministic/structured (overwrite)"
UC-08 legal-research,WL-47,Logseq,T2,Personal AI / PKM / lifelogging memory,,True,False,,,FALSE-NEGATIVE WATCH: missing=multi_tenancy | R-hard failed: compliance lacks SOC 2; multi_tenancy missing; conflict res not deterministic/structured (append (no resolution))
UC-08 legal-research,WL-48,RemNote AI,T1,Personal AI / PKM / lifelogging memory,,True,False,,,FALSE-NEGATIVE WATCH: missing=compliance | R-hard failed: compliance lacks SOC 2; conflict res not deterministic/structured (overwrite)
UC-08 legal-research,WL-49,Capacities,T2,Personal AI / PKM / lifelogging memory,,True,False,,,FALSE-NEGATIVE WATCH: missing=multi_tenancy | R-hard failed: compliance lacks SOC 2; multi_tenancy missing; auditable governance missing; conflict res not deterministic/structured (overwrite)
UC-08 legal-research,WL-50,Craft AI,T1,Personal AI / PKM / lifelogging memory,,True,False,,,FALSE-NEGATIVE WATCH: missing=multi_tenancy | R-hard failed: multi_tenancy missing; auditable governance missing; conflict res not deterministic/structured (overwrite)
UC-08 legal-research,WL-51,Supernotes AI,T2,Personal AI / PKM / lifelogging memory,,True,False,,,FALSE-NEGATIVE WATCH: missing=multi_tenancy | R-hard failed: compliance lacks SOC 2; multi_tenancy missing; auditable governance missing; conflict res not deterministic/structured (overwrite)
UC-08 legal-research,WL-52,Saner.ai,T2,Personal AI / PKM / lifelogging memory,,True,False,,,FALSE-NEGATIVE WATCH: missing=multi_tenancy | R-hard failed: compliance lacks SOC 2; multi_tenancy missing; auditable governance missing; conflict res not deterministic/structured (none specified)
UC-08 legal-research,WL-53,Amplenote,T2,Personal AI / PKM / lifelogging memory,,True,False,,,FALSE-NEGATIVE WATCH: missing=multi_tenancy | R-hard failed: compliance lacks SOC 2; multi_tenancy missing; auditable governance missing; conflict res not deterministic/structured (overwrite)
UC-08 legal-research,WL-54,Scrintal,T2,Personal AI / PKM / lifelogging memory,,True,False,,,FALSE-NEGATIVE WATCH: missing=multi_tenancy | R-hard failed: compliance lacks SOC 2; multi_tenancy missing; auditable governance missing; conflict res not deterministic/structured (overwrite)
UC-08 legal-research,WL-55,Heyday,T2,Personal AI / PKM / lifelogging memory,,True,False,,,FALSE-NEGATIVE WATCH: missing=multi_tenancy | R-hard failed: compliance lacks SOC 2; multi_tenancy missing; conflict res not deterministic/structured (none specified)
UC-08 legal-research,WL-56,Microsoft Recall,T1,Personal AI / PKM / lifelogging memory,,True,False,,,FALSE-NEGATIVE WATCH: missing=multi_tenancy | R-hard failed: compliance lacks SOC 2; multi_tenancy missing; conflict res not deterministic/structured (overwrite)
UC-08 legal-research,WL-57,Limitless,T1,Voice-first / wearable AI memory,,True,False,,,FALSE-NEGATIVE WATCH: missing=compliance | R-hard failed: compliance lacks SOC 2; conflict res not deterministic/structured (append (no resolution))
UC-08 legal-research,WL-58,Omi,T1,Voice-first / wearable AI memory,,True,False,,,FALSE-NEGATIVE WATCH: missing=multi_tenancy | R-hard failed: multi_tenancy missing; conflict res not deterministic/structured (append (no resolution))
UC-08 legal-research,WL-59,Sandbar Stream,T2,Voice-first / wearable AI memory,,True,False,,,"FALSE-NEGATIVE WATCH: missing=compliance,multi_tenancy | R-hard failed: compliance lacks SOC 2; multi_tenancy missing; conflict res not deterministic/structured (none specified); memory model lacks fact/document"
UC-08 legal-research,WL-60,NVIDIA Nemotron 3,T1,— Parametric & latent memory (memory in weights / KV / hidden states),,True,False,,,"FALSE-NEGATIVE WATCH: missing=compliance,multi_tenancy,conflict | R-hard failed: compliance lacks SOC 2; multi_tenancy missing; auditable governance missing; conflict res missing; memory model lacks fact/document"
UC-08 legal-research,WL-61,Sakana CTM,T2,— Parametric & latent memory (memory in weights / KV / hidden states),,True,False,,,"FALSE-NEGATIVE WATCH: missing=compliance,multi_tenancy,conflict | R-hard failed: compliance lacks SOC 2; multi_tenancy missing; auditable governance missing; conflict res missing; memory model lacks fact/document"
UC-08 legal-research,WL-62,NAVER Provence + PISCO,T2,— Parametric & latent memory (memory in weights / KV / hidden states),,True,False,,,"FALSE-NEGATIVE WATCH: missing=compliance,multi_tenancy,conflict | R-hard failed: compliance lacks SOC 2; multi_tenancy missing; auditable governance missing; conflict res missing; memory model lacks fact/document"
UC-08 legal-research,WL-63,ShadowKV (ByteDance),T2,— Parametric & latent memory (memory in weights / KV / hidden states),,True,False,,,"FALSE-NEGATIVE WATCH: missing=compliance,multi_tenancy,conflict | R-hard failed: compliance lacks SOC 2; multi_tenancy missing; auditable governance missing; conflict res missing; memory model lacks fact/document"
UC-08 legal-research,WL-64,IBM Meta-Tokens,T2,— Parametric & latent memory (memory in weights / KV / hidden states),,True,False,,,"FALSE-NEGATIVE WATCH: missing=compliance,multi_tenancy,conflict | R-hard failed: compliance lacks SOC 2; multi_tenancy missing; auditable governance missing; conflict res missing; memory model lacks fact/document"
UC-08 legal-research,WL-65,MemoryLLM (original),T2,— Parametric & latent memory (memory in weights / KV / hidden states),,True,False,,,"FALSE-NEGATIVE WATCH: missing=compliance,multi_tenancy,conflict | R-hard failed: compliance lacks SOC 2; multi_tenancy missing; auditable governance missing; conflict res missing; memory model lacks fact/document"
UC-08 legal-research,WL-66,SELF-PARAM,T2,— Parametric & latent memory (memory in weights / KV / hidden states),,True,False,,,"FALSE-NEGATIVE WATCH: missing=compliance,multi_tenancy,conflict | R-hard failed: compliance lacks SOC 2; multi_tenancy missing; auditable governance missing; conflict res missing; memory model lacks fact/document"
UC-08 legal-research,WL-67,Anthropic Circuit Tracing,T2,— Parametric & latent memory (memory in weights / KV / hidden states),,True,False,,,"FALSE-NEGATIVE WATCH: missing=compliance,multi_tenancy,conflict | R-hard failed: compliance lacks SOC 2; multi_tenancy missing; conflict res missing; memory model lacks fact/document"
UC-08 legal-research,WL-68,CLAUDE.md,T1,File-backed / editor paradigms,,True,False,,,"FALSE-NEGATIVE WATCH: missing=compliance,multi_tenancy | R-hard failed: compliance lacks SOC 2; multi_tenancy missing; auditable governance missing"
UC-08 legal-research,WL-69,Cursor Rules,T1,File-backed / editor paradigms,,True,False,,,FALSE-NEGATIVE WATCH: missing=compliance | R-hard failed: compliance lacks SOC 2; auditable governance missing; conflict res not deterministic/structured (manual (file-based; human edits))
UC-08 legal-research,WL-70,AGENTS.md,T1,File-backed / editor paradigms,,True,False,,,"FALSE-NEGATIVE WATCH: missing=compliance,multi_tenancy | R-hard failed: compliance lacks SOC 2; multi_tenancy missing; auditable governance missing"
UC-08 legal-research,WL-71,GitHub Copilot custom instructions,T1,File-backed / editor paradigms,,True,False,,,FALSE-NEGATIVE WATCH: missing=compliance | R-hard failed: compliance lacks SOC 2; auditable governance missing
UC-08 legal-research,WL-72,Aider CONVENTIONS.md / .aider.conf.yml,T2,File-backed / editor paradigms,,True,False,,,"FALSE-NEGATIVE WATCH: missing=compliance,multi_tenancy | R-hard failed: compliance lacks SOC 2; multi_tenancy missing; auditable governance missing; conflict res not deterministic/structured (manual (file-based; human edits))"
UC-08 legal-research,WL-73,Cline .clinerules,T2,File-backed / editor paradigms,,True,False,,,"FALSE-NEGATIVE WATCH: missing=compliance,multi_tenancy | R-hard failed: compliance lacks SOC 2; multi_tenancy missing; auditable governance missing"
UC-08 legal-research,WL-74,Cline Memory Bank,T2,File-backed / editor paradigms,,True,False,,,"FALSE-NEGATIVE WATCH: missing=compliance,multi_tenancy | R-hard failed: compliance lacks SOC 2; multi_tenancy missing; auditable governance missing; conflict res not deterministic/structured (manual (human-curated markdown))"
UC-08 legal-research,WL-75,Roo Code .roorules,T2,File-backed / editor paradigms,,True,False,,,"FALSE-NEGATIVE WATCH: missing=compliance,multi_tenancy | R-hard failed: compliance lacks SOC 2; multi_tenancy missing; auditable governance missing; conflict res not deterministic/structured (manual (file-based; human edits))"
UC-08 legal-research,WL-76,Continue.dev .continue/rules,T2,File-backed / editor paradigms,,True,False,,,"FALSE-NEGATIVE WATCH: missing=compliance,multi_tenancy | R-hard failed: compliance lacks SOC 2; multi_tenancy missing; auditable governance missing; conflict res not deterministic/structured (manual (file-based; lexicographic load))"
UC-08 legal-research,WL-77,Zed .rules,T2,File-backed / editor paradigms,,True,False,,,"FALSE-NEGATIVE WATCH: missing=compliance,multi_tenancy | R-hard failed: compliance lacks SOC 2; multi_tenancy missing; auditable governance missing; conflict res not deterministic/structured (manual (file-based; human edits))"
UC-08 legal-research,WL-78,Replit replit.md,T2,File-backed / editor paradigms,,True,False,,,"FALSE-NEGATIVE WATCH: missing=compliance,multi_tenancy | R-hard failed: compliance lacks SOC 2; multi_tenancy missing; auditable governance missing; conflict res not deterministic/structured (manual (file-based; human edits))"
UC-08 legal-research,WL-79,Sourcegraph Cody — cody.json,T2,File-backed / editor paradigms,,True,False,,,FALSE-NEGATIVE WATCH: missing=compliance | R-hard failed: compliance lacks SOC 2; auditable governance missing; conflict res not deterministic/structured (manual (file-based; human edits))
UC-08 legal-research,WL-80,codebase-memory-mcp (DeusData),T1,Claude Code memory mechanisms,,True,False,,,"FALSE-NEGATIVE WATCH: missing=compliance,multi_tenancy | R-hard failed: compliance lacks SOC 2; multi_tenancy missing; auditable governance missing"
UC-08 legal-research,WL-81,Claude Code auto-memory,T1,Claude Code memory mechanisms,,True,False,,,FALSE-NEGATIVE WATCH: missing=compliance | R-hard failed: compliance lacks SOC 2; conflict res not deterministic/structured (append (no resolution — files accumulate)
UC-08 legal-research,WL-82,Superpowers episodic-memory plugin,T2,Claude Code memory mechanisms,,True,False,,,"FALSE-NEGATIVE WATCH: missing=compliance,multi_tenancy,conflict | R-hard failed: compliance lacks SOC 2; multi_tenancy missing; conflict res missing; memory model lacks fact/document"
UC-08 legal-research,WL-83,claude-mem,T1,Claude Code memory mechanisms,,True,False,,,"FALSE-NEGATIVE WATCH: missing=compliance,multi_tenancy | R-hard failed: compliance lacks SOC 2; multi_tenancy missing; auditable governance missing; conflict res not deterministic/structured (append (no resolution — compression logs); memory model lacks fac"
UC-08 legal-research,WL-84,Graphiti MCP Server (Zep),T1,Claude Code memory mechanisms,,True,False,,,FALSE-NEGATIVE WATCH: missing=compliance | R-hard failed: compliance lacks SOC 2
UC-08 legal-research,WL-85,local-memory-mcp,T2,Claude Code memory mechanisms,,True,False,,,"FALSE-NEGATIVE WATCH: missing=compliance,multi_tenancy | R-hard failed: compliance lacks SOC 2; multi_tenancy missing; conflict res not deterministic/structured (append (no resolution — decision-log acc)"
UC-08 legal-research,WL-86,claude-brain,T2,Claude Code memory mechanisms,,True,False,,,"FALSE-NEGATIVE WATCH: missing=compliance,multi_tenancy | R-hard failed: compliance lacks SOC 2; multi_tenancy missing; conflict res not deterministic/structured (append (no resolution — Memvid append-on)"
